TopDepth,BottomDepth,HorizonDepth,ksat_r,dbthirdbar_r,dbfifteenbar_r,COKEY,CHKEY
18,36,,4.2343,1.38,,3040493,8175026
36,51,,1.4114,1.38,,3040493,8258342
46,76,,4.2343,1.43,,3040486,8008369
76,86,,,,,3040486,8091686
0,8,,4.2343,1.33,,3040486,8175002
8,46,,4.2343,1.35,,3040486,8258318
0,61,,4.2343,1.45,,3040484,8008362
61,81,,4.2343,1.5,,3040484,8091679
81,178,,0.0,1.7,,3040484,8174996
8,152,,42.343,1.5,,3040483,8008360
0,8,,42.343,1.4,,3040483,8258309
89,99,,,,,3040482,8008357
0,23,,4.2343,1.25,,3040482,8091673
23,74,,4.2343,1.35,,3040482,8174990
74,89,,4.2343,1.35,,3040482,8258306
0,61,,4.2343,1.4,,3040481,8091670
61,107,,0.4234,1.55,,3040481,8174987
107,152,,0.4234,1.55,,3040481,8258303
0,94,,4.2343,1.15,,3040480,8174984
94,152,,0.4234,1.65,,3040480,8258300
38,152,,4.2343,1.3,,3040054,8006986
152,178,,14.1143,1.4,,3040054,8090303
0,8,,4.2343,1.2,,3040054,8173619
8,38,,4.2343,1.3,,3040054,8256935
0,152,,,,,3040052,8006980
0,33,,4.2343,1.38,,3040050,8006974
33,81,,4.2343,1.38,,3040050,8090291
81,152,,4.2343,1.4,,3040050,8173608
15,71,,4.2343,1.5,,3038833,8003117
71,81,,0.0,,,3038833,8086434
0,15,,4.2343,1.3,,3038833,8253066
53,122,,1.4114,1.58,,3037108,7997608
122,152,,1.4114,1.58,,3037108,8080925
0,10,,4.2343,1.4,,3037108,8164241
10,53,,4.2343,1.45,,3037108,8247557
0,152,,,,,3037102,8080906
58,152,,14.1143,1.55,,3037096,8247519
0,15,,14.1143,0.85,,3037096,8080886
15,58,,14.1143,1.5,,3037096,8164203
0,38,,4.2343,0.75,,3037076,7997505
38,46,,4.2343,0.75,,3037076,8080822
46,56,,,,,3037076,8164139
0,38,,4.2343,0.75,,3037075,7997502
38,46,,4.2343,0.75,,3037075,8080819
46,56,,,,,3037075,8164136
0,8,,14.1143,1.4,,3037028,7997341
8,43,,14.1143,1.53,,3037028,8080658
43,76,,14.1143,1.6,,3037028,8163975
76,152,,14.1143,1.68,,3037028,8247291
117,178,,4.2343,1.58,,3037006,7997271
0,10,,4.2343,1.3,,3037006,8080587
10,48,,4.2343,1.58,,3037006,8163904
48,117,,4.2343,1.58,,3037006,8247220
0,30,,4.2343,0.9,,3036981,7997188
30,61,,14.1143,1.55,,3036981,8080505
61,91,,14.1143,1.58,,3036981,8163822
91,152,,14.1143,1.6,,3036981,8247138
51,91,,14.1143,1.53,,3036973,7997163
91,152,,42.343,1.53,,3036973,8080480
0,18,,14.1143,1.35,,3036973,8163796
18,51,,14.1143,1.48,,3036973,8247112
30,48,,14.1143,1.6,,3036972,7997159
48,58,,,,,3036972,8080476
0,13,,14.1143,1.4,,3036972,8163792
13,30,,14.1143,1.5,,3036972,8247108
0,152,,,,,3036946,8080388
0,152,,,,,3036921,7996992
23,99,,1.41,1.33,,3041332,8011151
99,109,,,,,3041332,8094468
0,23,,4.0,1.25,,3041332,8261100
64,91,,,,,3041333,8011154
91,127,,4.0,1.55,,3041333,8094471
0,15,,4.0,1.55,,3041333,8177787
127,152,,,,,3041333,8177788
15,64,,4.0,1.55,,3041333,8261103
56,152,,42.34,1.65,,3041334,8011156
0,23,,14.11,1.5,,3041334,8177789
23,56,,14.11,1.53,,3041334,8261105
0,15,,14.11,1.6,,3041335,8094474
15,46,,14.11,1.85,,3041335,8177791
46,56,,,,,3041335,8261107
20,64,,4.0,1.6,,3041339,8011167
64,152,,141.14,1.85,,3041339,8094484
0,20,,4.0,1.35,,3041339,8261116
0,69,,1.41,1.3,,3041341,8011173
69,107,,4.0,1.3,,3041341,8094490
107,152,,42.34,1.5,,3041341,8177807
61,152,,4.0,1.55,,3041342,8011176
0,15,,4.0,1.5,,3041342,8177809
15,61,,4.0,1.55,,3041342,8261125
18,152,,42.34,1.65,,3041343,8011179
0,18,,42.34,1.65,,3041343,8261128
25,152,,14.11,1.3,,3041345,8011184
0,25,,14.11,1.3,,3041345,8261133
25,152,,4.0,1.5,,3041346,8011186
0,15,,4.0,1.43,,3041346,8177819
15,25,,4.0,1.43,,3041346,8261135
0,28,,4.0,1.53,,3041347,8094505
28,94,,4.0,1.53,,3041347,8177822
94,203,,4.0,1.6,,3041347,8261138
20,53,,1.41,1.45,,3041351,8011200
53,71,,,,,3041351,8094517
71,97,,,,,3041351,8177834
0,20,,14.11,1.48,,3041351,8261149
0,18,,42.0,1.5,,3041352,8011203
18,97,,14.11,1.38,,3041352,8094520
97,188,,14.11,1.48,,3041352,8177837
25,74,,1.41,1.58,,3041353,8011207
74,152,,0.0,1.45,,3041353,8094524
0,25,,4.0,1.43,,3041353,8261156
61,99,,4.0,1.38,,3041358,8011223
99,137,,1.41,1.43,,3041358,8094540
0,36,,4.0,1.1,,3041358,8177856
137,190,,4.0,1.35,,3041358,8177857
36,61,,4.0,1.2,,3041358,8261172
0,25,,4.0,1.45,,3041359,8011227
25,71,,4.0,1.53,,3041359,8094544
71,152,,4.0,1.55,,3041359,8177861
0,41,,4.0,1.3,,3041365,8094562
41,132,,4.0,1.33,,3041365,8177879
132,142,,,,,3041365,8261195
0,18,,4.0,1.55,,3041366,8094565
18,119,,1.41,1.35,,3041366,8177882
119,155,,14.11,1.5,,3041366,8261198
0,33,,4.0,1.4,,3041367,8011251
33,127,,1.41,1.48,,3041367,8094568
127,190,,1.41,1.5,,3041367,8177885
91,102,,,,,3041368,8011255
0,20,,4.0,1.3,,3041368,8094571
20,71,,1.41,1.43,,3041368,8177888
71,91,,0.42,1.5,,3041368,8261204
64,81,,4.0,1.4,,3041369,8011258
81,152,,141.14,1.6,,3041369,8094575
0,18,,4.0,1.38,,3041369,8177891
18,64,,14.11,1.45,,3041369,8261207
36,38,,,,,3041370,8011262
38,152,,141.0,1.48,,3041370,8094579
0,5,,4.0,1.23,,3041370,8177895
5,36,,4.0,1.33,,3041370,8261211
18,28,,14.11,1.45,,3041371,8011266
28,152,,141.0,1.45,,3041371,8094583
0,10,,4.0,1.53,,3041371,8177899
10,18,,4.0,1.55,,3041371,8261215
107,152,,1.41,1.3,,3041372,8011270
0,5,,4.0,1.35,,3041372,8094586
5,51,,0.42,1.35,,3041372,8177903
51,107,,0.42,1.35,,3041372,8261219
0,48,,4.0,1.18,,3041373,8011273
48,64,,1.41,1.33,,3041373,8094590
64,74,,1.41,1.33,,3041373,8177907
74,152,,1.41,1.33,,3041373,8261223
13,46,,4.0,1.23,,3041375,8011280
46,102,,14.11,1.3,,3041375,8094597
102,152,,141.0,1.3,,3041375,8177914
0,13,,4.0,1.23,,3041375,8261229
28,41,,4.0,1.43,,3041376,8011284
41,48,,14.11,1.5,,3041376,8094601
0,15,,4.0,1.4,,3041376,8177917
48,51,,,,,3041376,8177918
15,28,,4.0,1.4,,3041376,8261233
51,152,,141.0,1.6,,3041376,8261234
8,81,,4.0,1.33,,3041377,8011288
81,132,,4.0,1.33,,3041377,8094605
132,152,,14.11,1.38,,3041377,8177922
0,8,,4.0,1.28,,3041377,8261237
152,165,,141.0,1.55,,3041377,8261238
28,33,,4.0,1.48,,3041378,8261242
33,46,,,,,3041378,8011293
0,15,,4.0,1.38,,3041378,8094609
46,71,,,,,3041378,8094610
15,28,,1.41,1.35,,3041378,8177926
48,91,,0.42,1.25,,3041379,8011298
91,107,,1.41,1.35,,3041379,8094615
0,20,,1.41,1.35,,3041379,8177931
107,168,,,,,3041379,8177932
20,48,,1.41,1.33,,3041379,8261247
18,64,,4.0,1.4,,3041380,8011301
64,79,,,,,3041380,8094618
79,104,,,,,3041380,8177935
0,18,,4.0,1.45,,3041380,8261250
0,13,,14.11,1.4,,3041382,8011307
13,66,,14.11,1.38,,3041382,8094624
66,155,,141.0,1.65,,3041382,8177941
38,79,,4.0,1.55,,3041383,8011311
79,114,,,,,3041383,8094628
0,13,,4.0,1.55,,3041383,8177944
114,140,,,,,3041383,8177945
13,38,,1.41,1.45,,3041383,8261260
13,152,,,,,3041392,8011339
0,13,,4.0,1.5,,3041392,8261288
18,61,,1.41,1.55,,3041393,8011342
61,152,,42.34,1.65,,3041393,8094659
0,18,,14.11,1.48,,3041393,8261291
13,152,,14.11,1.55,,3041394,8011346
0,13,,14.11,1.45,,3041394,8261295
43,84,,1.41,1.45,,3041395,8011348
84,99,,,,,3041395,8094665
0,18,,1.41,1.45,,3041395,8177981
99,170,,,,,3041395,8177982
18,43,,0.42,1.3,,3041395,8261297
13,152,,14.11,1.55,,3041396,8011351
0,13,,14.11,1.45,,3041396,8261300
0,13,,4.0,1.5,,3041397,8011353
13,30,,1.41,1.55,,3041397,8094670
30,152,,141.14,1.65,,3041397,8177987
13,152,,14.11,1.55,,3041398,8094674
0,13,,14.11,1.45,,3041398,8011357
124,152,,14.11,1.6,,3041399,8011360
0,18,,4.0,1.38,,3041399,8094676
18,74,,1.41,1.55,,3041399,8177993
74,124,,1.41,1.45,,3041399,8261309
28,107,,4.0,1.5,,3041400,8011363
107,170,,4.0,1.5,,3041400,8094680
0,28,,14.11,1.33,,3041400,8261312
0,28,,14.11,1.33,,3041401,8094683
28,107,,4.0,1.5,,3041401,8178000
107,170,,4.0,1.5,,3041401,8261316
8,89,,0.42,1.53,,3041402,8011371
89,109,,4.0,1.6,,3041402,8094688
109,152,,42.34,1.65,,3041402,8178005
0,8,,4.0,1.55,,3041402,8261320
0,15,,14.11,,,3041403,8178007
15,152,,,,,3041403,8261323
10,30,,4.0,1.65,,3041404,8011376
30,41,,,,,3041404,8094693
0,10,,14.11,1.58,,3041404,8261325
81,107,,,,,3041405,8011380
107,117,,,,,3041405,8094697
0,20,,4.0,1.55,,3041405,8178013
20,81,,4.0,1.55,,3041405,8261329
56,178,,4.0,1.6,,3041406,8011383
0,23,,14.11,1.65,,3041406,8178016
23,56,,14.11,1.65,,3041406,8261332
0,38,,42.34,1.58,,3041407,8011386
38,51,,42.34,1.58,,3041407,8094703
51,152,,14.11,1.58,,3041407,8178020
0,15,,4.0,1.35,,3041408,8011390
15,152,,,,,3041408,8094707
15,152,,,,,3041409,8011394
0,15,,4.0,1.35,,3041409,8261343
51,84,,1.41,1.5,,3041410,8011397
84,102,,4.0,1.6,,3041410,8094714
102,152,,42.34,1.85,,3041410,8178031
0,51,,4.0,1.55,,3041410,8261346
51,84,,1.41,1.5,,3041411,8011400
84,102,,4.0,1.6,,3041411,8094717
102,152,,42.34,1.85,,3041411,8178034
0,51,,4.0,1.55,,3041411,8261349
91,124,,1.41,1.45,,3041412,8011404
124,157,,14.11,1.6,,3041412,8094721
0,36,,4.0,1.38,,3041412,8178037
36,91,,1.41,1.55,,3041412,8261353
0,23,,4.0,1.35,,3041413,8261357
23,86,,4.0,1.35,,3041413,8011408
86,97,,,,,3041413,8094725
0,8,,14.11,1.53,,3041414,8178044
8,152,,14.11,1.6,,3041414,8261360
0,23,,4.0,1.4,,3041415,8011413
23,43,,1.41,1.35,,3041415,8094730
43,152,,4.0,1.45,,3041415,8178047
8,61,,14.11,1.65,,3041416,8011416
61,81,,,,,3041416,8094733
81,152,,14.11,1.55,,3041416,8178050
0,8,,14.11,1.65,,3041416,8261365
56,102,,,,,3041417,8011420
0,23,,4.0,1.4,,3041417,8094736
102,165,,141.14,1.63,,3041417,8094737
23,48,,1.41,1.45,,3041417,8178053
165,178,,14.11,1.65,,3041417,8178054
48,56,,4.0,1.55,,3041417,8261369
13,97,,4.0,1.55,,3041418,8011424
97,107,,,,,3041418,8094741
0,13,,4.0,1.55,,3041418,8261373
36,91,,1.41,1.35,,3041419,8011427
91,152,,4.0,1.45,,3041419,8094744
0,36,,4.0,1.4,,3041419,8261376
0,8,,0.42,1.2,,3041420,8011430
8,64,,0.42,1.2,,3041420,8094747
64,152,,1.41,1.38,,3041420,8178064
18,64,,1.41,1.35,,3041421,8011433
64,74,,,,,3041421,8094750
0,18,,4.0,1.28,,3041421,8261382
0,38,,4.0,1.2,,3041422,8011436
38,76,,0.42,1.5,,3041422,8094753
76,86,,,,,3041422,8178070
0,8,,1.41,1.3,,3041423,8011439
8,23,,1.41,1.35,,3041423,8094756
23,33,,,,,3041423,8178073
0,10,,0.0,1.13,,3041424,8011442
10,97,,0.0,1.38,,3041424,8094759
97,152,,0.0,1.38,,3041424,8178076
0,43,,4.0,1.3,,3041425,8011445
43,97,,1.41,1.38,,3041425,8094762
97,152,,42.0,1.4,,3041425,8178079
0,15,,4.0,1.45,,3041426,8094765
15,48,,1.41,1.45,,3041426,8178082
48,58,,0.0,,,3041426,8261398
0,30,,4.0,1.55,,3041427,8011451
89,152,,14.11,1.68,,3041427,8011452
30,56,,1.41,1.5,,3041427,8094768
56,69,,4.0,1.55,,3041427,8178085
69,89,,,,,3041427,8261401
30,152,,0.42,1.3,,3041428,8011455
0,30,,4.0,1.3,,3041428,8261404
81,84,,,,,3041429,8011458
0,25,,4.0,1.35,,3041429,8094774
84,152,,141.0,1.6,,3041429,8094775
25,46,,0.42,1.5,,3041429,8178091
46,81,,0.42,1.45,,3041429,8261407
15,30,,0.42,1.35,,3041430,8011461
30,33,,,,,3041430,8094778
33,152,,141.0,1.5,,3041430,8178095
0,15,,4.0,1.35,,3041430,8261410
0,15,,4.0,1.45,,3041431,8011464
15,48,,1.41,1.45,,3041431,8094781
48,58,,0.0,,,3041431,8178098
20,38,,1.41,1.45,,3041433,8011470
38,48,,,,,3041433,8094787
0,20,,14.11,1.53,,3041433,8261419
18,152,,0.42,1.3,,3041434,8011473
0,18,,4.0,1.3,,3041434,8094790
76,152,,42.34,1.5,,3041435,8011476
0,20,,14.11,1.6,,3041435,8178109
20,76,,14.11,1.6,,3041435,8261425
71,152,,141.14,1.45,,3041436,8011479
0,20,,14.11,1.3,,3041436,8178112
20,71,,14.11,1.33,,3041436,8261428
0,8,,4.0,1.18,,3041437,8011482
8,36,,0.0,1.33,,3041437,8094799
36,46,,0.0,,,3041437,8178116
46,56,,,,,3041438,8011486
0,8,,4.0,1.28,,3041438,8178119
8,46,,4.0,1.55,,3041438,8261435
5,23,,0.42,1.35,,3041439,8011489
23,66,,0.42,1.35,,3041439,8094806
66,152,,1.41,1.3,,3041439,8178123
0,5,,4.0,1.35,,3041439,8261438
0,8,,4.0,1.15,,3041440,8011492
8,89,,4.0,1.23,,3041440,8094809
89,152,,42.0,1.3,,3041440,8178126
0,28,,4.0,1.23,,3041441,8011495
28,107,,4.0,1.3,,3041441,8094812
107,117,,,,,3041441,8178129
0,30,,4.0,0.75,,3041442,8094815
30,94,,4.0,0.88,,3041442,8178132
94,152,,1.41,1.35,,3041442,8261448
97,152,,0.0,1.7,,3041443,8011502
0,71,,4.0,1.45,,3041443,8178135
71,97,,4.0,1.5,,3041443,8261451
0,15,,4.0,1.3,,3041444,8011504
15,56,,4.0,1.45,,3041444,8094821
56,165,,4.0,1.45,,3041444,8178138
0,53,,4.0,1.23,,3041445,8011506
53,157,,1.41,1.3,,3041445,8094823
41,69,,0.0,1.7,,3041446,8011509
69,152,,0.0,1.58,,3041446,8094826
0,41,,1.41,0.75,,3041446,8261458
13,53,,4.0,0.83,,3041448,8011516
53,74,,4.0,1.45,,3041448,8094833
74,152,,42.0,1.43,,3041448,8178150
0,13,,4.0,0.83,,3041448,8261465
18,38,,4.0,0.8,,3041451,8261471
38,152,,141.0,1.5,,3041451,8011522
0,18,,4.0,0.75,,3041451,8178155
94,104,,,,,3041452,8011526
0,46,,4.0,0.78,,3041452,8178159
46,94,,14.0,1.45,,3041452,8261475
23,64,,14.0,1.18,,3041453,8011529
64,140,,42.0,1.5,,3041453,8094846
140,150,,,,,3041453,8178163
0,23,,4.0,0.78,,3041453,8261478
0,33,,4.0,0.83,,3041454,8011533
33,43,,4.0,0.83,,3041454,8094850
43,104,,14.0,1.4,,3041454,8178167
104,152,,14.0,1.4,,3041454,8261483
0,5,,4.0,0.75,,3041455,8011537
5,46,,4.0,0.75,,3041455,8094854
46,107,,4.0,0.75,,3041455,8178171
107,152,,4.0,1.08,,3041455,8261487
15,46,,4.0,0.75,,3041456,8178176
46,76,,4.0,1.4,,3041456,8261492
76,152,,4.0,1.4,,3041456,8011543
0,15,,4.0,0.75,,3041456,8094859
0,8,,4.0,0.8,,3041457,8011548
112,152,,14.0,1.5,,3041457,8011549
8,28,,4.0,0.8,,3041457,8094865
28,64,,4.0,1.4,,3041457,8178182
64,112,,14.0,1.5,,3041457,8261498
56,71,,42.0,1.4,,3041458,8011553
0,8,,14.0,1.4,,3041458,8094869
71,81,,,,,3041458,8094870
8,28,,14.0,1.4,,3041458,8178186
28,56,,14.0,1.4,,3041458,8261502
38,46,,4.0,1.5,,3041459,8178191
46,97,,0.0,1.75,,3041459,8261507
0,8,,4.0,0.75,,3041459,8011557
97,152,,0.42,1.68,,3041459,8011558
8,38,,4.0,0.75,,3041459,8094874
0,15,,4.0,1.4,,3041460,8011561
15,91,,4.0,1.55,,3041460,8094878
91,152,,4.0,1.55,,3041460,8178195
5,38,,4.0,0.78,,3041461,8011565
38,61,,4.0,1.45,,3041461,8094882
61,157,,4.0,1.45,,3041461,8178199
0,5,,4.0,0.78,,3041461,8261514
46,76,,4.0,1.4,,3041462,8011569
76,152,,4.0,1.4,,3041462,8094886
0,15,,4.0,0.75,,3041462,8178202
15,46,,4.0,0.75,,3041462,8261518
38,58,,1.41,1.5,,3041463,8011572
58,119,,1.41,1.48,,3041463,8094889
119,130,,,,,3041463,8178206
0,38,,4.0,1.43,,3041463,8261521
64,74,,,,,3041464,8011576
0,10,,4.0,1.2,,3041464,8094892
10,25,,1.41,1.25,,3041464,8178209
25,64,,1.41,1.35,,3041464,8261525
18,43,,4.0,1.2,,3041465,8011579
43,58,,1.41,1.3,,3041465,8094896
58,140,,1.41,1.38,,3041465,8178213
0,18,,4.0,1.2,,3041465,8261528
140,175,,1.41,1.38,,3041465,8261529
8,41,,4.0,1.08,,3041466,8011583
41,119,,1.41,1.4,,3041466,8094900
119,178,,1.41,1.4,,3041466,8178217
0,8,,4.0,0.98,,3041466,8261532
5,36,,4.0,1.28,,3041467,8011586
36,112,,0.42,1.43,,3041467,8094903
112,165,,0.42,1.43,,3041467,8178220
0,5,,4.0,1.0,,3041467,8261535
0,30,,4.0,1.4,,3041468,8011590
107,117,,4.0,1.4,,3041468,8011591
30,48,,0.42,1.4,,3041468,8094907
117,152,,,,,3041468,8094908
48,89,,1.41,1.4,,3041468,8178224
89,107,,4.0,1.4,,3041468,8261540
0,28,,4.0,1.15,,3041469,8011594
28,43,,4.0,1.23,,3041469,8094911
43,89,,1.41,1.4,,3041469,8178228
89,114,,,,,3041469,8261544
25,160,,1.41,1.45,,3041470,8011598
0,25,,4.0,1.2,,3041470,8261547
43,74,,14.11,1.43,,3041474,8011611
0,10,,4.0,1.23,,3041474,8094927
74,152,,141.0,1.55,,3041474,8094928
10,25,,4.0,1.33,,3041474,8178244
25,43,,4.0,1.33,,3041474,8261560
33,152,,1.41,1.45,,3041475,8094931
0,33,,4.0,1.2,,3041475,8011614
38,91,,1.41,1.35,,3041476,8011618
91,155,,1.41,1.35,,3041476,8094935
0,18,,4.0,1.23,,3041476,8178251
18,38,,4.0,1.23,,3041476,8261567
43,104,,4.0,1.38,,3041477,8011621
104,137,,14.0,1.48,,3041477,8094938
137,147,,,,,3041477,8178255
0,43,,4.0,1.23,,3041477,8261570
0,61,,4.0,1.45,,3041478,8011624
61,152,,14.0,1.45,,3041478,8094941
61,152,,14.0,1.45,,3041479,8011627
0,61,,4.0,1.45,,3041479,8261576
0,20,,4.0,1.4,,3041481,8094948
20,33,,1.4,1.5,,3041481,8178265
33,43,,,,,3041481,8261581
0,43,,4.0,1.23,,3041482,8011634
43,104,,4.0,1.38,,3041482,8094951
104,137,,14.0,1.48,,3041482,8178268
137,147,,,,,3041482,8261584
81,91,,,,,3041483,8011638
33,81,,0.42,1.2,,3041483,8261587
0,33,,4.0,1.18,,3041483,8178271
51,152,,14.11,1.4,,3041484,8011640
0,51,,4.0,0.75,,3041484,8261589
36,48,,4.0,1.55,,3041485,8011643
48,58,,,,,3041485,8094959
0,18,,4.0,1.4,,3041485,8178276
18,36,,4.0,1.55,,3041485,8261592
107,117,,,,,3041486,8011647
0,23,,4.0,1.3,,3041486,8094963
23,79,,14.11,1.4,,3041486,8178280
79,107,,14.11,1.4,,3041486,8261596
0,25,,4.0,1.23,,3041490,8011659
25,122,,4.0,1.3,,3041490,8094976
122,132,,,,,3041490,8178293
0,48,,4.0,1.23,,3041491,8094978
48,102,,1.41,1.38,,3041491,8178295
102,112,,,,,3041491,8261611
0,15,,4.0,0.8,,3041493,8094985
15,36,,4.0,1.3,,3041493,8178302
36,51,,4.0,1.48,,3041493,8261618
51,152,,0.42,1.65,,3041493,8011669
36,51,,4.0,1.48,,3041494,8011672
51,152,,0.42,1.65,,3041494,8094989
0,15,,4.0,0.8,,3041494,8178305
15,36,,4.0,1.3,,3041494,8261621
0,25,,4.0,1.28,,3041495,8011675
25,71,,1.4,1.35,,3041495,8094992
71,81,,,,,3041495,8178309
137,147,,,,,3041496,8011679
0,23,,4.0,1.18,,3041496,8094995
23,102,,4.0,1.35,,3041496,8178312
102,137,,4.0,1.45,,3041496,8261628
0,18,,4.23,1.35,,3041497,8011682
18,71,,4.23,1.35,,3041497,8094999
71,152,,1.41,1.35,,3041497,8178316
0,15,,42.0,1.55,,3041498,8011685
15,102,,42.0,1.6,,3041498,8095002
102,142,,141.0,1.6,,3041498,8178319
142,152,,,,,3041498,8261635
84,152,,1.4,1.38,,3041499,8011688
152,163,,,,,3041499,8095005
0,84,,4.0,1.3,,3041499,8261637
109,152,,141.0,1.85,,3041501,8011694
0,23,,42.0,1.48,,3041501,8178327
23,109,,141.0,1.85,,3041501,8261643
28,152,,1.4,1.5,,3041502,8011697
0,28,,1.4,1.5,,3041502,8261646
61,117,,14.0,1.65,,3041503,8011700
117,152,,42.0,1.75,,3041503,8095017
0,61,,4.0,1.55,,3041503,8261649
132,152,,42.0,1.75,,3041504,8011703
0,36,,4.0,1.35,,3041504,8095019
36,79,,4.0,1.35,,3041504,8178336
79,132,,14.0,1.65,,3041504,8261652
25,86,,141.0,1.85,,3041505,8011706
86,152,,141.0,1.9,,3041505,8095023
0,25,,42.0,1.68,,3041505,8261655
0,25,,42.0,1.68,,3041506,8011708
25,86,,141.0,1.85,,3041506,8095025
86,152,,141.0,1.9,,3041506,8178342
0,30,,4.0,1.45,,3041507,8011711
30,175,,0.0,1.23,,3041507,8095028
20,36,,0.0,1.43,,3041508,8011715
0,3,,1.41,1.43,,3041508,8095031
36,71,,,,,3041508,8095032
3,15,,0.0,1.48,,3041508,8178348
71,127,,42.0,1.58,,3041508,8178349
15,20,,0.0,1.33,,3041508,8261664
10,48,,0.42,1.3,,3041509,8011719
91,102,,,,,3041509,8011720
48,69,,0.42,1.3,,3041509,8095036
69,79,,1.41,1.35,,3041509,8178353
0,10,,4.0,1.28,,3041509,8261668
79,91,,,,,3041509,8261669
0,84,,4.0,1.2,,3041510,8011724
84,152,,4.0,1.4,,3041510,8095041
0,10,,1.41,1.33,,3041511,8095043
10,66,,0.42,1.28,,3041511,8178360
66,76,,,,,3041511,8261676
0,28,,4.0,1.3,,3041512,8095047
28,152,,1.41,1.38,,3041512,8178364
0,10,,4.0,1.48,,3041513,8011734
10,15,,1.41,1.5,,3041513,8095051
15,30,,0.42,1.4,,3041513,8178368
30,41,,,,,3041513,8261684
0,8,,4.0,1.4,,3041514,8011738
8,15,,4.0,1.4,,3041514,8095055
15,41,,4.0,1.35,,3041514,8178372
41,152,,4.0,1.35,,3041514,8261688
13,38,,0.42,1.33,,3041515,8095059
38,48,,,,,3041515,8178376
0,13,,4.0,1.25,,3041515,8011742
61,71,,,,,3041516,8011746
0,25,,1.41,1.38,,3041516,8178379
25,61,,1.41,1.45,,3041516,8261695
18,28,,4.23,1.3,,3041517,8011749
28,61,,1.41,1.25,,3041517,8095066
61,76,,1.41,1.25,,3041517,8178383
0,18,,4.23,1.2,,3041517,8261698
76,152,,1.41,1.3,,3041517,8261699
25,79,,4.23,1.2,,3041518,8011753
79,152,,4.23,1.2,,3041518,8095070
0,25,,4.23,1.1,,3041518,8261702
104,152,,14.11,1.3,,3041519,8011757
0,18,,4.23,1.3,,3041519,8095073
18,43,,4.23,1.35,,3041519,8178390
43,104,,1.41,1.35,,3041519,8261706
13,48,,4.23,1.35,,3041520,8011760
48,69,,4.23,1.35,,3041520,8095077
69,163,,14.11,1.45,,3041520,8178394
0,13,,4.23,1.25,,3041520,8261709
51,107,,1.41,1.35,,3041521,8011764
107,152,,1.41,1.35,,3041521,8095081
0,51,,4.23,1.3,,3041521,8261713
51,114,,1.41,1.4,,3041522,8011767
114,152,,4.23,1.4,,3041522,8095084
0,23,,4.23,1.28,,3041522,8178401
23,51,,4.23,1.35,,3041522,8261716
122,152,,4.23,1.25,,3041523,8011771
0,25,,4.23,1.25,,3041523,8178404
25,122,,0.42,1.4,,3041523,8261720
0,28,,4.23,1.2,,3041524,8095090
28,84,,4.23,1.23,,3041524,8178407
84,157,,4.23,1.3,,3041524,8261723
0,25,,0.42,1.45,,3041525,8095093
25,102,,0.42,1.35,,3041525,8178410
102,152,,0.42,1.45,,3041525,8261726
8,23,,4.23,1.3,,3041526,8011780
97,157,,1.41,1.35,,3041526,8011781
23,58,,4.23,1.3,,3041526,8095097
58,74,,4.23,1.3,,3041526,8178414
0,8,,4.23,1.3,,3041526,8261729
74,97,,1.41,1.35,,3041526,8261730
46,152,,0.0,1.3,,3041527,8011785
0,18,,0.42,1.23,,3041527,8178418
18,46,,0.42,1.3,,3041527,8261734
89,127,,1.41,1.4,,3041529,8095109
10,33,,4.23,1.3,,3041529,8178425
127,152,,4.23,1.35,,3041529,8178426
33,46,,1.41,1.4,,3041529,8261741
46,89,,1.41,1.4,,3041529,8011792
0,10,,4.23,1.3,,3041529,8095108
30,64,,4.23,1.4,,3041530,8011795
64,112,,4.23,1.4,,3041530,8095112
112,152,,4.23,1.4,,3041530,8178429
0,30,,4.23,1.4,,3041530,8261744
0,33,,42.34,1.5,,3041531,8011798
33,48,,42.34,1.5,,3041531,8095115
48,86,,42.34,1.55,,3041531,8178432
86,163,,42.34,1.55,,3041531,8261748
89,163,,0.0,1.35,,3041532,8011802
0,15,,0.42,1.45,,3041532,8095118
15,56,,0.0,1.35,,3041532,8178435
56,89,,0.0,1.35,,3041532,8261751
0,33,,4.23,1.45,,3041533,8011805
33,58,,0.42,1.3,,3041533,8095122
58,91,,0.42,1.3,,3041533,8178439
91,127,,0.0,,,3041533,8261755
13,58,,0.42,1.43,,3041534,8011809
58,69,,1.41,1.45,,3041534,8095126
69,152,,141.14,1.65,,3041534,8178443
0,13,,1.41,1.4,,3041534,8261758
56,152,,4.0,1.48,,3041535,8011812
0,28,,1.41,1.45,,3041535,8178445
28,56,,1.41,1.5,,3041535,8261761
0,20,,4.0,1.4,,3041536,8011815
20,38,,4.0,1.4,,3041536,8095132
38,71,,4.0,1.4,,3041536,8178449
71,152,,4.0,1.45,,3041536,8261765
10,33,,4.0,1.38,,3041537,8011819
33,76,,4.0,1.23,,3041537,8095136
76,152,,141.0,1.33,,3041537,8178453
0,10,,4.0,1.38,,3041537,8261768
145,155,,,,,3041538,8178457
0,25,,42.0,1.5,,3041538,8261772
25,102,,4.0,1.55,,3041538,8011823
102,145,,42.0,1.6,,3041538,8095140
107,142,,141.0,1.6,,3041539,8011827
142,152,,,,,3041539,8095144
0,15,,42.0,1.6,,3041539,8178460
15,107,,141.0,1.6,,3041539,8261776
15,107,,141.0,1.6,,3041540,8011830
