TopDepth,BottomDepth,HorizonDepth,ksat_r,dbthirdbar_r,dbfifteenbar_r,COKEY,CHKEY
124,165,,14.1143,1.45,,2984493,7994988
0,41,,4.2343,1.3,,2984493,8161621
66,190,,1.4114,1.6,,2984494,7994991
0,66,,4.2343,1.4,,2984494,8244940
76,160,,0.4234,1.5,,2984495,7994994
0,43,,4.2343,1.4,,2984495,8161627
43,76,,0.4234,1.5,,2984495,8244943
0,152,,,,,2984497,8078317
0,36,,4.2343,1.53,,2984498,7995003
36,69,,4.2343,1.53,,2984498,8078320
69,152,,4.2343,1.53,,2984498,8161637
33,152,,4.2343,1.53,,2984499,7995006
0,33,,4.2343,1.55,,2984499,8244955
0,5,,4.2343,1.33,,2984500,7995009
5,33,,4.2343,1.4,,2984500,8078326
33,46,,4.2343,1.4,,2984500,8161643
46,102,,,,,2984500,8244959
86,130,,1.4114,1.3,,2984501,7995013
130,152,,1.4114,1.25,,2984501,8078330
0,36,,4.2343,1.2,,2984501,8161646
36,86,,1.4114,1.3,,2984501,8244962
0,152,,,,,2984502,8078333
0,152,,,,,2984503,8161653
0,25,,4.2343,0.8,,2984504,7995022
25,64,,14.1143,1.45,,2984504,8078339
64,102,,14.1143,1.48,,2984504,8161656
102,112,,,,,2984504,8244972
0,15,,14.1143,,,2984505,8078343
15,152,,,,,2984505,8161660
0,20,,4.2343,1.3,,2984506,8078346
20,152,,4.2343,1.43,,2984506,8161663
43,69,,14.1143,1.48,,2984507,7995032
69,152,,42.343,1.55,,2984507,8078349
0,43,,4.2343,0.9,,2984507,8244981
43,152,,4.2343,1.5,,2984508,7995035
0,15,,4.2343,1.2,,2984508,8161668
15,43,,4.2343,1.45,,2984508,8244984
0,8,,4.2343,0.75,,2984509,7995037
8,38,,4.2343,0.75,,2984509,8078354
38,79,,14.1143,1.25,,2984509,8161671
79,152,,42.343,1.5,,2984509,8244987
127,152,,14.1143,1.4,,2984510,7995042
0,41,,14.1143,0.75,,2984510,8078358
41,53,,14.1143,1.4,,2984510,8161675
53,127,,4.2343,1.5,,2984510,8244991
0,8,,14.1143,0.75,,2984511,7995045
8,36,,14.1143,0.75,,2984511,8078362
36,152,,14.1143,1.4,,2984511,8161679
0,152,,,,,2984512,8161682
10,25,,4.2343,1.38,,2985028,7996742
25,56,,4.2343,1.53,,2985028,8080059
56,157,,4.2343,1.65,,2985028,8163376
0,10,,4.2343,1.3,,2985028,8246691
0,10,,4.2343,,,2985029,7996745
10,30,,4.2343,,,2985029,8080062
30,41,,,,,2985029,8163379
30,41,,,,,2985032,7996756
0,10,,4.2343,,,2985032,8163389
10,30,,4.2343,,,2985032,8246705
0,41,,4.2343,0.93,,2985065,7996857
41,97,,4.2343,1.43,,2985065,8080174
97,152,,4.2343,1.43,,2985065,8163491
0,152,,,,,2985066,8246809
23,48,,4.2343,1.35,,2985945,7999704
48,58,,,,,2985945,8083021
0,23,,4.2343,1.3,,2985945,8249653
0,20,,14.1143,1.65,,2985946,7999707
20,89,,14.1143,1.65,,2985946,8083024
89,152,,42.343,1.7,,2985946,8166341
41,71,,,,,2987079,8003316
0,8,,4.2343,1.43,,2987079,8086632
71,114,,42.343,1.58,,2987079,8086633
8,25,,1.4114,1.48,,2987079,8169949
114,124,,,,,2987079,8169950
25,41,,1.4114,1.48,,2987079,8253265
132,168,,1.4114,1.25,,2988231,8006958
0,25,,4.2343,1.23,,2988231,8173591
25,132,,4.2343,1.23,,2988231,8256907
41,99,,4.2343,1.2,,2988236,8006973
99,183,,4.2343,1.4,,2988236,8090290
0,41,,4.2343,1.2,,2988236,8256922
97,152,,4.2343,1.4,,2989136,8009942
0,33,,4.2343,1.25,,2989136,8176575
33,97,,4.2343,1.3,,2989136,8259891
8,20,,1.4,1.25,,2989439,8010896
20,43,,0.42,1.25,,2989439,8094213
43,53,,,,,2989439,8177530
0,8,,4.0,1.25,,2989439,8260845
76,86,,,,,2989440,8010900
0,20,,4.0,1.23,,2989440,8177533
20,76,,0.42,1.38,,2989440,8260849
0,38,,4.0,1.4,,2989478,8177658
38,152,,4.0,1.53,,2989478,8260974
0,18,,4.0,1.53,,2989479,8094344
18,94,,4.0,1.53,,2989479,8177661
94,152,,4.0,1.53,,2989479,8260977
30,152,,4.0,1.55,,2989480,8011030
0,30,,4.0,1.55,,2989480,8260979
0,53,,4.0,1.3,,2989481,8094349
53,107,,4.0,1.33,,2989481,8177666
107,117,,,,,2989481,8260982
48,76,,1.41,1.3,,2989482,8011036
76,86,,,,,2989482,8094353
0,13,,4.23,1.3,,2989482,8177669
13,48,,4.23,1.3,,2989482,8260985
15,127,,0.0,1.65,,2989483,8011039
127,137,,,,,2989483,8094356
0,15,,4.0,1.55,,2989483,8260988
30,152,,4.0,1.48,,2989484,8011042
0,30,,4.0,1.38,,2989484,8260991
23,74,,4.0,1.48,,2989485,8011044
74,84,,,,,2989485,8094361
0,23,,4.0,1.4,,2989485,8260993
102,152,,4.0,1.3,,2989486,8011046
0,36,,4.0,1.38,,2989486,8177679
36,102,,1.41,1.38,,2989486,8260995
0,33,,4.0,1.48,,2989488,8094368
33,152,,4.0,1.55,,2989488,8177685
0,30,,4.0,1.4,,2989489,8094370
30,61,,4.0,1.45,,2989489,8177687
61,152,,4.0,1.45,,2989489,8261003
0,18,,4.0,1.25,,2989491,8011060
18,104,,4.0,1.35,,2989491,8094377
104,152,,1.41,1.35,,2989491,8177694
51,152,,141.14,1.65,,2989492,8177697
0,33,,4.0,1.45,,2989492,8011063
33,51,,4.0,1.55,,2989492,8094380
18,58,,4.0,1.4,,2989496,8011074
58,107,,0.42,1.4,,2989496,8094391
107,152,,4.0,1.58,,2989496,8177708
0,18,,4.0,1.35,,2989496,8261023
0,25,,4.0,1.45,,2989497,8011077
25,51,,1.41,1.55,,2989497,8094394
51,86,,4.0,1.55,,2989497,8177711
86,152,,42.34,1.65,,2989497,8261027
145,152,,42.34,1.6,,2989498,8011081
0,30,,14.11,1.5,,2989498,8177714
30,145,,14.11,1.53,,2989498,8261030
145,152,,42.34,1.45,,2989499,8011084
0,30,,14.11,1.4,,2989499,8177717
30,145,,14.11,1.4,,2989499,8261033
102,155,,14.11,1.48,,2989500,8011087
0,13,,42.0,1.5,,2989500,8094404
13,102,,14.11,1.38,,2989500,8261036
0,25,,42.34,1.53,,2989501,8094405
25,152,,42.34,1.6,,2989501,8177722
71,97,,,,,2989502,8011091
0,28,,4.0,1.4,,2989502,8094408
28,46,,1.41,1.45,,2989502,8177724
46,71,,4.0,1.5,,2989502,8261040
10,46,,4.0,1.55,,2989504,8011095
46,56,,,,,2989504,8094412
0,10,,4.0,1.48,,2989504,8261044
0,13,,14.11,1.5,,2989505,8011097
74,84,,,,,2989505,8011098
13,41,,14.11,1.35,,2989505,8094414
41,56,,14.11,1.35,,2989505,8177731
56,74,,,,,2989505,8261047
23,33,,4.0,1.3,,2989507,8011105
33,69,,1.41,1.38,,2989507,8011106
69,107,,1.41,1.38,,2989507,8094422
107,163,,14.11,1.3,,2989507,8177739
0,23,,4.0,1.3,,2989507,8261055
10,23,,14.11,1.38,,2989508,8011111
0,10,,14.11,1.45,,2989508,8094428
53,66,,14.11,1.38,,2989508,8177744
66,107,,14.11,1.38,,2989508,8177745
23,53,,14.11,1.38,,2989508,8261060
107,157,,14.11,1.48,,2989508,8261061
0,23,,14.11,1.7,,2989512,8011127
109,152,,42.34,1.7,,2989512,8011128
23,64,,42.34,1.7,,2989512,8094444
64,81,,42.34,1.7,,2989512,8177761
81,109,,42.34,1.7,,2989512,8261077
20,30,,14.11,1.5,,2989513,8011133
30,51,,14.11,1.53,,2989513,8011134
51,71,,14.11,1.53,,2989513,8094450
102,140,,42.34,1.6,,2989513,8094451
140,152,,42.34,1.6,,2989513,8177767
86,102,,14.11,1.5,,2989513,8177768
0,20,,14.11,1.5,,2989513,8261083
71,86,,14.11,1.5,,2989513,8261084
157,168,,,,,2989515,8011142
0,13,,14.11,1.5,,2989515,8177775
13,157,,14.11,1.55,,2989515,8261091
20,53,,4.2343,1.45,,2988680,8175028
53,91,,4.2343,1.45,,2988680,8258344
91,152,,4.2343,1.53,,2988680,8008395
0,20,,4.2343,1.25,,2988680,8091711
48,109,,1.4114,1.38,,2988672,8008367
109,119,,,,,2988672,8091684
0,15,,4.2343,1.23,,2988672,8175000
15,48,,4.2343,1.3,,2988672,8258316
28,66,,4.2343,1.33,,2988671,8258313
66,71,,4.2343,1.33,,2988671,8008364
71,81,,0.0,,,2988671,8091681
0,28,,4.2343,1.2,,2988671,8174997
61,152,,141.1433,1.48,,2988670,8008361
152,178,,141.1433,1.65,,2988670,8091678
0,41,,4.2343,1.25,,2988670,8174994
41,61,,4.2343,1.35,,2988670,8258310
64,74,,,,,2988669,8174992
0,10,,4.2343,1.2,,2988669,8258307
10,25,,1.4114,1.25,,2988669,8008358
25,64,,1.4114,1.35,,2988669,8091675
61,152,,4.2343,1.33,,2988668,8008355
0,61,,4.2343,1.2,,2988668,8258304
94,152,,0.4234,1.65,,2988667,8008352
0,94,,4.2343,1.15,,2988667,8258301
0,20,,1.4114,1.2,,2988666,8008349
20,122,,0.4234,1.28,,2988666,8091666
122,152,,1.4114,1.28,,2988666,8174983
0,13,,14.1143,1.3,,2988658,8008318
13,33,,14.1143,1.4,,2988658,8091635
33,127,,141.1433,1.58,,2988658,8174952
127,152,,141.1433,1.58,,2988658,8258268
0,10,,4.2343,1.2,,2987330,8004103
10,20,,1.4114,1.4,,2987330,8087420
20,30,,0.0,,,2987330,8170737
30,48,,0.4234,1.3,,2986965,8002937
48,58,,,,,2986965,8086254
0,13,,4.2343,1.45,,2986965,8169570
13,30,,1.4114,1.5,,2986965,8252886
0,10,,1.4114,1.28,,2986964,8086249
10,150,,1.4114,1.5,,2986964,8169566
150,213,,42.343,1.68,,2986964,8252882
0,10,,4.2343,1.45,,2986963,8002928
94,107,,,,,2986963,8002929
10,38,,1.4114,1.45,,2986963,8086245
38,61,,0.4234,1.3,,2986963,8169562
61,94,,0.4234,1.3,,2986963,8252878
48,117,,4.2343,1.5,,2985295,7997610
117,178,,4.2343,1.55,,2985295,8080927
0,10,,4.2343,1.25,,2985295,8164243
10,48,,4.2343,1.45,,2985295,8247559
0,30,,4.2343,1.25,,2985294,8080923
30,61,,4.2343,1.48,,2985294,8164240
61,152,,4.2343,1.53,,2985294,8247556
15,41,,4.2343,1.53,,2985288,7997588
41,76,,4.2343,1.58,,2985288,8080905
76,152,,4.2343,1.65,,2985288,8164222
0,15,,4.2343,1.38,,2985288,8247537
0,152,,,,,2985283,7997571
20,33,,4.2343,,,2985271,7997534
33,48,,1.4114,,,2985271,8080851
48,81,,1.4114,,,2985271,8164168
0,20,,4.2343,,,2985271,8247483
81,152,,1.4114,,,2985271,8247484
10,33,,4.2343,1.4,,2985194,7997275
33,38,,4.2343,1.43,,2985194,8080592
38,48,,,,,2985194,8163909
0,10,,4.2343,1.3,,2985194,8247224
91,152,,14.1143,1.6,,2985168,7997190
0,30,,4.2343,0.9,,2985168,8080506
30,61,,14.1143,1.55,,2985168,8163823
61,91,,14.1143,1.58,,2985168,8247139
15,64,,42.343,1.58,,2985160,7997164
64,124,,42.343,1.58,,2985160,8080481
124,152,,42.343,1.65,,2985160,8163798
0,15,,14.1143,1.4,,2985160,8247113
51,99,,14.1143,1.58,,2985159,7997161
99,152,,42.343,1.6,,2985159,8080478
0,10,,14.1143,1.3,,2985159,8163794
10,51,,14.1143,1.6,,2985159,8247110
64,152,,42.343,,,2985132,7997070
0,20,,4.2343,,,2985132,8163703
20,64,,14.1143,,,2985132,8247019
117,178,,4.2343,1.58,,2985130,7997063
0,10,,4.2343,1.3,,2985130,8080379
10,48,,4.2343,1.58,,2985130,8163696
48,117,,4.2343,1.58,,2985130,8247012
71,168,,1.4114,1.5,,2985095,7996952
168,203,,1.4114,1.58,,2985095,8080269
0,41,,4.2343,1.3,,2985095,8163585
41,71,,1.4114,1.4,,2985095,8246901
25,41,,4.0,1.38,,2989518,8094466
41,56,,4.0,1.4,,2989518,8177783
56,152,,4.0,1.45,,2989518,8261099
0,25,,4.0,1.3,,2989518,8011149
0,51,,4.0,1.2,,2989519,8011152
51,152,,4.0,1.2,,2989519,8094469
152,165,,14.11,1.2,,2989519,8177786
33,86,,4.0,1.5,,2989520,8011155
86,152,,141.14,1.63,,2989520,8094472
0,33,,4.0,1.4,,2989520,8261104
25,152,,14.11,1.5,,2989521,8011157
0,25,,4.0,1.35,,2989521,8261106
20,71,,14.11,1.65,,2989522,8011159
71,152,,4.0,1.7,,2989522,8094476
0,20,,14.11,1.6,,2989522,8261108
0,10,,141.14,1.65,,2989524,8177797
10,152,,141.14,1.65,,2989524,8261113
0,15,,4.0,1.35,,2989525,8011165
15,84,,4.0,1.45,,2989525,8094482
84,99,,4.0,1.45,,2989525,8177799
99,109,,,,,2989525,8261115
0,15,,4.0,1.5,,2989526,8094485
15,61,,4.0,1.55,,2989526,8177802
61,152,,4.0,1.55,,2989526,8261118
0,18,,42.34,1.65,,2989529,8094494
18,152,,42.34,1.65,,2989529,8177811
0,15,,14.11,1.45,,2989530,8094497
15,84,,14.11,1.38,,2989530,8177814
84,170,,14.11,1.48,,2989530,8261130
0,13,,14.11,1.55,,2989532,8094501
13,74,,14.11,1.55,,2989532,8177818
74,152,,141.14,1.65,,2989532,8261134
94,104,,,,,2989533,8011187
0,25,,4.0,1.4,,2989533,8094503
25,56,,1.41,1.45,,2989533,8177820
56,94,,4.0,1.5,,2989533,8261136
0,30,,4.0,1.35,,2989534,8011190
112,155,,42.34,1.6,,2989534,8011191
30,56,,1.41,1.43,,2989534,8094507
56,76,,0.42,1.4,,2989534,8177824
76,112,,,,,2989534,8261140
41,66,,,,,2989538,8011202
0,8,,14.11,1.45,,2989538,8177835
8,41,,4.0,1.4,,2989538,8261151
104,152,,4.0,1.48,,2989544,8011221
0,28,,4.0,1.45,,2989544,8177854
28,104,,4.0,1.48,,2989544,8261170
56,99,,,,,2989545,8094542
99,183,,4.0,1.53,,2989545,8177859
0,36,,4.0,1.55,,2989545,8261174
36,56,,4.0,1.38,,2989545,8011225
0,23,,4.0,1.3,,2989551,8177877
23,152,,4.0,1.48,,2989551,8261193
43,152,,4.0,1.58,,2989552,8011247
0,15,,4.0,1.35,,2989552,8177880
15,43,,0.42,1.4,,2989552,8261196
0,18,,4.0,1.55,,2989553,8094567
18,119,,1.41,1.35,,2989553,8177884
119,155,,14.11,1.5,,2989553,8261200
23,112,,4.0,1.53,,2989554,8011253
112,155,,4.0,1.6,,2989554,8094570
0,23,,4.0,1.53,,2989554,8261202
0,20,,14.11,1.55,,2989555,8094573
20,30,,,,,2989555,8177890
25,102,,4.0,1.38,,2989556,8011260
102,152,,141.14,1.25,,2989556,8094577
0,8,,4.0,1.38,,2989556,8177893
8,25,,4.0,1.38,,2989556,8261209
20,69,,4.0,1.3,,2989557,8011264
69,152,,14.11,1.43,,2989557,8094581
0,5,,4.0,1.3,,2989557,8177897
5,20,,4.0,1.3,,2989557,8261213
97,152,,4.0,1.43,,2989558,8011268
0,20,,4.0,1.28,,2989558,8177901
20,97,,4.0,1.33,,2989558,8261217
0,5,,4.0,1.38,,2989559,8094588
5,15,,4.0,1.33,,2989559,8177905
15,28,,14.11,1.18,,2989559,8261221
28,38,,,,,2989559,8011272
10,33,,1.41,1.35,,2989560,8011275
33,66,,4.0,1.3,,2989560,8094592
66,152,,14.11,1.25,,2989560,8177909
0,10,,4.0,1.3,,2989560,8261224
10,33,,1.41,1.35,,2989561,8011278
33,66,,4.0,1.3,,2989561,8094595
66,152,,14.11,1.25,,2989561,8177912
0,10,,4.0,1.3,,2989561,8261227
13,81,,4.0,1.5,,2989562,8011282
81,152,,141.0,1.6,,2989562,8094599
0,13,,4.0,1.4,,2989562,8261231
0,28,,0.42,1.23,,2989563,8094603
28,81,,0.42,1.23,,2989563,8177920
81,152,,0.42,1.35,,2989563,8261236
97,150,,,,,2989564,8011291
0,15,,42.0,1.5,,2989564,8094607
150,175,,,,,2989564,8094608
15,51,,1.41,1.3,,2989564,8177924
51,97,,4.0,1.35,,2989564,8261240
0,15,,4.0,1.45,,2989565,8011295
91,117,,,,,2989565,8011296
15,46,,14.11,1.35,,2989565,8094612
46,66,,14.11,1.35,,2989565,8177929
66,91,,,,,2989565,8261245
43,114,,1.41,1.3,,2989566,8011300
114,147,,1.41,1.43,,2989566,8094617
0,13,,4.0,1.3,,2989566,8177933
147,173,,1.41,1.43,,2989566,8177934
13,43,,4.0,1.3,,2989566,8261249
114,183,,14.11,1.48,,2989568,8011306
0,25,,14.11,1.45,,2989568,8177939
25,114,,14.11,1.38,,2989568,8261255
79,104,,,,,2989569,8011309
0,18,,4.0,1.45,,2989569,8094625
18,64,,4.0,1.4,,2989569,8177942
64,79,,,,,2989569,8261258
99,124,,,,,2989570,8011313
0,5,,4.0,1.35,,2989570,8177946
5,99,,1.41,1.28,,2989570,8261262
56,152,,42.34,1.5,,2989579,8011341
0,38,,42.34,1.58,,2989579,8177974
38,56,,14.11,1.45,,2989579,8261290
36,53,,,,,2989580,8011344
53,64,,,,,2989580,8094661
0,20,,4.0,1.3,,2989580,8177977
20,36,,4.0,1.3,,2989580,8261293
0,38,,42.34,1.58,,2989581,8261296
38,56,,14.11,1.45,,2989581,8011347
56,152,,42.34,1.5,,2989581,8094664
0,15,,141.14,1.68,,2989582,8177983
15,152,,141.14,1.68,,2989582,8261299
13,152,,14.11,1.55,,2989583,8011352
0,13,,14.11,1.45,,2989583,8261301
0,13,,4.0,1.5,,2989584,8094672
13,30,,1.41,1.55,,2989584,8177989
30,152,,141.14,1.65,,2989584,8261305
0,13,,4.0,1.45,,2989585,8011358
13,107,,4.0,1.55,,2989585,8094675
107,152,,14.11,1.6,,2989585,8177992
0,28,,4.0,1.3,,2989586,8011361
28,94,,4.0,1.38,,2989586,8094678
94,104,,,,,2989586,8177995
0,53,,14.11,1.48,,2989587,8094681
53,81,,14.11,1.6,,2989587,8177998
81,91,,,,,2989587,8261314
119,137,,4.0,1.4,,2989588,8011369
0,13,,4.0,1.2,,2989588,8094685
137,147,,,,,2989588,8094686
13,61,,4.0,1.2,,2989588,8178002
61,119,,0.42,1.4,,2989588,8261318
25,51,,1.41,1.48,,2989590,8011375
51,71,,1.41,1.5,,2989590,8094692
71,81,,,,,2989590,8178009
0,25,,4.0,1.48,,2989590,8261324
107,117,,,,,2989591,8011378
0,20,,4.0,1.55,,2989591,8094694
20,81,,4.0,1.55,,2989591,8178011
81,107,,,,,2989591,8261327
0,28,,14.11,1.53,,2989593,8011384
28,76,,1.41,1.53,,2989593,8094701
76,152,,14.11,1.6,,2989593,8178018
0,23,,4.0,1.55,,2989594,8011388
23,36,,1.41,1.45,,2989594,8094705
36,76,,1.41,1.45,,2989594,8178022
76,86,,,,,2989594,8261338
25,33,,4.0,1.55,,2989595,8011392
33,64,,,,,2989595,8094709
0,10,,1.41,1.45,,2989595,8178025
64,74,,,,,2989595,8178026
10,25,,0.42,1.35,,2989595,8261341
0,43,,4.0,1.55,,2989596,8011395
43,84,,0.42,1.45,,2989596,8094712
84,104,,0.42,1.45,,2989596,8178029
104,152,,4.0,1.63,,2989596,8261345
0,36,,1.41,1.4,,2989598,8178035
36,84,,1.41,1.5,,2989598,8261351
84,104,,1.41,1.5,,2989598,8011402
104,157,,1.41,1.6,,2989598,8094719
58,79,,0.0,1.35,,2989599,8011406
79,152,,,,,2989599,8094723
0,18,,1.41,1.55,,2989599,8178039
18,58,,0.42,1.53,,2989599,8261355
0,20,,4.0,1.3,,2989600,8094726
20,43,,1.41,1.3,,2989600,8178043
43,152,,1.41,1.45,,2989600,8261359
13,152,,4.0,1.3,,2989601,8011412
0,13,,4.0,1.3,,2989601,8261361
8,152,,14.11,1.6,,2989602,8011415
0,8,,14.11,1.53,,2989602,8261364
0,20,,4.0,1.3,,2989603,8011418
20,132,,1.41,1.55,,2989603,8094735
132,152,,14.11,1.55,,2989603,8178051
152,165,,1.41,1.55,,2989603,8261367
36,127,,1.41,1.53,,2989604,8094739
127,152,,14.11,1.6,,2989604,8178056
0,36,,4.0,1.5,,2989604,8261372
0,28,,4.0,1.3,,2989605,8094742
28,122,,4.0,1.33,,2989605,8178059
122,152,,14.11,1.43,,2989605,8261375
0,18,,4.0,1.3,,2989606,8011428
18,23,,4.0,1.35,,2989606,8094745
23,71,,1.41,1.38,,2989606,8178062
71,152,,42.34,1.4,,2989606,8261378
0,18,,14.11,1.58,,2989607,8178065
18,152,,14.11,1.63,,2989607,8261381
0,8,,4.0,1.28,,2989608,8094751
8,20,,1.41,1.28,,2989608,8178068
20,30,,,,,2989608,8261384
86,152,,1.41,1.45,,2989609,8011438
0,58,,1.41,1.4,,2989609,8178071
58,86,,1.41,1.45,,2989609,8261387
71,81,,,,,2989610,8011441
0,10,,4.0,1.4,,2989610,8178074
10,71,,4.0,1.45,,2989610,8261390
66,152,,141.0,1.45,,2989611,8011444
0,25,,14.11,1.3,,2989611,8178077
25,66,,14.11,1.33,,2989611,8261393
48,58,,,,,2989612,8011447
0,10,,1.41,1.25,,2989612,8178080
10,48,,0.42,1.4,,2989612,8261396
97,107,,,,,2989613,8011450
0,33,,4.0,1.2,,2989613,8178083
33,97,,0.42,1.3,,2989613,8261399
0,30,,4.0,1.3,,2989614,8011453
30,53,,1.41,1.3,,2989614,8094770
53,152,,1.41,1.45,,2989614,8178087
0,53,,4.0,1.5,,2989615,8011456
53,122,,4.0,1.55,,2989615,8094773
122,152,,14.11,1.5,,2989615,8178090
0,58,,1.41,1.4,,2989616,8094776
58,86,,1.41,1.45,,2989616,8178093
86,152,,1.41,1.45,,2989616,8261409
97,107,,,,,2989617,8011463
0,46,,4.0,1.5,,2989617,8178096
46,97,,1.41,1.45,,2989617,8261412
15,71,,0.0,1.45,,2989618,8011465
71,79,,4.0,1.55,,2989618,8094782
79,91,,,,,2989618,8178099
0,15,,4.0,1.45,,2989618,8261414
91,117,,,,,2989618,8261415
0,56,,14.11,1.48,,2989619,8094785
56,140,,14.11,1.48,,2989619,8178102
140,165,,14.11,1.53,,2989619,8261418
48,152,,4.0,1.33,,2989620,8011472
0,13,,4.0,1.38,,2989620,8178105
13,48,,1.41,1.38,,2989620,8261421
28,122,,4.0,1.33,,2989621,8094791
122,152,,14.11,1.43,,2989621,8178108
0,28,,4.0,1.3,,2989621,8011474
30,76,,1.41,1.53,,2989622,8011477
76,152,,14.11,1.6,,2989622,8094794
0,30,,14.11,1.53,,2989622,8261426
0,30,,14.11,1.53,,2989623,8094797
30,76,,1.41,1.53,,2989623,8178114
76,152,,14.11,1.6,,2989623,8261430
0,36,,4.0,1.28,,2989624,8011484
36,56,,4.0,1.3,,2989624,8094801
56,152,,4.0,1.25,,2989624,8178118
0,5,,4.0,1.63,,2989625,8011487
5,41,,4.0,1.63,,2989625,8094804
41,94,,4.0,1.58,,2989625,8178121
94,152,,4.0,1.58,,2989625,8261437
8,33,,4.0,1.5,,2989626,8011491
33,48,,1.41,1.55,,2989626,8094808
48,74,,1.41,1.58,,2989626,8178125
0,8,,4.0,1.48,,2989626,8261440
74,152,,4.0,1.58,,2989626,8261441
43,163,,4.0,1.33,,2989627,8011494
0,43,,4.0,1.2,,2989627,8261443
23,38,,4.0,1.35,,2989628,8261446
38,86,,4.0,1.35,,2989628,8011497
86,152,,0.0,1.78,,2989628,8094814
0,23,,4.0,1.2,,2989628,8178130
41,69,,0.0,1.7,,2989629,8011500
69,152,,0.0,1.58,,2989629,8094817
0,41,,1.41,0.75,,2989629,8261449
0,38,,4.0,1.2,,2989630,8011503
38,152,,4.0,1.33,,2989630,8094820
84,152,,1.41,1.5,,2989631,8011505
0,84,,4.0,1.4,,2989631,8261454
46,152,,4.0,1.5,,2989632,8178141
0,46,,4.0,1.4,,2989632,8261457
69,152,,0.0,1.58,,2989633,8011511
0,41,,1.41,0.75,,2989633,8178144
41,69,,0.0,1.7,,2989633,8261460
41,64,,14.0,1.33,,2989634,8011514
64,107,,14.0,1.48,,2989634,8094831
0,15,,4.0,0.75,,2989634,8178147
107,117,,,,,2989634,8178148
15,41,,4.0,0.75,,2989634,8261463
51,152,,42.0,1.45,,2989635,8011518
0,13,,14.0,1.15,,2989635,8178151
13,51,,14.0,1.4,,2989635,8261467
0,23,,4.0,0.9,,2989636,8094835
23,89,,1.4,1.58,,2989636,8178152
89,152,,0.42,1.55,,2989636,8261468
64,107,,14.0,1.48,,2989638,8011524
0,15,,4.0,0.75,,2989638,8094840
107,117,,,,,2989638,8094841
15,41,,4.0,0.75,,2989638,8178157
41,64,,14.0,1.33,,2989638,8261473
0,38,,4.0,0.75,,2989639,8094844
38,132,,4.0,0.88,,2989639,8178161
132,152,,1.4,1.6,,2989639,8261477
0,13,,4.0,0.83,,2989640,8011531
13,53,,4.0,0.83,,2989640,8094848
53,74,,4.0,1.45,,2989640,8178165
74,152,,42.0,1.43,,2989640,8261481
61,157,,4.0,1.45,,2989641,8261485
0,5,,4.0,0.78,,2989641,8011535
5,38,,4.0,0.78,,2989641,8094852
38,61,,4.0,1.45,,2989641,8178169
69,152,,42.0,1.5,,2989642,8011540
0,38,,4.0,1.4,,2989642,8178173
38,69,,4.0,1.4,,2989642,8261489
5,20,18.0,4.0,0.78,,2989643,8011545
86,135,48.0,14.0,1.4,,2989643,8011546
20,53,33.0,4.0,0.83,,2989643,8094862
135,175,,14.0,1.5,,2989643,8094863
0,3,3.0,,,,2989643,8178178
53,69,15.0,4.0,1.4,,2989643,8178179
3,5,3.0,,,,2989643,8261494
69,86,18.0,14.0,1.4,,2989643,8261495
76,152,,4.0,1.4,,2989644,8011551
0,15,,4.0,0.75,,2989644,8094867
15,46,,4.0,0.75,,2989644,8178184
46,76,,4.0,1.4,,2989644,8261500
0,10,,4.0,0.75,,2989645,8011555
10,38,,4.0,0.78,,2989645,8094872
38,94,,14.0,1.4,,2989645,8178189
94,152,,42.0,1.55,,2989645,8261505
56,81,,0.42,1.6,,2989646,8011559
0,5,,4.0,0.78,,2989646,8094875
81,114,,0.42,1.6,,2989646,8094876
5,38,,4.0,0.78,,2989646,8178192
114,152,,0.42,1.6,,2989646,8178193
38,56,,4.0,1.55,,2989646,8261508
25,56,,4.0,0.75,,2989647,8011563
56,94,,4.0,1.4,,2989647,8094880
94,152,,4.0,1.4,,2989647,8178197
0,25,,4.0,0.75,,2989647,8261512
25,56,,4.0,0.75,,2989648,8011567
56,94,,4.0,1.4,,2989648,8094884
94,152,,4.0,1.4,,2989648,8178201
0,25,,4.0,0.75,,2989648,8261516
124,155,,1.41,1.48,,2989649,8011571
0,33,,4.0,1.28,,2989649,8178204
33,124,,1.41,1.48,,2989649,8261520
89,99,,,,,2989650,8011574
0,41,,4.0,1.4,,2989650,8178207
41,89,,1.41,1.5,,2989650,8261523
0,33,,4.0,1.28,,2989651,8094894
33,124,,1.41,1.48,,2989651,8178211
124,155,,1.41,1.48,,2989651,8261527
0,46,,4.0,1.28,,2989652,8011581
46,61,,4.0,1.33,,2989652,8094898
61,152,,1.41,1.4,,2989652,8178215
48,155,,1.41,1.3,,2989653,8011585
0,48,,4.0,1.23,,2989653,8261534
0,10,,4.0,1.25,,2989654,8011588
10,20,,4.0,1.3,,2989654,8094905
20,36,,4.0,1.3,,2989654,8178222
36,61,,,,,2989654,8261538
48,155,,1.41,1.3,,2989655,8011593
0,48,,4.0,1.23,,2989655,8261542
89,114,,,,,2989659,8261555
0,28,,4.0,1.15,,2989659,8011605
28,43,,4.0,1.23,,2989659,8094922
43,89,,1.41,1.4,,2989659,8178239
81,140,,14.11,1.38,,2989660,8011609
140,157,,42.0,1.58,,2989660,8094926
0,38,,4.0,1.23,,2989660,8178242
38,81,,4.0,1.28,,2989660,8261558
