PoreSizeDistribution_geometric_WtAvg,MUKEY
0.19667,664461
0.20045,664462
0.153962880306,664496
0.105956869503,664501
0.10187257523,664504
0.282123039367,664539
0.228278334218,664612
0.211697379218,664614
0.194490308217,664627
0.267733678538,664646
0.215866113962,664654
0.205062052033,664662
0.185221332579,664663
0.177789193405,664691
0.19198155132,666910
0.427172175374,666911
0.241346084595,666912
0.267707060751,666913
0.209844976037,666914
0.164785197962,667041
0.163666006689,670344
0.336784361488,670345
0.328138879557,670346
0.170055125468,670347
0.197421630587,670418
0.309890910926,670484
0.190274402725,670800
0.326420954844,674303
0.271171636839,674305
0.254742879714,674308
0.201028010871,674311
0.23350030303,674312
0.223688489677,674313
0.206600541648,674316
0.195742939507,674330
0.113239473684,674331
0.204136476851,674333
0.155518319434,674336
0.194386804189,674338
0.196471949475,674345
0.311841564762,675751
0.205195008244,675765
0.201202538126,675766
0.205628105713,675767
0.215075407014,675768
0.360125447398,675769
0.204957703272,675770
0.252005991073,675772
0.210236524686,675780
0.212932754415,677003
0.201599581343,677004
0.214290336526,677007
0.283382862162,677069
0.226771539329,677071
0.217022111554,677076
