textureName,CHtxtgrpKEY,CHTXTKEY,CHKEY,AvaWaterCon,MUKEY,ComponentPercent,MajorComponent,COKEY,TopDepth,BottomDepth,HorizonDepth,ksat_r,dbthirdbar_r,dbfifteenbar_r
Silty clay loam,15304484,15613309,7949070,0,661971,6,Yes,3022036,132,163,,1.41,1.33,
Silt loam,15156314,15726809,7949076,0,661973,6,Yes,2970224,25,51,,1.41,1.4,
Loam,15452658,15953811,7949076,0,661973,6,Yes,2970224,25,51,,1.41,1.4,
Clay loam,15304486,15915997,7949076,0,661973,6,Yes,2970224,25,51,,1.41,1.4,
Clay loam,15156328,15424125,7949112,0,661958,5,No ,2970234,30,79,,1.4,1.5,
Silty clay loam,15304500,15613313,7949112,0,661958,5,No ,2970234,30,79,,1.4,1.5,
Silty clay loam,15156330,15726813,7949116,0,661960,15,No ,3022049,130,152,,0.42,1.5,
Clay,15452673,15802471,7949116,0,661960,15,No ,3022049,130,152,,0.42,1.5,
Clay,15600844,15840303,7949116,0,661960,15,No ,3022049,130,152,,0.42,1.5,
Loam,15156337,15575471,7949137,0,662042,7,Yes,3022056,0,30,,4.0,1.3,
Silt loam,15156339,15878159,7949143,0,662041,5,Yes,2996151,18,71,,4.0,0.78,
Loam,15452683,15499786,7949143,0,662041,5,Yes,2996151,18,71,,4.0,0.78,
Loam,15304511,15461972,7949143,0,662041,5,Yes,2996151,18,71,,4.0,0.78,
Silt loam,15156346,15726817,7949161,0,662045,12,Yes,3047969,41,152,,4.0,1.45,
Very fine sandy loam,15304518,15916005,7949161,0,662045,12,Yes,3047969,41,152,,4.0,1.45,
Clay loam,15156348,15424130,7949166,0,661954,1,No ,2996158,23,79,,1.4,1.35,
Loam,15452692,15651132,7949166,0,661954,1,No ,2996158,23,79,,1.4,1.35,
Loam,15304520,15613318,7949166,0,661954,1,No ,2996158,23,79,,1.4,1.35,
Loamy coarse sand,15156353,15575475,7949177,0,661929,17,Yes,3047974,51,89,,42.0,1.7,
Sand,15304525,15764663,7949177,0,661929,17,Yes,3047974,51,89,,42.0,1.7,
Loamy coarse sand,15600867,15688965,7949177,0,661929,17,Yes,3047974,51,89,,42.0,1.7,
,15156362,15726821,7949205,0,661704,12,Yes,3047983,76,91,,,,
Silty clay loam,15156364,15424134,7949210,0,661792,2,Yes,2970265,23,46,,1.41,1.5,
Sandy loam,15156371,15878167,7949228,0,661817,7,Yes,2970269,46,130,,42.0,1.58,
Loamy sand,15304543,15461980,7949228,0,661817,7,Yes,2970269,46,130,,42.0,1.58,
Sandy loam,15600885,15991657,7949228,0,661817,7,Yes,2970269,46,130,,42.0,1.58,
Clay loam,15156373,15575480,7949232,0,661816,6,Yes,2970270,8,23,,1.41,1.4,
Silty clay loam,15156378,15726825,7949246,5,677004,5,Yes,2996181,18,36,,4.23,1.25,
Loam,15156380,15424138,7949253,0,661682,6,Yes,3047996,97,168,,14.11,1.4,
Silty clay,15156387,15878171,7949270,0,661671,5,Yes,3048001,13,114,,0.42,1.4,
Silty clay loam,15304559,15461984,7949270,0,661671,5,Yes,3048001,13,114,,0.42,1.4,
Clay,15600901,15991661,7949270,0,661671,5,Yes,3048001,13,114,,0.42,1.4,
Loam,15156389,15575484,7949275,0,661640,2,Yes,3022097,18,30,,14.11,1.08,
Loam,15600903,15688974,7949275,0,661640,2,Yes,3022097,18,30,,14.11,1.08,
Sandy loam,15156396,15424142,7949300,21,661881,16,Yes,2996197,51,66,,14.11,1.45,
Sandy clay loam,15304568,15613330,7949300,21,661881,16,Yes,2996197,51,66,,14.11,1.45,
Sandy loam,15600910,15537632,7949300,21,661881,16,Yes,2996197,51,66,,14.11,1.45,
Loam,15156398,15726830,7949303,0,661770,12,Yes,2970291,33,41,,14.11,1.55,
Sandy loam,15600912,15840320,7949303,0,661770,12,Yes,2970291,33,41,,14.11,1.55,
Sandy loam,15156403,15878175,7949314,0,661871,4,Yes,3048014,8,69,,14.0,1.75,
Coarse sandy loam,15304575,15461988,7949314,0,661871,4,Yes,3048014,8,69,,14.0,1.75,
Coarse sandy loam,15600917,15991665,7949314,0,661871,4,Yes,3048014,8,69,,14.0,1.75,
Coarse sandy loam,15156405,15575488,7949320,0,661947,2,Yes,3048016,0,18,,42.0,,
Loam,15156412,15424146,7949336,0,661762,19,No ,2970301,46,74,,14.0,1.2,
Sandy loam,15452755,15499804,7949336,0,661762,19,No ,2970301,46,74,,14.0,1.2,
Fine sandy loam,15600926,15537636,7949336,0,661762,19,No ,2970301,46,74,,14.0,1.2,
Sandy loam,15156414,15726834,7949339,0,661786,4,No ,3048021,64,89,,14.0,1.4,
Sandy loam,15304586,15916022,7949339,0,661786,4,No ,3048021,64,89,,14.0,1.4,
Loam,15600928,15840324,7949339,0,661786,4,No ,3048021,64,89,,14.0,1.4,
Clay loam,15156421,15575492,7949352,0,661783,35,No ,2996212,112,170,,1.4,1.55,
Loam,15600935,15688982,7949352,0,661783,35,No ,2996212,112,170,,1.4,1.55,
Silt loam,15156423,15878180,7949356,0,661800,22,No ,3022120,10,30,,4.0,1.23,
Sandy loam,15304595,15461993,7949356,0,661800,22,No ,3022120,10,30,,4.0,1.23,
Loam,15600937,15991670,7949356,0,661800,22,No ,3022120,10,30,,4.0,1.23,
Loam,15156428,15424150,7949365,0,661701,4,Yes,2996216,0,8,,4.0,1.33,
Silty clay loam,15156430,15726838,7949368,0,661700,2,Yes,2970310,25,41,,1.41,1.43,
Sandy clay loam,15600944,15840328,7949368,0,661700,2,Yes,2970310,25,41,,1.41,1.43,
Silty clay loam,15156437,15726840,7949385,0,661847,1,Yes,3022128,15,30,,1.41,1.63,
Loam,15452781,15802498,7949385,0,661847,1,Yes,3022128,15,30,,1.41,1.63,
Sandy clay loam,15304609,15916028,7949385,0,661847,1,Yes,3022128,15,30,,1.41,1.63,
Sandy loam,15156439,15424153,7949387,0,661847,1,Yes,2970315,53,152,,42.34,1.4,
Coarse sandy loam,15452782,15953842,7949387,0,661847,1,Yes,2970315,53,152,,42.34,1.4,
Loam,15600953,15991674,7949387,0,661847,1,Yes,2970315,53,152,,42.34,1.4,
Loam,15156446,15878186,7949403,0,661857,2,Yes,2970319,51,122,,4.23,1.3,
Loam,15304618,15461999,7949403,0,661857,2,Yes,2970319,51,122,,4.23,1.3,
Loam,15600960,15840332,7949403,0,661857,2,Yes,2970319,51,122,,4.23,1.3,
Loam,15156448,15575499,7949407,0,661855,10,Yes,2996227,0,15,,4.23,1.45,
,15156464,15575503,7949443,0,661879,10,Yes,2996236,56,66,,,,
Loam,15156471,15424161,7949461,0,662076,2,Yes,2996241,0,13,,4.23,1.45,
Loamy sand,15156473,15726849,7949468,0,661870,9,Yes,3022150,81,127,,42.34,1.65,
Coarse sandy loam,15304645,15462006,7949468,0,661870,9,Yes,3022150,81,127,,42.34,1.65,
Silt loam,15158066,15878603,7953240,0,661632,7,No ,2971513,20,104,,4.2343,1.4,
Loam,15602580,15992093,7953240,0,661632,7,No ,2971513,20,104,,4.2343,1.4,
Silt loam,15158068,15575916,7953244,0,661635,3,No ,2997421,61,97,,1.4114,1.43,
Loam,15306240,15916448,7953244,0,661635,3,No ,2997421,61,97,,1.4114,1.43,
Silt loam,15602582,15689406,7953244,0,661635,3,No ,2997421,61,97,,1.4114,1.43,
Silt loam,15158075,15424574,7953263,0,661666,7,No ,3023334,53,107,,4.2343,,
Silt loam,15306247,15916450,7953263,0,661666,7,No ,3023334,53,107,,4.2343,,
Loam,15158077,15727262,7953268,0,661688,8,No ,2997429,18,64,,4.2343,1.45,
Silt loam,15306249,15613763,7953268,0,661688,8,No ,2997429,18,64,,4.2343,1.45,
Silt loam,15158084,15575920,7953284,0,661808,24,No ,2997434,33,127,,1.4114,1.48,
Loam,15306256,15462421,7953284,0,661808,24,No ,2997434,33,127,,1.4114,1.48,
Clay loam,15602598,15689410,7953284,0,661808,24,No ,2997434,33,127,,1.4114,1.48,
Sandy loam,15158086,15878608,7953287,0,661814,40,No ,2997435,33,81,,42.343,1.58,
Sandy loam,15602600,15992098,7953287,0,661814,40,No ,2997435,33,81,,42.343,1.58,
,15158091,15424578,7953297,0,661945,10,No ,2997438,0,152,,,,
Sandy loam,15158093,15727266,7953301,0,661951,1,No ,3023346,104,140,,42.343,1.48,
Sandy loam,15454436,15954266,7953301,0,661951,1,No ,3023346,104,140,,42.343,1.48,
Sandy loam,15602607,15840756,7953301,0,661951,1,No ,3023346,104,140,,42.343,1.48,
Silt loam,15158100,15575924,7953317,0,661986,18,No ,2997444,8,61,,14.1143,0.75,
Silt loam,15454443,15802924,7953317,0,661986,18,No ,2997444,8,61,,14.1143,0.75,
Silt loam,15602614,15689414,7953317,0,661986,18,No ,2997444,8,61,,14.1143,0.75,
Silt loam,15158102,15878612,7953322,0,661998,35,No ,3023352,0,28,,4.2343,1.38,
Silty clay loam,15158109,15727270,7953338,0,662008,1,No ,3023357,53,107,,1.4114,1.4,
Silt loam,15158111,15424583,7953344,0,662028,3,No ,2997452,0,15,,4.2343,1.45,
Silt loam,15158116,15575928,7953355,0,662048,45,No ,3023362,112,152,,1.4114,1.55,
Very fine sandy loam,15306288,15613773,7953355,0,662048,45,No ,3023362,112,152,,1.4114,1.55,
Silty clay loam,15602630,15689418,7953355,0,662048,45,No ,3023362,112,152,,1.4114,1.55,
Sandy loam,15158118,15878616,7953360,0,662053,19,No ,2997457,18,48,,14.1143,1.3,
Sandy loam,15306290,15916461,7953360,0,662053,19,No ,2997457,18,48,,14.1143,1.3,
Fine sandy loam,15158125,15727274,7953372,0,662071,1,No ,2971554,0,51,,14.1143,1.25,
Silt loam,15158127,15424587,7953376,0,662085,2,No ,3023369,46,130,,14.1143,1.35,
Sandy loam,15454470,15802931,7953376,0,662085,2,No ,3023369,46,130,,14.1143,1.35,
Fine sandy loam,15602641,15538077,7953376,0,662085,2,No ,3023369,46,130,,14.1143,1.35,
Loam,15159029,15576160,7955288,0,664345,20,No ,3023955,15,41,,4.2343,1.4,
Sandy loam,15455373,15651819,7955288,0,664345,20,No ,3023955,15,41,,4.2343,1.4,
Clay loam,15307201,15765350,7955288,0,664345,20,No ,3023955,15,41,,4.2343,1.4,
Sandy loam,15159188,15576200,7955609,0,664504,5,No ,2972241,64,107,,14.1143,1.5,
Loam,15307360,15462703,7955609,0,664504,5,No ,2972241,64,107,,14.1143,1.5,
Fine sandy loam,15159304,15424886,7955860,0,664627,15,No ,3024131,86,127,,4.2343,1.4,
Loam,15307476,15765420,7955860,0,664627,15,No ,3024131,86,127,,4.2343,1.4,
Fine sandy loam,15159322,15727578,7955896,0,664646,12,No ,3024143,43,132,,14.1143,1.4,
Loam,15455666,15500550,7955896,0,664646,12,No ,3024143,43,132,,14.1143,1.4,
Sandy loam,15307494,15462737,7955896,0,664646,12,No ,3024143,43,132,,14.1143,1.4,
,15161862,15576881,7961207,0,670344,6,Yes,3025823,51,61,,,,
Silt loam,15163625,15728678,7965246,0,674313,35,Yes,3052997,0,38,,4.2343,1.2,
Loam,15163634,15425993,7965269,0,674338,35,No ,3001192,46,48,,4.2343,1.2,
Loam,15608148,15842170,7965269,0,674338,35,No ,3001192,46,48,,4.2343,1.2,
Silt loam,15164252,15577492,7966652,0,675765,1,No ,3027527,107,152,,0.4234,1.55,
Silty clay loam,15165338,15880457,7969218,0,667041,1,Yes,3054206,10,23,,4.0,1.3,
Clay loam,15313510,15918302,7969218,0,667041,1,Yes,3054206,10,23,,4.0,1.3,
Loam,15165395,15426440,7969356,0,661642,5,Yes,2976529,43,71,,4.23,1.38,
Loam,15461739,15502097,7969356,0,661642,5,Yes,2976529,43,71,,4.23,1.38,
Sandy loam,15313567,15464285,7969356,0,661642,5,Yes,2976529,43,71,,4.23,1.38,
Coarse sand,15165397,15729128,7969361,0,661670,31,Yes,2976531,43,152,,141.14,1.6,
Coarse sand,15313569,15766973,7969361,0,661670,31,Yes,2976531,43,152,,141.14,1.6,
Loam,15165404,15577786,7969381,0,661692,5,Yes,3002445,0,33,,4.0,1.45,
Silt loam,15165411,15426444,7969398,0,661708,11,Yes,3028357,0,20,,4.0,1.35,
Clay,15165420,15577790,7969425,0,661722,11,Yes,3054272,10,25,,0.0,1.4,
Silt loam,15165422,15880478,7969429,0,661724,7,Yes,2976554,0,20,,4.0,1.4,
Fine sandy loam,15165429,15729136,7969447,0,661728,3,Yes,2976559,10,23,,14.11,1.38,
Very fine sandy loam,15461773,15804793,7969447,0,661728,3,Yes,2976559,10,23,,14.11,1.38,
Sandy loam,15313601,15766981,7969447,0,661728,3,Yes,2976559,10,23,,14.11,1.38,
Sandy loam,15165431,15426449,7969452,0,661730,9,Yes,2976560,0,23,,14.11,1.7,
Loam,15165438,15880482,7969471,0,661737,1,Yes,3028379,84,99,,4.0,1.45,
Loam,15313610,15918327,7969471,0,661737,1,Yes,3028379,84,99,,4.0,1.45,
Loamy fine sand,15165445,15729140,7969487,0,661746,3,Yes,3028385,25,81,,42.34,1.58,
Sand,15461789,15804797,7969487,0,661746,3,Yes,3028385,25,81,,42.34,1.58,
Fine sand,15313617,15766985,7969487,0,661746,3,Yes,3028385,25,81,,42.34,1.58,
Loam,15165454,15426455,7969515,0,661765,17,Yes,3028394,13,61,,4.0,1.2,
Clay loam,15313626,15918331,7969515,0,661765,17,Yes,3028394,13,61,,4.0,1.2,
Sandy loam,15165461,15880488,7969531,0,661768,5,Yes,3002493,8,51,,4.0,1.4,
Loam,15461804,15804801,7969531,0,661768,5,Yes,3002493,8,51,,4.0,1.4,
Loam,15609975,15691291,7969531,0,661768,5,Yes,3002493,8,51,,4.0,1.4,
Silty clay loam,15165479,15577805,7969574,0,661775,5,Yes,3002507,18,81,,1.41,1.28,
Clay loam,15609993,15993983,7969574,0,661775,5,Yes,3002507,18,81,,1.41,1.28,
Clay,15165481,15880493,7969577,0,661776,7,Yes,2976601,48,157,,0.0,1.4,
Clay,15461824,15804806,7969577,0,661776,7,Yes,2976601,48,157,,0.0,1.4,
Silty clay,15609995,15691296,7969577,0,661776,7,Yes,2976601,48,157,,0.0,1.4,
Sandy loam,15165486,15426463,7969590,0,661804,1,Yes,2976605,91,152,,14.11,1.55,
Loamy sand,15313658,15918339,7969590,0,661804,1,Yes,2976605,91,152,,14.11,1.55,
Loam,15165488,15729151,7969593,0,661805,3,Yes,2976606,61,152,,4.0,1.35,
Loam,15461831,15653464,7969593,0,661805,3,Yes,2976606,61,152,,4.0,1.35,
Loam,15610002,15539954,7969593,0,661805,3,Yes,2976606,61,152,,4.0,1.35,
Sandy clay loam,15165495,15577809,7969611,0,661826,6,Yes,2976611,33,132,,1.41,1.35,
Loam,15461839,15653466,7969611,0,661826,6,Yes,2976611,33,132,,1.41,1.35,
Clay loam,15313667,15464310,7969611,0,661826,6,Yes,2976611,33,132,,1.41,1.35,
Loam,15165497,15880497,7969613,0,661826,2,Yes,3028425,20,99,,4.0,1.45,
Silt loam,15461840,15804810,7969613,0,661826,2,Yes,3028425,20,99,,4.0,1.45,
Very fine sandy loam,15610011,15691300,7969613,0,661826,2,Yes,3028425,20,99,,4.0,1.45,
Loam,15165504,15729155,7969628,0,661836,18,Yes,3002523,0,13,,4.0,1.3,
Sandy loam,15165520,15729159,7969667,0,661840,4,Yes,2976628,20,30,,14.11,1.53,
Coarse sandy loam,15313692,15615660,7969667,0,661840,4,Yes,2976628,20,30,,14.11,1.53,
Fine sandy loam,15165522,15426472,7969670,0,661841,11,Yes,3054348,13,66,,14.11,1.5,
Loam,15313694,15918348,7969670,0,661841,11,Yes,3054348,13,66,,14.11,1.5,
Very fine sandy loam,15610036,15842650,7969670,0,661841,11,Yes,3054348,13,66,,14.11,1.5,
Sandy loam,15165529,15880505,7969684,0,661860,2,Yes,3054352,58,152,,14.11,1.6,
Sandy loam,15461873,15956162,7969684,0,661860,2,Yes,3054352,58,152,,14.11,1.6,
Sandy loam,15313701,15767006,7969684,0,661860,2,Yes,3054352,58,152,,14.11,1.6,
Loam,15165531,15577818,7969688,0,661861,7,Yes,2976634,28,155,,1.41,1.45,
Sandy clay loam,15461875,15653475,7969688,0,661861,7,Yes,2976634,28,155,,1.41,1.45,
Clay loam,15313703,15464319,7969688,0,661861,7,Yes,2976634,28,155,,1.41,1.45,
Loamy coarse sand,15165536,15729163,7969698,0,661869,5,Yes,3054356,107,152,,14.11,1.55,
Loam,15461880,15804820,7969698,0,661869,5,Yes,3054356,107,152,,14.11,1.55,
Sandy loam,15313708,15615664,7969698,0,661869,5,Yes,3054356,107,152,,14.11,1.55,
,15165538,15426476,7969703,0,661889,3,Yes,2976638,107,117,,,,
Clay loam,15165540,15729164,7969708,0,661891,4,Yes,3054359,23,43,,1.41,1.45,
Sandy clay loam,15313712,15615665,7969708,0,661891,4,Yes,3054359,23,43,,1.41,1.45,
Loam,15165545,15880509,7969718,0,661902,8,Yes,3028456,58,147,,4.0,1.55,
Very fine sandy loam,15461889,15956166,7969718,0,661902,8,Yes,3028456,58,147,,4.0,1.55,
Silt loam,15313717,15767010,7969718,0,661902,8,Yes,3028456,58,147,,4.0,1.55,
Coarse sandy loam,15165547,15577822,7969721,0,661874,14,Yes,3002550,23,56,,14.11,1.65,
Coarse sandy loam,15461891,15653479,7969721,0,661874,14,Yes,3002550,23,56,,14.11,1.65,
Sandy loam,15313719,15464323,7969721,0,661874,14,Yes,3002550,23,56,,14.11,1.65,
Loam,15165554,15426480,7969736,0,661903,8,Yes,3028461,152,165,,1.41,1.55,
Silt loam,15610068,15842658,7969736,0,661903,8,Yes,3028461,152,165,,1.41,1.55,
Loam,15165556,15729168,7969741,0,661904,1,Yes,3054368,76,157,,4.0,1.55,
Sandy loam,15313728,15615669,7969741,0,661904,1,Yes,3054368,76,157,,4.0,1.55,
Silt loam,15610070,15539971,7969741,0,661904,1,Yes,3054368,76,157,,4.0,1.55,
Clay loam,15434126,15949077,8240670,0,661968,4,Yes,3060893,112,165,,0.42,1.43,
Silty clay loam,15730468,16024766,8240670,0,661968,4,Yes,3060893,112,165,,0.42,1.43,
Clay loam,15285954,15457231,8240670,0,661968,4,Yes,3060893,112,165,,0.42,1.43,
,15434131,15495047,8240684,0,661973,13,Yes,3009084,135,145,,,,
Silt loam,15434133,15797735,8240690,0,661979,5,Yes,3060898,0,10,,4.0,1.2,
Silt loam,15434140,15646393,8240714,0,662078,9,Yes,2983186,0,38,,4.0,1.18,
Loam,15434142,15949081,8240719,0,661959,23,No ,3035001,56,99,,4.0,1.4,
Loam,15582314,15986921,8240719,0,661959,23,No ,3035001,56,99,,4.0,1.4,
Silt loam,15285970,15457235,8240719,0,661959,23,No ,3035001,56,99,,4.0,1.4,
Loam,15434149,15797739,8240736,0,662019,2,Yes,3009101,0,30,,4.0,1.3,
Sandy loam,15434151,15495052,8240742,0,662042,41,Yes,3060915,51,152,,14.11,1.4,
Coarse sandy loam,15730493,15570741,8240742,0,662042,41,Yes,3060915,51,152,,14.11,1.4,
Sandy loam,15285979,15608581,8240742,0,662042,41,Yes,3060915,51,152,,14.11,1.4,
Silt loam,15434165,15797743,8240778,0,662050,2,No ,3009113,33,76,,4.0,1.4,
Loam,15730508,16024776,8240778,0,662050,2,No ,3009113,33,76,,4.0,1.4,
Loam,15582337,15835583,8240778,0,662050,2,No ,3009113,33,76,,4.0,1.4,
Silt loam,15434167,15495056,8240783,0,662014,5,Yes,3060927,0,28,,4.23,1.3,
Coarse sand,15434174,15495058,8240803,0,661923,5,Yes,2983214,28,152,,1.4,1.5,
Clay loam,15434174,15949089,8240803,0,661923,5,Yes,2983214,28,152,,1.4,1.5,
Loamy coarse sand,15434176,15797746,8240810,0,661915,20,Yes,3035030,36,56,,141.0,1.63,
Loamy coarse sand,15582348,15684242,8240810,0,661915,20,Yes,3035030,36,56,,141.0,1.63,
Silty clay,15434181,15949091,8240823,0,661823,6,Yes,3009126,23,38,,0.42,1.4,
Silty clay loam,15730524,16024780,8240823,0,661823,6,Yes,3009126,23,38,,0.42,1.4,
Silty clay,15582353,15835587,8240823,0,661823,6,Yes,3009126,23,38,,0.42,1.4,
Clay loam,15434183,15646404,8240826,0,661822,1,Yes,2983220,8,36,,1.41,1.48,
Loam,15582355,15532900,8240826,0,661822,1,Yes,2983220,8,36,,1.41,1.48,
Clay loam,15286011,15608589,8240826,0,661822,1,Yes,2983220,8,36,,1.41,1.48,
Clay loam,15434190,15495062,8240845,0,661917,6,Yes,2983225,10,48,,1.41,1.5,
Silty clay loam,15434192,15797750,8240852,5,677004,10,Yes,3035041,0,13,,4.23,1.15,
Silt loam,15434199,15646408,8240872,0,661674,6,Yes,3009140,0,51,,4.23,1.3,
Loam,15434201,15949096,8240878,0,661671,6,Yes,2983235,10,53,,4.23,1.25,
Clay,15434206,15495066,8240894,0,661645,2,Yes,3060959,20,61,,0.42,1.4,
Clay loam,15582378,15986937,8240894,0,661645,2,Yes,3060959,20,61,,0.42,1.4,
Fine sandy loam,15434208,15797754,8240901,0,661648,11,Yes,3035055,0,30,,4.23,1.4,
Fine sandy loam,15434215,15646412,8240918,0,661799,11,Yes,3060965,71,152,,14.11,1.48,
Sandy loam,15582387,15532908,8240918,0,661799,11,Yes,3060965,71,152,,14.11,1.48,
Sandy loam,15286043,15608597,8240918,0,661799,11,Yes,3060965,71,152,,14.11,1.48,
Sandy loam,15434217,15949100,8240922,0,661859,11,Yes,3009154,0,23,,14.11,1.38,
Silt loam,15434224,15797758,8240940,0,661650,14,No ,3035066,0,18,,4.0,1.3,
Sandy loam,15434226,15495071,8240945,0,661739,14,No ,3060973,69,99,,4.0,1.38,
Loam,15286054,15457256,8240945,0,661739,14,No ,3060973,69,99,,4.0,1.38,
Loam,15582398,15986942,8240945,0,661739,14,No ,3060973,69,99,,4.0,1.38,
Sandy loam,15434231,15646416,8240953,0,677069,18,No ,3060975,46,127,,14.0,1.55,
Sandy loam,15582403,15532912,8240953,0,677069,18,No ,3060975,46,127,,14.0,1.55,
Loam,15434233,15949104,8240956,0,661790,4,No ,3035070,99,137,,1.4,1.43,
Loam,15730575,15873449,8240956,0,661790,4,No ,3035070,99,137,,1.4,1.43,
Clay loam,15286061,15911289,8240956,0,661790,4,No ,3035070,99,137,,1.4,1.43,
Silty clay loam,15434242,15495075,8240973,0,662047,10,No ,3060980,127,152,,1.4,1.48,
Clay loam,15582414,15986946,8240973,0,662047,10,No ,3060980,127,152,,1.4,1.48,
Clay loam,15434249,15949108,8240988,0,661825,3,Yes,3060985,48,58,,1.41,1.53,
Loam,15730591,15873453,8240988,0,661825,3,Yes,3060985,48,58,,1.41,1.53,
Clay loam,15286077,15911293,8240988,0,661825,3,Yes,3060985,48,58,,1.41,1.53,
Loam,15434251,15646421,8240992,0,661831,4,Yes,3060986,0,10,,4.23,1.2,
,15434256,15797766,8241002,0,661848,7,Yes,3060988,71,81,,,,
Silty clay,15434258,15495079,8241007,0,661851,3,Yes,3035084,15,69,,0.0,1.38,
Clay,15582430,15986950,8241007,0,661851,3,Yes,3035084,15,69,,0.0,1.38,
Clay,15286086,15457264,8241007,0,661851,3,Yes,3035084,15,69,,0.0,1.38,
Clay loam,15434245,15949107,8240980,0,661700,12,Yes,3060982,99,152,,1.41,1.53,
Loam,15286073,15911292,8240980,0,661700,12,Yes,3060982,99,152,,1.41,1.53,
Loam,15582417,15835603,8240980,0,661700,12,Yes,3060982,99,152,,1.41,1.53,
Loam,15434246,15495076,8240982,0,661700,2,Yes,3035077,33,89,,4.0,1.3,
Clay loam,15730589,15570765,8240982,0,661700,2,Yes,3035077,33,89,,4.0,1.3,
Clay loam,15582418,15986947,8240982,0,661700,2,Yes,3035077,33,89,,4.0,1.3,
Loam,15434247,15646420,8240984,0,661699,6,Yes,3009171,0,30,,4.0,1.33,
Sandy loam,15434260,15797767,8241012,0,661852,2,Yes,3060991,51,76,,4.23,1.45,
Sandy loam,15730603,15873456,8241012,0,661852,2,Yes,3060991,51,76,,4.23,1.45,
Sandy clay loam,15582432,15684263,8241012,0,661852,2,Yes,3060991,51,76,,4.23,1.45,
Clay loam,15434261,15949111,8241013,0,661857,7,Yes,2983272,15,25,,1.41,1.38,
Loam,15286089,15911296,8241013,0,661857,7,Yes,2983272,15,25,,1.41,1.38,
Clay loam,15582433,15835607,8241013,0,661857,7,Yes,2983272,15,25,,1.41,1.38,
Sandy clay loam,15434262,15495080,8241014,0,661857,4,Yes,3009179,20,51,,1.41,1.5,
Clay loam,15730604,16024800,8241014,0,661857,4,Yes,3009179,20,51,,1.41,1.5,
Clay loam,15286090,15457265,8241014,0,661857,4,Yes,3009179,20,51,,1.41,1.5,
Loam,15434263,15646424,8241016,0,661856,10,Yes,3060992,36,152,,1.41,1.38,
Clay loam,15582435,15532920,8241016,0,661856,10,Yes,3060992,36,152,,1.41,1.38,
Loam,15434278,15797772,8241049,0,661854,74,Yes,2983282,10,33,,1.41,1.4,
Clay loam,15582450,15532924,8241049,0,661854,74,Yes,2983282,10,33,,1.41,1.4,
Sandy loam,15434279,15949116,8241051,0,661879,19,Yes,3035096,142,152,,42.34,1.6,
Sandy loam,15286107,15608613,8241051,0,661879,19,Yes,3035096,142,152,,42.34,1.6,
Loamy sand,15582451,15684268,8241051,0,661879,19,Yes,3035096,142,152,,42.34,1.6,
Loam,15434280,15495085,8241053,0,661883,13,Yes,2983283,56,119,,4.23,1.35,
Sandy loam,15730623,16024805,8241053,0,661883,13,Yes,2983283,56,119,,4.23,1.35,
Sandy loam,15582452,15835612,8241053,0,661883,13,Yes,2983283,56,119,,4.23,1.35,
Silt loam,15434294,15797776,8241086,0,675766,18,Yes,3061012,0,18,,4.0,1.23,
Loam,15435898,15646845,8244855,0,661653,7,No ,3010375,43,112,,1.4114,1.4,
Clay loam,15732241,15571188,8244855,0,661653,7,No ,3010375,43,112,,1.4114,1.4,
Clay loam,15584070,15987369,8244855,0,661653,7,No ,3010375,43,112,,1.4114,1.4,
Loam,15435899,15798189,8244856,0,661653,39,No ,3036282,15,43,,4.2343,1.38,
Loam,15287727,15609029,8244856,0,661653,39,No ,3036282,15,43,,4.2343,1.38,
Coarse sand,15435900,15949533,8244859,0,661658,27,No ,3036283,97,152,,141.1433,,
Sand,15435901,15495502,8244862,0,661661,4,No ,3062190,18,152,,42.343,2.03,
Loamy fine sand,15287729,15911717,8244862,0,661661,4,No ,3062190,18,152,,42.343,2.03,
Loamy sand,15584073,15836026,8244862,0,661661,4,No ,3062190,18,152,,42.343,2.03,
Loam,15435915,15798193,8244899,0,661875,6,No ,3036296,0,30,,4.2343,1.55,
Loam,15435916,15495506,8244901,0,661906,23,No ,2984483,81,163,,14.1143,1.58,
Coarse sand,15435916,15949537,8244901,0,661906,23,No ,2984483,81,163,,14.1143,1.58,
,15435917,15646850,8244905,0,661945,15,No ,3010391,0,152,,,,
