ComponentPercent,MajorComponent,MUKEY,COKEY
3,Yes,661738,3060762
3,No ,661739,3015637
25,No ,661739,3035067
22,No ,661739,2989730
12,No ,661739,2996207
14,No ,661739,3060973
24,No ,661739,2976777
35,Yes,661740,3047809
1,Yes,661740,2970090
2,Yes,661740,3067239
19,Yes,661740,3028380
4,Yes,661740,3008950
39,Yes,661740,3041333
9,Yes,661741,2995997
5,Yes,661741,3015427
13,Yes,661741,3034857
52,Yes,661741,3054286
5,Yes,661741,3060763
6,Yes,661741,2976567
10,Yes,661741,2989520
5,Yes,661742,3028381
48,Yes,661742,3021904
3,Yes,661742,3008951
6,Yes,661742,3041334
3,Yes,661742,2970091
2,Yes,661742,3067240
6,Yes,661742,2983044
5,Yes,661742,3047810
22,Yes,661742,3002474
3,Yes,661743,3021905
32,Yes,661743,3054287
9,Yes,661743,2995998
3,Yes,661743,3002475
4,Yes,661743,3015428
28,Yes,661743,3034858
6,Yes,661743,2976568
5,Yes,661743,3060764
10,Yes,661743,2989521
20,Yes,661744,3008952
10,Yes,661744,3041335
37,Yes,661744,2983045
22,Yes,661744,3047811
11,Yes,661744,3028382
7,Yes,661745,3060765
7,Yes,661745,3054288
7,Yes,661745,2970092
8,Yes,661745,2995999
8,Yes,661745,2976569
22,Yes,661745,3034859
6,Yes,661745,3015429
22,Yes,661745,3067241
13,Yes,661745,2989522
4,Yes,661746,3041338
2,Yes,661746,3008955
3,Yes,661746,3047814
2,Yes,661746,3067244
5,Yes,661746,3002478
42,Yes,661746,3034861
8,Yes,661746,3060767
5,Yes,661746,2983048
26,Yes,661746,2989524
3,Yes,661746,3028385
8,Yes,661747,2976572
5,Yes,661747,3015432
4,Yes,661747,3021909
4,Yes,661747,3002479
7,Yes,661747,3034862
33,Yes,661747,2970095
11,Yes,661747,2989525
9,Yes,661747,3054291
8,Yes,661747,3060768
11,Yes,661747,2996002
23,Yes,661748,3041339
3,Yes,661748,2970096
4,Yes,661748,3067245
1,Yes,661748,3034863
11,Yes,661748,3047815
43,Yes,661748,2983049
5,Yes,661748,3008956
8,Yes,661748,3028386
2,Yes,661748,3054292
14,Yes,661749,3060769
20,Yes,661749,2996003
8,Yes,661749,3015433
5,Yes,661749,2976574
35,Yes,661749,2989526
2,Yes,661749,3060770
16,Yes,661749,2976573
4,Yes,661750,3047818
5,Yes,661750,2983052
14,Yes,661750,2983051
15,Yes,661750,3002481
7,Yes,661750,2976575
12,Yes,661750,3041341
6,Yes,661750,3021912
5,Yes,661750,3041342
11,Yes,661750,3047817
15,Yes,661750,3015434
6,Yes,661750,3002482
10,No ,661751,2983254
64,No ,661751,3022114
17,No ,661751,3002684
3,No ,661751,3048020
2,No ,661751,3028591
4,No ,661751,3041544
3,Yes,661752,3009196
6,Yes,661752,2983289
11,Yes,661752,2996242
11,Yes,661752,2976812
6,Yes,661752,3002719
7,Yes,661752,3022149
3,Yes,661752,3028626
8,Yes,661752,3015672
3,Yes,661752,3048055
11,Yes,661752,3061008
3,Yes,661752,3041579
28,Yes,661752,2989765
2,Yes,661753,2996006
2,Yes,661753,3034866
1,Yes,661753,2976576
17,Yes,661753,3008959
1,Yes,661753,3060772
2,Yes,661753,2989529
3,Yes,661753,3054295
5,Yes,661753,2970099
12,Yes,661753,3067248
1,Yes,661753,3015436
54,Yes,661753,3028389
11,Yes,661754,3002483
4,Yes,661754,3067249
17,Yes,661754,3021913
3,Yes,661754,2970100
14,Yes,661754,3034867
9,Yes,661754,3028390
12,Yes,661754,3041343
4,Yes,661754,3008960
9,Yes,661754,3047819
3,Yes,661754,3054296
14,Yes,661754,2983053
11,Yes,661755,2989530
5,Yes,661755,3008961
15,Yes,661755,2976577
4,Yes,661755,2970101
4,Yes,661755,3054297
11,Yes,661755,3021914
6,Yes,661755,2996007
14,Yes,661755,3060773
7,Yes,661755,3002484
5,Yes,661755,2983054
12,Yes,661755,3015437
6,Yes,661755,3028391
3,Yes,661756,3021915
17,Yes,661756,2996008
6,Yes,661756,3015438
10,Yes,661756,2976578
29,Yes,661756,3034868
29,Yes,661756,2989531
6,Yes,661756,3060774
14,Yes,661757,3028392
9,Yes,661757,2983055
16,Yes,661757,3041345
5,Yes,661757,3054298
7,Yes,661757,2970102
24,Yes,661757,3002485
5,Yes,661757,3008962
7,Yes,661757,3067251
13,Yes,661757,3047821
50,No ,661758,3010383
10,No ,661758,2978000
35,No ,661758,3016860
5,No ,661758,2997430
5,Yes,661759,3021916
10,Yes,661759,2989532
5,Yes,661759,2996009
38,Yes,661759,3034869
13,Yes,661759,3015439
14,Yes,661759,3060775
15,Yes,661759,2976579
1,Yes,661760,2970103
50,Yes,661760,3002486
5,Yes,661760,3028393
17,Yes,661760,3041346
1,Yes,661760,3008963
5,Yes,661760,3047822
20,Yes,661760,2983056
1,Yes,661760,3067252
4,No ,661761,3003907
1,No ,661761,3036290
86,No ,661761,3042766
9,No ,661761,3023337
16,No ,661762,3054497
31,No ,661762,3009161
3,No ,661762,2989731
7,No ,661762,3035068
19,No ,661762,2970301
24,No ,661762,3067450
8,Yes,661763,3002487
9,Yes,661763,3034870
8,Yes,661763,2983057
7,Yes,661763,3047823
9,Yes,661763,3015440
6,Yes,661763,3060776
8,Yes,661763,2996010
9,Yes,661763,2989533
7,Yes,661763,3041347
6,Yes,661763,2976580
16,Yes,661763,3054299
7,Yes,661763,3021917
3,Yes,661764,2983061
3,Yes,661764,3034875
5,Yes,661764,2989538
8,Yes,661764,3067257
7,Yes,661764,3008968
5,Yes,661764,3054304
5,Yes,661764,2970108
20,Yes,661764,3002491
10,Yes,661764,3047827
16,Yes,661764,3041351
3,Yes,661764,2996015
15,Yes,661764,3028398
4,Yes,661765,3015441
1,Yes,661765,2983058
2,Yes,661765,2996011
17,Yes,661765,3028394
6,Yes,661765,2976581
6,Yes,661765,2989534
5,Yes,661765,3060777
6,Yes,661765,3067253
7,Yes,661765,3054300
24,Yes,661765,3008964
2,Yes,661765,3021918
2,Yes,661765,3002488
11,Yes,661765,2970104
7,Yes,661765,3034871
31,Yes,661766,3015442
20,Yes,661766,3021919
6,Yes,661766,3002489
43,Yes,661766,3060778
7,Yes,661767,3002492
11,Yes,661767,3015445
3,Yes,661767,3047828
6,Yes,661767,2983062
20,Yes,661767,3060781
34,Yes,661767,2976585
3,Yes,661767,3028399
2,Yes,661767,3008969
4,Yes,661767,3041352
10,Yes,661767,3021922
1,Yes,661768,3041353
9,Yes,661768,3021923
5,Yes,661768,2983063
15,Yes,661768,3015446
5,Yes,661768,3002493
1,Yes,661768,3047829
64,Yes,661768,3060782
6,Yes,661769,3021924
9,No ,661769,3067259
18,Yes,661769,3034877
2,Yes,661769,2983064
26,Yes,661769,3028400
9,Yes,661769,2976587
15,Yes,661769,3008970
15,Yes,661769,2996017
3,Yes,661770,3035059
14,Yes,661770,3009151
9,Yes,661770,3028581
4,Yes,661770,3048011
4,Yes,661770,3067441
8,Yes,661770,3035058
4,Yes,661770,3002675
6,Yes,661770,3015628
3,Yes,661770,2983245
3,Yes,661770,2970292
3,Yes,661770,2989722
6,Yes,661770,3022105
3,Yes,661770,3054488
4,Yes,661770,3041535
4,Yes,661770,3009152
6,Yes,661770,3054487
12,Yes,661770,2970291
4,Yes,661770,3028582
8,Yes,661771,2983075
55,Yes,661771,3021935
32,Yes,661771,3002505
5,Yes,661771,3041365
20,Yes,661772,3028412
1,Yes,661772,2989552
3,Yes,661772,3034889
22,Yes,661772,3067271
11,Yes,661772,2970122
31,Yes,661772,3047841
6,Yes,661772,3008982
6,Yes,661772,3054318
39,No ,661773,3062196
3,No ,661773,2990954
7,No ,661773,3029814
8,No ,661773,2965047
1,No ,661773,3049243
40,No ,661773,2971524
2,No ,661773,2984477
5,Yes,661774,3047842
3,Yes,661774,2996275
5,Yes,661774,2983076
9,Yes,661774,3015459
15,Yes,661774,3060795
4,Yes,661774,3021936
3,Yes,661774,3067272
13,Yes,661774,2976599
16,Yes,661774,2996029
4,Yes,661774,3028413
5,Yes,661774,3041366
4,Yes,661774,3008983
3,Yes,661774,2970123
8,Yes,661774,3002506
3,Yes,661774,3054319
7,Yes,661775,3021937
19,Yes,661775,3034890
3,Yes,661775,2983077
5,Yes,661775,2996030
12,Yes,661775,2976600
14,Yes,661775,2989553
8,Yes,661775,3015460
4,Yes,661775,3047843
4,Yes,661775,3028414
4,Yes,661775,3041367
11,Yes,661775,3060796
5,Yes,661775,3002507
4,Yes,661775,3008984
23,Yes,661776,3067273
13,Yes,661776,2970124
9,Yes,661776,2989554
7,Yes,661776,2996031
6,Yes,661776,3060797
13,Yes,661776,3054320
7,Yes,661776,2976601
6,Yes,661776,3015461
10,Yes,661776,3034891
6,Yes,661776,3021938
18,No ,661777,2997431
33,No ,661777,3010384
10,No ,661777,3055720
35,No ,661777,3016861
4,No ,661777,2978001
2,Yes,661778,3034892
30,Yes,661778,2983078
2,Yes,661778,3067274
12,Yes,661778,3047844
1,Yes,661778,2989555
2,Yes,661778,3008985
29,Yes,661778,3041368
2,Yes,661778,3028415
17,Yes,661778,3002508
2,Yes,661778,2970125
1,Yes,661778,3054321
7,No ,661779,3067454
6,No ,661779,2970305
12,No ,661779,2983258
15,No ,661779,3002688
8,No ,661779,3048024
35,No ,661779,3022118
5,No ,661779,3009165
9,No ,661779,3041548
3,No ,661779,3054501
9,No ,661780,3029815
32,No ,661780,3042767
6,No ,661780,3062197
14,No ,661780,3049244
14,No ,661780,3023338
5,No ,661780,3036291
9,No ,661780,2984478
9,No ,661780,3003908
2,No ,661780,2965048
5,No ,661781,3035071
7,No ,661781,3067453
3,No ,661781,3054500
20,No ,661781,3002687
6,No ,661781,2970304
13,No ,661781,2983257
7,No ,661781,3048023
8,No ,661781,3028594
2,No ,661781,3015641
2,No ,661781,3060977
9,No ,661781,3041547
5,No ,661781,3009164
5,No ,661781,2989734
3,No ,661781,2996211
5,No ,661781,2976781
6,Yes,661782,3021939
1,Yes,661782,3041369
1,Yes,661782,3028416
1,Yes,661782,3047845
17,Yes,661782,3060798
1,Yes,661782,2983079
9,Yes,661782,3015462
3,Yes,661782,3002509
27,Yes,661782,2976602
34,Yes,661782,2996032
7,No ,661783,3002689
8,No ,661783,3022119
9,No ,661783,3015642
35,No ,661783,2996212
31,No ,661783,2976782
10,No ,661783,3060978
38,No ,661784,2983259
9,No ,661784,3067455
32,No ,661784,3048025
6,No ,661784,3028596
10,No ,661784,3041549
5,No ,661784,3009166
7,Yes,661785,2996021
7,Yes,661785,2989544
5,Yes,661785,2976591
14,Yes,661785,3054310
14,Yes,661785,2970114
45,Yes,661785,3067263
8,Yes,661785,3034881
5,No ,661786,3041545
18,No ,661786,2976778
7,No ,661786,3015638
10,No ,661786,3060974
4,No ,661786,3048021
36,No ,661786,2996208
5,No ,661786,2983255
5,No ,661786,3002685
10,No ,661786,3022115
8,No ,661787,3023339
10,No ,661787,3003909
4,No ,661787,3016862
5,No ,661787,3036292
1,No ,661787,2978002
5,No ,661787,2997432
33,No ,661787,3042768
5,No ,661787,3010385
3,No ,661787,2990955
15,No ,661787,2971525
11,No ,661787,3055721
3,Yes,661788,2983068
10,Yes,661788,3002498
18,Yes,661788,3015451
52,Yes,661788,3060787
2,Yes,661788,3041358
15,Yes,661788,3021928
8,No ,661789,3035069
23,No ,661789,3009162
23,No ,661789,3028592
15,No ,661789,2989732
10,No ,661789,3054498
11,No ,661789,3067451
10,No ,661789,2970302
4,No ,661790,3035070
11,No ,661790,2970303
12,No ,661790,3067452
7,No ,661790,3054499
50,No ,661790,3028593
16,No ,661790,3009163
17,Yes,661791,3060949
2,Yes,661791,2976753
2,Yes,661791,3028566
2,Yes,661791,3035043
3,Yes,661791,3047995
5,Yes,661791,2983229
13,Yes,661791,3015612
24,Yes,661791,3060948
10,Yes,661791,3022089
3,Yes,661791,3067425
2,Yes,661791,2989706
6,Yes,661791,3002659
2,Yes,661791,2996183
3,Yes,661791,3009136
2,Yes,661791,3041519
2,Yes,661791,2970276
2,Yes,661791,3054472
2,Yes,661792,3028555
16,Yes,661792,3060937
2,Yes,661792,2970265
3,Yes,661792,2983218
23,Yes,661792,3015601
35,Yes,661792,2976741
3,Yes,661792,3002648
2,Yes,661792,3047984
2,Yes,661792,3067414
2,Yes,661792,3009125
3,Yes,661792,3041508
7,Yes,661792,3022078
5,Yes,661793,3034882
21,Yes,661793,3028405
4,Yes,661793,2996022
11,Yes,661793,3008975
4,Yes,661793,2976592
5,Yes,661793,2989545
4,Yes,661793,3060788
7,Yes,661793,2970115
27,Yes,661793,3047834
6,Yes,661793,3067264
6,Yes,661793,3054311
16,No ,661794,3022117
23,No ,661794,2989733
7,No ,661794,2976780
30,No ,661794,3060976
15,No ,661794,2996210
9,No ,661794,3015640
3,Yes,661795,2970116
6,Yes,661795,2983069
5,Yes,661795,3067265
20,Yes,661795,3021929
3,Yes,661795,3054312
3,Yes,661795,3034883
14,Yes,661795,3002499
23,Yes,661795,3015452
5,Yes,661795,3028406
6,Yes,661795,3047835
5,Yes,661795,3008976
7,Yes,661795,3041359
40,No ,661796,3062198
30,No ,661796,3049245
30,No ,661796,2965049
45,Yes,661797,2989551
13,Yes,661797,2976598
30,Yes,661797,2996028
7,Yes,661797,3060794
5,Yes,661797,3015458
8,Yes,661798,2989723
4,Yes,661798,2996200
5,Yes,661798,3002677
6,Yes,661798,3060966
4,Yes,661798,2983247
16,Yes,661798,3028583
5,Yes,661798,3015630
9,Yes,661798,2970293
10,Yes,661798,3067442
6,Yes,661798,3022107
3,Yes,661798,3035060
6,Yes,661798,2976770
9,Yes,661798,3009153
9,Yes,661798,3054489
8,Yes,661799,2983246
7,Yes,661799,3041536
7,Yes,661799,3022106
13,Yes,661799,2976769
11,Yes,661799,3060965
32,Yes,661799,2996199
5,Yes,661799,3002676
10,Yes,661799,3015629
7,Yes,661799,3048012
5,No ,661800,3067456
9,No ,661800,3048026
4,No ,661800,2970307
4,No ,661800,2996214
11,No ,661800,2989736
5,No ,661800,2989737
22,No ,661800,3022120
7,No ,661800,3009167
12,No ,661800,3041550
5,No ,661800,3054503
7,No ,661800,3028597
5,No ,661800,2976783
4,No ,661800,3035074
7,Yes,661801,3054322
9,Yes,661801,2970126
2,Yes,661801,2976603
55,Yes,661801,3008986
5,Yes,661801,2989556
9,Yes,661801,3067275
7,Yes,661801,3034893
6,Yes,661801,2996033
2,No ,661802,3016863
24,No ,661802,2978003
18,No ,661802,3036293
15,No ,661802,2990956
1,No ,661802,3055722
4,No ,661802,2971526
11,No ,661802,3029816
4,No ,661802,2997433
10,No ,661802,3010386
1,No ,661802,3042769
10,No ,661802,2984479
3,Yes,661803,2970127
12,Yes,661803,2983080
7,Yes,661803,3015463
4,Yes,661803,3067276
5,Yes,661803,3028417
1,Yes,661803,3060800
18,Yes,661803,3060799
3,Yes,661803,3034894
3,Yes,661803,3008987
12,Yes,661803,3041370
4,Yes,661803,3054323
3,Yes,661803,2976604
3,Yes,661803,2989557
10,Yes,661803,3021940
3,Yes,661803,2996034
4,Yes,661803,3002510
5,Yes,661803,3047846
4,Yes,661804,2970128
7,Yes,661804,3067277
4,Yes,661804,3054324
1,Yes,661804,2976605
3,Yes,661804,2996035
7,Yes,661804,3008988
7,Yes,661804,3041371
3,Yes,661804,2989558
10,Yes,661804,3002511
6,Yes,661804,3021941
8,Yes,661804,3028418
4,Yes,661804,3034895
8,Yes,661804,3047847
10,Yes,661804,2983081
18,Yes,661804,3015464
4,Yes,661805,3002512
6,Yes,661805,3015465
8,Yes,661805,3047848
6,Yes,661805,3067278
3,Yes,661805,2996036
5,Yes,661805,3028419
5,Yes,661805,3021942
3,Yes,661805,2989559
5,Yes,661805,3008989
4,Yes,661805,3054325
8,Yes,661805,3041372
3,Yes,661805,2970129
4,Yes,661805,3034896
3,Yes,661805,3060802
3,Yes,661805,2976606
1,Yes,661805,3015466
21,Yes,661805,3060801
8,Yes,661805,2983082
6,Yes,661806,3067279
6,Yes,661806,2970130
9,Yes,661806,2983083
7,Yes,661806,3047849
4,Yes,661806,2976607
4,Yes,661806,2996037
8,Yes,661806,3008990
7,Yes,661806,3041373
7,Yes,661806,3028420
13,Yes,661806,3021943
6,Yes,661806,3054326
6,Yes,661806,2989560
11,Yes,661806,3002513
6,Yes,661806,3034897
22,No ,661807,3029817
3,No ,661807,3023340
23,No ,661807,2984480
36,No ,661807,3062199
4,No ,661807,2965050
6,No ,661807,3003910
6,No ,661807,3049246
4,No ,661808,2971527
19,No ,661808,2978004
24,No ,661808,2997434
5,No ,661808,3036294
30,No ,661808,3016864
1,No ,661808,3023341
3,No ,661808,3010387
9,No ,661808,3055723
3,No ,661808,2990957
2,No ,661808,3042770
5,Yes,661809,2976608
3,Yes,661809,3041375
12,Yes,661809,2970131
4,Yes,661809,3002515
4,Yes,661809,3021945
8,Yes,661809,3034898
26,Yes,661809,3060803
3,Yes,661809,2976845
5,Yes,661809,2996038
11,Yes,661809,3054327
5,Yes,661809,2989561
4,Yes,661809,3015468
4,Yes,661809,2983085
3,Yes,661809,3060804
3,Yes,661809,3047851
22,No ,661810,2990958
8,No ,661810,3029818
2,No ,661810,2965051
34,No ,661810,3062200
3,No ,661810,3003911
4,No ,661810,3049247
6,No ,661810,2971528
21,No ,661810,2984481
25,No ,661811,3016865
20,No ,661811,3010388
55,No ,661811,3055724
4,Yes,661812,3002516
4,Yes,661812,3021946
7,Yes,661812,3034899
1,Yes,661812,3008993
3,Yes,661812,3041376
7,Yes,661812,2989562
3,Yes,661812,3028423
10,Yes,661812,2970132
10,Yes,661812,3067281
3,Yes,661812,2983086
5,Yes,661812,3060805
4,Yes,661812,3015469
10,Yes,661812,3028422
5,Yes,661812,3008992
9,Yes,661812,3054328
5,Yes,661812,2976609
7,Yes,661812,2996039
3,Yes,661812,3047852
4,Yes,661813,2989563
5,Yes,661813,2976610
8,Yes,661813,3054329
26,Yes,661813,3067282
1,Yes,661813,3041377
3,Yes,661813,3060806
3,Yes,661813,3015470
1,Yes,661813,2983087
3,Yes,661813,3021947
7,Yes,661813,3034900
3,Yes,661813,3002517
1,Yes,661813,3028424
22,Yes,661813,2970133
1,Yes,661813,3047853
12,Yes,661813,2996040
30,No ,661814,2978005
30,No ,661814,3036295
40,No ,661814,2997435
19,Yes,661815,2989700
8,Yes,661815,3060943
3,Yes,661815,3041514
16,Yes,661815,2996177
5,Yes,661815,2976747
2,Yes,661815,3047990
3,Yes,661815,2983224
4,Yes,661815,3015607
4,Yes,661815,3022084
3,Yes,661815,3002654
33,Yes,661815,3035037
6,Yes,661816,3067419
6,Yes,661816,2970270
12,Yes,661816,2983223
6,Yes,661816,3015606
6,Yes,661816,3002653
10,Yes,661816,3047989
7,Yes,661816,3028560
5,Yes,661816,3009130
6,Yes,661816,3041513
5,Yes,661816,3054466
7,Yes,661816,3022083
9,Yes,661816,2996176
9,Yes,661816,2976746
6,Yes,661816,3060942
4,Yes,661817,3054465
3,Yes,661817,3035036
75,Yes,661817,3009129
3,Yes,661817,2989699
7,Yes,661817,2970269
8,Yes,661817,3067418
2,Yes,661818,2996175
6,Yes,661818,3035035
8,Yes,661818,2970268
49,Yes,661818,3009128
6,Yes,661818,3054464
3,Yes,661818,2989698
26,Yes,661818,3067417
2,Yes,661819,3041512
7,Yes,661819,3022082
1,Yes,661819,3028559
3,Yes,661819,2983222
8,Yes,661819,3015605
60,Yes,661819,2976745
2,Yes,661819,3047988
4,Yes,661819,3002652
13,Yes,661819,3060941
3,Yes,661820,3041511
5,Yes,661820,3002651
2,Yes,661820,3028558
5,Yes,661820,3022081
2,Yes,661820,3047987
2,Yes,661820,2983221
32,Yes,661820,2996174
9,Yes,661820,3015604
11,Yes,661820,3060940
29,Yes,661820,2976744
5,Yes,661821,3009127
55,Yes,661821,3041510
3,Yes,661821,3054463
8,Yes,661821,3028557
2,Yes,661821,2989697
2,Yes,661821,3035034
8,Yes,661821,3067416
12,Yes,661821,3047986
5,Yes,661821,2970267
9,Yes,661822,3022080
49,Yes,661822,2996173
20,Yes,661822,2976743
13,Yes,661822,3060939
3,Yes,661822,3002650
5,Yes,661822,3015603
1,Yes,661822,2983220
7,Yes,661823,3028556
8,Yes,661823,3041509
3,Yes,661823,3035033
6,Yes,661823,3009126
10,Yes,661823,3047985
4,Yes,661823,2970266
3,Yes,661823,3054462
3,Yes,661823,2989696
6,Yes,661823,3067415
37,Yes,661823,3002649
13,Yes,661823,2983219
4,No ,661824,3049248
9,No ,661824,3062201
2,No ,661824,3003912
2,No ,661824,2971529
10,No ,661824,2984482
12,No ,661824,2965052
2,No ,661824,3016866
17,No ,661824,2990959
2,No ,661824,3023342
4,No ,661824,3029819
6,No ,661824,3042771
17,No ,661824,3010389
13,No ,661824,3055725
2,Yes,661825,3002696
5,Yes,661825,2996219
2,Yes,661825,3015649
2,Yes,661825,3022126
3,Yes,661825,3060985
4,Yes,661825,2976789
82,Yes,661825,2989742
11,Yes,661826,2989564
6,Yes,661826,3054330
7,Yes,661826,3067283
2,Yes,661826,3028425
4,Yes,661826,2970134
2,Yes,661826,3041378
11,Yes,661826,3034901
2,Yes,661826,3008995
4,Yes,661826,3021948
2,Yes,661826,3067284
12,Yes,661826,3008994
4,Yes,661826,3002518
5,Yes,661826,3015471
2,Yes,661826,3047854
4,Yes,661826,2983088
10,Yes,661826,2996041
6,Yes,661826,3060807
6,Yes,661826,2976611
5,Yes,661827,2976612
19,Yes,661827,3034902
7,Yes,661827,2996042
5,Yes,661827,3060808
1,Yes,661827,3002519
1,Yes,661827,3015472
1,Yes,661827,3021949
11,Yes,661827,2989565
19,Yes,661827,3054331
31,Yes,661827,2970135
4,Yes,661828,2976742
5,Yes,661828,2996172
4,Yes,661828,3060938
3,Yes,661828,3015602
7,Yes,661828,2989695
50,Yes,661828,3054461
2,Yes,661828,3022079
25,Yes,661828,3035032
6,Yes,661829,3054332
7,Yes,661829,2970136
2,Yes,661829,3034903
1,Yes,661829,3015473
13,Yes,661829,3047855
7,Yes,661829,3067285
18,Yes,661829,2983089
1,Yes,661829,3021950
2,Yes,661829,2996043
21,Yes,661829,3028426
1,Yes,661829,2976613
11,Yes,661829,3008996
2,Yes,661829,2989566
7,Yes,661829,3041379
1,Yes,661829,3060809
4,Yes,661830,3002673
35,Yes,661830,3060962
1,Yes,661830,2983243
9,Yes,661830,3015626
46,Yes,661830,2976766
4,Yes,661830,3022103
1,Yes,661830,3041533
2,Yes,661831,3015650
5,Yes,661831,2970313
2,Yes,661831,3067462
5,Yes,661831,2989743
4,Yes,661831,3054509
5,Yes,661831,2996220
7,Yes,661831,3028603
21,Yes,661831,3041556
5,Yes,661831,3009173
2,Yes,661831,2976790
4,Yes,661831,3060986
22,Yes,661831,2983266
7,Yes,661831,3035080
9,Yes,661831,3048032
5,Yes,661832,2989738
15,Yes,661832,3054504
10,Yes,661832,2996196
5,Yes,661832,3060981
14,Yes,661832,2970289
7,Yes,661832,3035075
5,Yes,661832,2996215
5,Yes,661832,2976785
5,Yes,661832,3035056
17,Yes,661832,2989719
12,Yes,661832,3054485
12,Yes,661833,3028427
19,Yes,661833,3041380
9,Yes,661833,3047856
12,Yes,661833,2983090
9,Yes,661833,3067286
23,Yes,661833,3002520
7,Yes,661833,2970137
9,Yes,661833,3008997
27,Yes,661834,2976614
25,Yes,661834,3060810
6,Yes,661834,2989568
6,Yes,661834,2996045
8,Yes,661834,3028428
8,Yes,661834,3008998
2,Yes,661834,3060811
4,Yes,661834,2976615
4,Yes,661834,3054334
8,Yes,661834,2970138
2,Yes,661834,3015475
2,Yes,661835,3015476
2,Yes,661835,3028429
2,Yes,661835,3060812
5,Yes,661835,2970139
17,Yes,661835,2983092
4,Yes,661835,2989569
4,Yes,661835,2976616
14,Yes,661835,3021952
6,Yes,661835,3008999
11,Yes,661835,3041382
4,Yes,661835,3054335
5,Yes,661835,3067288
7,Yes,661835,3002522
11,Yes,661835,3047858
2,Yes,661835,3021953
4,Yes,661835,3034906
18,Yes,661836,3002523
6,Yes,661836,2970140
2,Yes,661836,2976617
8,Yes,661836,3009000
2,Yes,661836,3021954
5,Yes,661836,3054336
2,Yes,661836,3067289
2,Yes,661836,3002524
5,Yes,661836,3034907
8,Yes,661836,3047859
16,Yes,661836,2983093
2,Yes,661836,2996047
1,Yes,661836,2983094
1,Yes,661836,3015477
8,Yes,661836,3028430
8,Yes,661836,3041383
4,Yes,661836,2989570
2,Yes,661836,3060813
3,Yes,661837,2970149
23,Yes,661837,3021962
4,Yes,661837,3067298
10,Yes,661837,3047868
7,Yes,661837,3009009
19,Yes,661837,3002532
12,Yes,661837,2983102
10,Yes,661837,3028439
12,Yes,661837,3041392
12,Yes,661838,2976626
4,Yes,661838,3028440
4,Yes,661838,2996056
4,Yes,661838,2983103
11,Yes,661838,3015486
11,Yes,661838,3060822
2,Yes,661838,3009010
4,Yes,661838,3041393
7,Yes,661838,3021963
8,Yes,661838,3002533
8,Yes,661838,3034916
2,Yes,661838,3047869
8,Yes,661838,2989579
15,Yes,661838,3054345
22,Yes,661839,3067299
3,Yes,661839,3021964
7,Yes,661839,2996057
7,Yes,661839,2989580
6,Yes,661839,2976627
20,Yes,661839,2970150
17,Yes,661839,3054346
5,Yes,661839,3060823
5,Yes,661839,3034917
3,Yes,661839,3002534
5,Yes,661839,3015487
8,Yes,661840,2989581
8,Yes,661840,2970151
1,Yes,661840,3028442
4,Yes,661840,2976628
10,Yes,661840,3009011
8,Yes,661840,3054347
9,Yes,661840,3041394
1,Yes,661840,3047871
2,Yes,661840,3060824
2,Yes,661840,2983105
4,Yes,661840,3015488
4,Yes,661840,3028441
2,Yes,661840,3021965
2,Yes,661840,3002535
6,Yes,661840,3034918
5,Yes,661840,2996058
6,Yes,661840,2983104
1,Yes,661840,3009012
2,Yes,661840,3041395
9,Yes,661840,3067300
6,Yes,661840,3047870
7,Yes,661841,2976629
8,Yes,661841,2989582
6,Yes,661841,3021966
9,Yes,661841,3034919
12,Yes,661841,3067301
11,Yes,661841,3054348
12,Yes,661841,2970152
2,Yes,661841,3028443
2,Yes,661841,3041396
5,Yes,661841,3002536
4,Yes,661841,2983106
5,Yes,661841,3015489
2,Yes,661841,3047872
7,Yes,661841,3060825
8,Yes,661841,2996059
10,Yes,661842,2970153
12,Yes,661842,3067302
5,Yes,661842,3021967
7,Yes,661842,3054349
14,Yes,661842,3009013
6,Yes,661842,3034920
2,Yes,661842,3015490
5,Yes,661842,2983107
7,Yes,661842,2996060
7,Yes,661842,3060826
7,Yes,661842,2976630
8,Yes,661842,2989583
5,Yes,661842,3041397
5,Yes,661842,3002537
1,Yes,661843,2970154
61,Yes,661843,3047873
2,Yes,661843,3067303
31,Yes,661843,3028444
5,Yes,661843,3009014
6,Yes,661844,2983267
61,Yes,661844,3022127
2,Yes,661844,3009174
2,Yes,661844,3041557
3,Yes,661844,3067463
21,Yes,661844,3002697
2,Yes,661844,3048033
3,Yes,661844,3028604
8,Yes,661845,2970271
11,Yes,661845,3067420
9,Yes,661845,3054467
13,Yes,661845,3009131
5,Yes,661845,2976748
4,Yes,661845,3060944
5,Yes,661845,2996178
32,Yes,661845,3028561
6,Yes,661845,2989701
7,Yes,661845,3035038
11,Yes,661846,2976631
17,Yes,661846,2989584
16,Yes,661846,2996061
4,Yes,661846,2983108
4,Yes,661846,3021968
8,Yes,661846,3034921
2,Yes,661846,3067304
6,Yes,661846,3015491
4,Yes,661846,3047874
2,Yes,661846,3028445
4,Yes,661846,3041398
10,Yes,661846,3054350
2,Yes,661846,3009015
4,Yes,661846,3002538
1,Yes,661846,2970155
5,Yes,661846,3060827
1,Yes,661847,3022128
1,Yes,661847,3009175
7,Yes,661847,2976791
6,Yes,661847,3060987
6,Yes,661847,3054510
9,Yes,661847,2989744
1,Yes,661847,3028605
