ComponentPercent,MajorComponent,MUKEY,COKEY
35,Yes,661949,3048017
6,Yes,661949,3009158
2,Yes,661949,3054494
15,Yes,661949,3028588
6,Yes,661950,3002681
20,Yes,661950,3060970
2,Yes,661950,2983251
13,Yes,661950,3015634
53,Yes,661950,2976774
6,Yes,661950,3022111
2,No ,661951,3042775
15,No ,661951,3055728
1,No ,661951,3010392
11,No ,661951,2978009
1,No ,661951,2990962
3,No ,661951,3023345
1,No ,661951,2965055
2,No ,661951,3042774
1,No ,661951,2971532
1,No ,661951,2984485
5,No ,661951,3036299
1,No ,661951,3023346
2,No ,661951,3049251
4,No ,661951,3003915
12,No ,661951,3036298
1,No ,661951,3016869
2,No ,661951,3029822
4,No ,661951,2997439
31,No ,661951,3062204
6,No ,661952,3016870
2,No ,661952,3029823
2,No ,661952,3010393
8,No ,661952,2984486
20,No ,661952,2971533
1,No ,661952,2990963
2,No ,661952,3049252
15,No ,661952,2965056
5,No ,661952,3062205
2,No ,661952,2997440
11,No ,661952,3003916
26,No ,661952,3055729
13,No ,661953,3003917
37,No ,661953,3042776
25,No ,661953,2978010
8,No ,661953,3023347
17,No ,661953,3036300
2,No ,661954,3054447
3,No ,661954,2970251
2,No ,661954,2989681
16,No ,661954,3067400
40,No ,661954,3028541
1,No ,661954,2996158
35,No ,661954,3009111
1,No ,661954,3035018
60,No ,661955,3062206
40,No ,661955,2965057
9,No ,661956,2984487
12,No ,661956,3049253
38,No ,661956,3029824
41,No ,661956,2990964
11,No ,661957,3036301
13,No ,661957,2971534
21,No ,661957,3055730
2,No ,661957,2978011
42,No ,661957,3010394
7,No ,661957,2997441
4,No ,661957,3016871
18,No ,661958,3015570
5,No ,661958,3067383
9,No ,661958,2983187
6,No ,661958,3009094
6,No ,661958,3028524
7,No ,661958,3047953
8,No ,661958,3041477
5,No ,661958,3054430
9,No ,661958,3022047
5,No ,661958,2970234
22,No ,661958,3002617
21,No ,661959,2976711
7,No ,661959,3022048
8,No ,661959,2996141
10,No ,661959,3015571
14,No ,661959,3060907
3,No ,661959,3002618
23,No ,661959,3035001
14,No ,661959,2989664
20,No ,661960,2989665
4,No ,661960,3015572
4,No ,661960,3047955
4,No ,661960,3060908
9,No ,661960,2996142
7,No ,661960,2983189
4,No ,661960,3028526
3,No ,661960,3041479
12,No ,661960,2976712
15,No ,661960,3022049
3,No ,661960,3067385
12,No ,661960,3002619
3,No ,661960,3009096
4,No ,661961,3035002
8,No ,661961,3067384
15,No ,661961,3028525
7,No ,661961,2970235
5,No ,661961,3054431
16,No ,661961,3047954
28,No ,661961,2983188
8,No ,661961,3009095
9,No ,661961,3041478
2,No ,661962,3015573
1,No ,661962,3060909
42,No ,661962,2970236
19,No ,661962,3054432
3,No ,661962,2976713
5,No ,661962,2996143
1,No ,661962,3002620
1,No ,661962,3022050
26,No ,661962,3035003
3,No ,661963,3041481
2,No ,661963,3009098
9,No ,661963,3022051
1,No ,661963,3067387
3,No ,661963,3060910
8,No ,661963,2996144
10,No ,661963,2976714
3,No ,661963,2983191
4,No ,661963,3002621
13,No ,661963,3015574
2,No ,661963,3047957
40,No ,661963,2989667
2,No ,661963,3028528
3,No ,661964,3028529
2,No ,661964,3060912
3,No ,661964,2976716
11,No ,661964,3047958
20,No ,661964,2983192
6,No ,661964,3041482
8,No ,661964,3054435
6,No ,661964,2970239
6,No ,661964,2989669
11,No ,661964,3067388
7,No ,661964,3035006
3,No ,661964,2996146
14,No ,661964,3009099
2,No ,661965,3022052
15,No ,661965,2989668
2,No ,661965,3060911
24,No ,661965,2970238
20,No ,661965,3054434
1,No ,661965,3002622
2,No ,661965,3015575
19,No ,661965,3035005
8,No ,661965,2996145
7,No ,661965,2976715
2,Yes,661966,2976813
32,Yes,661966,3054532
9,No ,661966,2970336
34,Yes,661966,3067485
11,Yes,661966,3035103
2,Yes,661966,3061009
7,Yes,661966,2989766
3,Yes,661966,2996243
3,Yes,661967,3041463
4,Yes,661967,3034986
14,Yes,661967,3067368
4,Yes,661967,3022033
3,Yes,661967,3060892
4,Yes,661967,2996126
27,Yes,661967,3009079
5,Yes,661967,2989649
4,Yes,661967,2976696
13,Yes,661967,2970219
4,Yes,661967,3054415
4,Yes,661967,2983173
4,Yes,661967,3015556
4,Yes,661967,3002603
3,Yes,661967,3047939
2,Yes,661968,3022034
2,Yes,661968,3002604
7,Yes,661968,3034987
16,Yes,661968,3009080
8,Yes,661968,3054416
4,Yes,661968,3015557
4,Yes,661968,3060893
4,Yes,661968,2976697
4,Yes,661968,2996127
19,Yes,661968,3028510
11,Yes,661968,2970220
5,Yes,661968,2989650
14,Yes,661968,3067369
3,Yes,661969,3060894
2,Yes,661969,3015558
7,Yes,661969,3034988
1,Yes,661969,3022035
4,Yes,661969,3047940
7,Yes,661969,2970221
15,Yes,661969,3041464
7,Yes,661969,3054417
4,Yes,661969,2976698
13,Yes,661969,3009081
5,Yes,661969,2989651
17,Yes,661969,2983174
7,Yes,661969,3067370
4,Yes,661969,3028511
4,Yes,661969,2996128
24,Yes,661970,2983175
6,Yes,661970,3047941
8,Yes,661970,3028512
10,Yes,661970,3041465
5,Yes,661970,3009082
2,Yes,661970,3054418
5,Yes,661970,2970222
33,Yes,661970,3002605
7,Yes,661970,3067371
6,Yes,661971,3022036
25,Yes,661971,3034989
2,Yes,661971,3047942
4,Yes,661971,3002606
2,Yes,661971,3041466
2,Yes,661971,3028513
17,Yes,661971,2989652
11,Yes,661971,2976699
9,Yes,661971,3060895
12,Yes,661971,2996129
2,Yes,661971,2983176
8,Yes,661971,3015559
2,Yes,661972,3022037
11,Yes,661972,3034990
5,Yes,661972,2996130
3,Yes,661972,3060896
3,Yes,661972,3015560
3,Yes,661972,2976700
34,Yes,661972,3009083
6,Yes,661972,2989653
5,Yes,661972,3054419
7,Yes,661972,2970223
21,Yes,661972,3067372
6,Yes,661973,3047943
6,Yes,661973,3034991
15,Yes,661973,2983177
8,Yes,661973,3067373
5,Yes,661973,2989654
6,Yes,661973,2970224
19,Yes,661973,3002607
5,Yes,661973,3054420
5,Yes,661973,3028514
13,Yes,661973,3009084
12,Yes,661973,3041467
12,Yes,661974,3002608
5,Yes,661974,3047944
11,Yes,661974,3015561
7,Yes,661974,2983178
13,Yes,661974,3060897
13,Yes,661974,2976701
19,Yes,661974,2996131
5,Yes,661974,3028515
5,Yes,661974,3041468
4,Yes,661974,3009085
6,Yes,661974,3022038
4,No ,661975,3002595
4,No ,661975,3022025
3,No ,661975,3041455
3,No ,661975,2983165
2,No ,661975,3028502
36,No ,661975,2989641
26,No ,661975,2996118
2,No ,661975,3047931
6,Yes,661975,3060884
2,No ,661975,3015548
12,No ,661975,2976688
11,Yes,661976,3034970
5,Yes,661976,2996110
5,Yes,661976,2976680
7,Yes,661976,2989633
23,Yes,661976,2970203
10,Yes,661976,3054399
5,Yes,661976,3060876
34,Yes,661976,3067352
42,Yes,661977,3022016
2,Yes,661977,3009063
4,Yes,661977,3041446
8,Yes,661977,3028493
10,Yes,661977,3002586
25,Yes,661977,2983156
9,Yes,661977,3047922
7,Yes,661978,3015539
7,Yes,661978,2996109
9,Yes,661978,3060875
11,Yes,661978,2976679
32,Yes,661978,3054398
20,Yes,661978,2989632
14,Yes,661978,3034969
12,Yes,661979,2976702
11,Yes,661979,3054421
5,Yes,661979,3022039
8,Yes,661979,2970225
22,Yes,661979,3067374
8,Yes,661979,2989655
8,Yes,661979,2996132
5,Yes,661979,3060898
6,Yes,661979,3015562
5,Yes,661979,3002609
10,Yes,661979,3034992
40,No ,661980,3049254
3,No ,661980,3062207
24,No ,661980,3003918
18,No ,661980,3023348
8,No ,661980,3042777
7,No ,661980,2965058
13,No ,661981,2997442
2,No ,661981,2984489
4,No ,661981,3016872
1,No ,661981,3029825
2,No ,661981,2965059
2,No ,661981,2990966
11,No ,661981,3003919
29,No ,661981,3036302
2,No ,661981,3023349
1,No ,661981,2984488
4,No ,661981,3042778
2,No ,661981,3049255
4,No ,661981,3062208
2,No ,661981,2990965
3,No ,661981,3010395
3,No ,661981,3055731
6,No ,661981,2978012
5,No ,661981,3029826
4,No ,661981,2971535
6,Yes,661982,3028492
5,Yes,661982,3009062
7,Yes,661982,3041445
13,Yes,661982,3022015
5,Yes,661982,3067351
5,Yes,661982,2970202
19,Yes,661982,3002585
10,Yes,661982,2983155
23,Yes,661982,3015538
7,Yes,661982,3047921
5,Yes,661983,3034993
6,Yes,661983,3028516
4,Yes,661983,2976703
4,Yes,661983,2996133
4,Yes,661983,3060899
4,Yes,661983,3015563
2,Yes,661983,3047946
8,Yes,661983,3041469
6,Yes,661983,3067375
24,Yes,661983,2983179
2,Yes,661983,3041470
16,Yes,661983,3047945
4,Yes,661983,2983180
5,Yes,661983,3009086
6,Yes,661983,3054422
20,Yes,661984,2970229
3,Yes,661984,2996136
3,Yes,661984,2989659
48,Yes,661984,3067378
19,Yes,661984,3054425
7,Yes,661984,3034996
2,No ,661985,2971536
13,No ,661985,3055732
10,No ,661985,3010396
28,No ,661985,3042779
3,No ,661985,2978013
1,No ,661985,3023350
2,No ,661985,3036303
18,No ,661985,2965060
5,No ,661985,2997443
1,No ,661985,3003920
15,No ,661985,3016873
2,No ,661985,3062209
3,No ,661986,2971537
9,No ,661986,2984490
15,No ,661986,3042780
5,No ,661986,3010397
4,No ,661986,2978014
4,No ,661986,2965061
18,No ,661986,2997444
9,No ,661986,3055733
3,No ,661986,3062210
4,No ,661986,3029827
1,No ,661986,2990967
4,No ,661986,3003921
2,No ,661986,3049256
1,No ,661986,3023351
6,No ,661986,3036304
12,No ,661986,3016874
20,No ,661987,2984491
5,No ,661987,2990968
15,No ,661987,2971538
20,No ,661987,3055734
10,No ,661987,3049257
10,No ,661987,3010398
20,No ,661987,3029828
5,Yes,661988,3022044
13,Yes,661988,2996137
6,Yes,661988,3060903
24,Yes,661988,3054426
2,Yes,661988,3028521
19,Yes,661988,2989660
2,Yes,661988,3009091
4,Yes,661988,3041474
5,Yes,661988,3015567
2,Yes,661988,3067380
4,Yes,661988,3002614
4,Yes,661988,3047950
4,Yes,661988,2983184
6,Yes,661988,2976707
7,Yes,661989,3028520
52,Yes,661989,2976706
16,Yes,661989,2983183
24,Yes,661989,3022043
1,Yes,661989,3009090
29,Yes,661990,2970231
14,Yes,661990,3054427
3,Yes,661990,3060904
17,Yes,661990,2989661
3,Yes,661990,3002615
10,Yes,661990,3034998
7,Yes,661990,2976708
8,Yes,661990,2996138
3,Yes,661990,2983185
3,Yes,661990,3015568
3,Yes,661990,3022045
6,Yes,661991,2970232
24,Yes,661991,3047951
7,Yes,661991,3067381
38,Yes,661991,3041475
3,Yes,661991,2989662
3,Yes,661991,3009092
5,Yes,661991,3054428
3,Yes,661991,3034999
11,Yes,661991,3028522
10,Yes,661992,2996108
5,Yes,661992,2976678
11,Yes,661992,2989631
5,Yes,661992,3060874
12,Yes,661992,3034968
20,Yes,661992,3054397
37,Yes,661992,2970201
9,Yes,661993,2983154
20,Yes,661993,3002584
8,Yes,661993,3047920
7,Yes,661993,3028491
9,Yes,661993,3041444
3,Yes,661993,3067350
37,Yes,661993,3022014
7,Yes,661993,3009061
26,Yes,661994,3009060
13,Yes,661994,3067349
9,Yes,661994,3034967
2,Yes,661994,3015537
7,Yes,661994,2989630
24,Yes,661994,2970200
8,Yes,661994,3054396
6,Yes,661994,2996107
3,Yes,661994,2976677
2,Yes,661994,3060873
2,Yes,661995,3028490
2,Yes,661995,3041443
14,Yes,661995,3060872
11,Yes,661995,3022013
10,Yes,661995,3015536
2,Yes,661995,3047919
6,Yes,661995,3002583
3,Yes,661995,2983153
36,Yes,661995,2996106
14,Yes,661995,2976676
5,No ,661996,2996119
2,Yes,661996,3015549
9,No ,661996,3034979
13,No ,661996,3054408
12,No ,661996,3067361
5,No ,661996,2976689
7,No ,661996,2989642
19,No ,661996,2970212
26,No ,661996,3009072
2,No ,661996,3060885
11,No ,661997,3047932
15,No ,661997,2983166
3,Yes,661997,2970213
3,No ,661997,3067362
28,No ,661997,3022026
9,No ,661997,3002596
8,Yes,661997,3009073
15,No ,661997,3041456
8,Yes,661997,3028503
35,No ,661998,3023352
14,No ,661998,2997445
3,No ,661998,3042781
33,No ,661998,2978015
11,No ,661998,3016875
4,No ,661998,3036305
2,Yes,661999,3002597
13,No ,661999,3034980
22,No ,661999,2996120
9,No ,661999,3060886
5,Yes,661999,3015550
3,No ,661999,3022027
13,No ,661999,3054409
11,No ,661999,2976690
22,Yes,661999,2989643
4,No ,662000,3003922
37,No ,662000,3049258
8,No ,662000,3010399
3,No ,662000,3055735
12,No ,662000,2990969
8,No ,662000,2984492
3,No ,662000,2965062
18,No ,662000,2971539
5,No ,662000,3029829
2,No ,662000,3062211
20,No ,662001,2997446
25,No ,662001,3042782
10,No ,662001,2978016
5,No ,662001,3016876
40,No ,662001,3036306
7,No ,662002,3003923
5,No ,662002,3049259
15,No ,662002,3023353
10,No ,662002,2965063
31,No ,662002,2984493
14,No ,662002,3029830
18,No ,662002,3062212
18,No ,662003,3016877
18,No ,662003,3036307
2,No ,662003,2997447
2,No ,662003,2978017
1,No ,662003,3010400
9,No ,662003,2971540
2,No ,662003,2990970
48,No ,662003,3055736
20,No ,662004,3042783
15,No ,662004,3023354
50,No ,662004,3062213
15,No ,662004,3003924
12,No ,662005,2978018
15,No ,662005,2997448
7,No ,662005,3016878
9,No ,662005,3029831
3,No ,662005,2971541
19,No ,662005,2990971
8,No ,662005,2984494
3,No ,662005,3049260
7,No ,662005,3010401
4,No ,662005,3055737
12,No ,662005,2965064
1,No ,662005,3036308
11,No ,662006,2997449
5,No ,662006,3016879
6,No ,662006,3029832
2,No ,662006,2965065
7,No ,662006,3036309
4,No ,662006,3042784
11,No ,662006,3062214
2,No ,662006,2978019
23,No ,662006,3003925
6,No ,662006,3049261
5,No ,662006,3023355
7,No ,662006,2984495
4,No ,662006,2971542
2,No ,662006,3010402
3,No ,662006,3055738
2,No ,662006,2990972
34,No ,662007,2965066
4,No ,662007,3062215
11,No ,662007,3049262
2,No ,662007,2984496
9,No ,662007,3029833
3,No ,662007,3042785
3,No ,662007,2990973
1,No ,662007,3003926
33,No ,662007,3023356
1,No ,662008,3023357
2,No ,662008,3036310
8,No ,662008,3010403
21,No ,662008,3042786
13,No ,662008,2997450
1,No ,662008,2978020
4,No ,662008,3016880
39,No ,662008,3055739
11,No ,662008,2971543
69,No ,662009,3003927
22,No ,662009,3062216
9,No ,662009,2965067
9,No ,662010,2983205
3,No ,662010,3067401
14,No ,662010,3002635
11,No ,662010,3015588
6,No ,662010,3047971
4,No ,662010,3041495
2,No ,662010,2970252
4,No ,662010,3009112
5,No ,662010,3022065
6,No ,662010,3028542
14,No ,662010,3060924
22,No ,662010,2976728
15,No ,662011,2989682
5,No ,662011,2996159
51,No ,662011,3054448
4,No ,662011,2976729
3,No ,662011,3060925
19,No ,662011,3035019
3,No ,662011,3015589
7,No ,662012,3009074
2,Yes,662012,3054410
3,No ,662012,3028504
6,No ,662012,3067363
49,Yes,662012,2983167
5,No ,662012,2970214
9,No ,662012,3047933
19,No ,662012,3041457
3,No ,662013,3022028
6,No ,662013,3002598
3,No ,662013,2983168
6,No ,662013,3015551
25,No ,662013,3034981
6,No ,662013,2976691
13,No ,662013,2996121
3,No ,662013,3041458
29,No ,662013,2989644
6,No ,662013,3060887
5,Yes,662014,3060927
6,Yes,662014,3041497
4,Yes,662014,2996161
6,Yes,662014,3028544
4,Yes,662014,3015591
5,Yes,662014,2989684
5,Yes,662014,2976731
6,Yes,662014,3054450
7,Yes,662014,3009114
11,Yes,662014,3022067
7,Yes,662014,2983207
6,Yes,662014,3067403
4,Yes,662014,2970254
11,Yes,662014,3047973
4,Yes,662014,3002637
5,Yes,662014,3035021
4,Yes,662014,3022068
26,No ,662015,3047934
6,No ,662015,3034982
2,No ,662015,3060888
17,No ,662015,3009075
2,No ,662015,2996122
17,No ,662015,3028505
3,No ,662015,2989645
13,No ,662015,3067364
2,No ,662015,2976692
6,Yes,662015,3054411
6,No ,662015,2970215
21,No ,662016,3022029
9,No ,662016,2983169
21,No ,662016,3015552
14,No ,662016,3002599
7,Yes,662016,3028506
3,No ,662016,2970216
3,No ,662016,3054412
5,No ,662016,3009076
8,No ,662016,3041459
6,No ,662016,3047935
3,No ,662016,3067365
20,No ,662017,3049263
50,No ,662017,2984497
30,No ,662017,3029834
14,No ,662018,2996123
3,No ,662018,3015553
35,No ,662018,3034983
2,No ,662018,3022030
1,No ,662018,3002600
5,No ,662018,3060889
12,No ,662018,2976693
28,No ,662018,2989646
3,Yes,662019,3035008
2,Yes,662019,3009101
3,Yes,662019,3054437
3,Yes,662019,2989671
46,Yes,662019,3041484
7,Yes,662019,3028531
7,Yes,662019,2970241
21,Yes,662019,3047960
8,Yes,662019,3067390
4,Yes,662020,3022055
4,Yes,662020,3015578
17,Yes,662020,2976718
38,Yes,662020,2996148
34,Yes,662020,3060914
1,Yes,662020,2983195
2,Yes,662020,3002625
9,Yes,662021,3028532
12,Yes,662021,3067391
14,Yes,662021,3009102
20,Yes,662021,3041485
9,Yes,662021,2989672
7,Yes,662021,2996149
18,Yes,662021,3047961
11,Yes,662021,3054438
66,No ,662022,2971544
23,No ,662022,3010404
2,No ,662022,2990974
9,No ,662022,3055740
13,No ,662023,3016881
10,No ,662023,3036311
3,No ,662023,2997451
22,No ,662023,3042787
52,No ,662023,2978021
13,No ,662024,3028507
6,No ,662024,3034984
8,No ,662024,3047936
5,No ,662024,2989647
7,No ,662024,3054413
9,No ,662024,3067366
15,No ,662024,2983170
7,No ,662024,2970217
2,No ,662024,3009077
4,No ,662024,2996124
24,No ,662024,3041460
2,No ,662025,3023358
26,No ,662025,3003928
2,No ,662025,3029835
10,No ,662025,3049264
28,No ,662025,3062217
32,No ,662025,2965068
9,No ,662026,3002601
9,No ,662026,3022031
7,No ,662026,3028508
6,No ,662026,3009078
9,No ,662026,3041461
21,No ,662026,2976694
5,No ,662026,3047937
14,No ,662026,3060890
9,No ,662026,2983171
11,No ,662026,3015554
20,Yes,662027,2996105
6,Yes,662027,2976675
11,Yes,662027,3060871
38,Yes,662027,2989628
7,Yes,662027,3022012
3,Yes,662027,3041442
5,Yes,662027,3002582
3,Yes,662027,2983152
7,Yes,662027,3015535
3,No ,662028,3010405
1,No ,662028,3055741
67,No ,662028,2990975
11,No ,662028,2971545
6,No ,662028,2984498
1,No ,662028,3016882
8,No ,662028,2978022
3,No ,662028,2997452
2,No ,662029,3002592
3,No ,662029,3022022
2,No ,662029,2983162
21,No ,662029,2996115
4,No ,662029,3015545
1,No ,662029,3041452
8,No ,662029,3060881
20,No ,662029,2976685
39,No ,662029,2989638
5,No ,662030,3041451
4,No ,662030,2970208
4,No ,662030,3002591
4,No ,662030,3009068
52,No ,662030,3022021
5,No ,662030,3047927
5,No ,662030,3028498
4,No ,662030,3034975
4,No ,662030,3067357
4,No ,662030,3054404
9,No ,662030,2983161
12,No ,662031,3054403
43,No ,662031,2970207
15,No ,662031,2989637
4,No ,662031,3060880
7,No ,662031,2996114
5,No ,662031,2976684
2,No ,662031,3015544
12,No ,662031,3034974
11,No ,662032,2990976
14,No ,662032,3036312
3,No ,662032,3049265
4,No ,662032,3023359
10,No ,662032,2965069
9,No ,662032,2984499
3,No ,662032,3003929
11,No ,662032,3029836
34,No ,662032,3042788
1,No ,662032,3062218
5,No ,662033,3015555
6,No ,662033,2996125
5,No ,662033,3060891
8,No ,662033,2976695
9,No ,662033,2989648
20,No ,662033,3054414
22,No ,662033,3067367
10,No ,662033,3034985
15,No ,662033,2970218
7,Yes,662034,2970198
19,Yes,662034,3002581
6,Yes,662034,3054394
8,Yes,662034,3067347
13,Yes,662034,3028488
17,Yes,662034,3041441
11,Yes,662034,3009058
4,Yes,662034,3034965
11,Yes,662034,2983151
4,Yes,662034,3047917
7,Yes,662035,2996104
7,Yes,662035,3067346
6,Yes,662035,2976674
7,Yes,662035,2989627
10,Yes,662035,3009057
10,Yes,662035,3054393
6,Yes,662035,3015534
25,Yes,662035,3028487
4,Yes,662035,3022011
9,Yes,662035,3034964
6,Yes,662035,3060870
3,Yes,662035,2970197
2,No ,662036,3023360
4,No ,662036,3055743
6,No ,662036,2965070
1,No ,662036,2997453
4,No ,662036,2984500
3,No ,662036,2978023
3,No ,662036,3010406
2,No ,662036,3055742
3,No ,662036,3016883
6,No ,662036,3049266
2,No ,662036,3062219
13,No ,662036,2990977
6,No ,662036,3029837
7,No ,662036,2971547
6,No ,662036,3003930
5,No ,662036,3010407
7,No ,662036,3036313
1,No ,662036,3016884
3,No ,662036,2971546
8,No ,662036,2997454
8,No ,662036,3042789
2,No ,662037,2984501
2,No ,662037,3023361
1,No ,662037,3036314
9,No ,662037,3062220
2,No ,662037,3042790
4,No ,662037,2997455
3,No ,662037,2965071
13,No ,662037,3049267
24,No ,662037,2978024
21,No ,662037,3055744
5,No ,662037,2971548
1,No ,662037,3003931
1,No ,662037,3010408
3,No ,662037,3029838
2,No ,662037,2978025
3,No ,662037,2990978
4,No ,662037,3016885
37,Yes,662038,3047918
3,Yes,662038,3034966
4,Yes,662038,2970199
4,Yes,662038,3054395
6,Yes,662038,3067348
36,Yes,662038,3028489
1,Yes,662038,2989629
9,Yes,662038,3009059
48,Yes,662039,2976725
8,Yes,662039,3002632
5,Yes,662039,3047968
4,Yes,662039,2983202
32,Yes,662039,3015585
1,Yes,662039,3067398
2,Yes,662039,3009109
3,Yes,662040,3015583
3,Yes,662040,3047966
10,Yes,662040,3022060
2,Yes,662040,3067396
5,Yes,662040,2983200
9,Yes,662040,2976723
8,Yes,662040,3002630
4,Yes,662040,3041490
3,Yes,662040,3009107
4,Yes,662040,3028537
41,Yes,662040,2996153
8,Yes,662040,3060919
9,Yes,662041,3060916
4,Yes,662041,3015581
7,Yes,662041,3028534
5,Yes,662041,3060917
5,Yes,662041,2996151
5,Yes,662041,2976721
5,Yes,662041,3054440
10,Yes,662041,3022057
4,Yes,662041,3002628
16,Yes,662041,3067393
10,Yes,662041,2996150
4,Yes,662041,3022058
5,Yes,662041,2989674
11,Yes,662041,3015580
7,Yes,662042,3022056
8,Yes,662042,3041486
3,Yes,662042,2970243
13,Yes,662042,3015579
14,Yes,662042,2983196
3,Yes,662042,3054439
4,Yes,662042,3067392
41,Yes,662042,3060915
7,Yes,662042,3028533
13,Yes,662043,3002631
7,Yes,662043,2996154
17,Yes,662043,3015584
11,Yes,662043,3035014
8,Yes,662043,3041491
21,Yes,662043,2970247
3,Yes,662043,3028538
13,Yes,662043,3054443
7,Yes,662043,2976724
5,Yes,662044,2976726
18,Yes,662044,2989679
14,Yes,662044,3060922
8,Yes,662044,3002633
8,Yes,662044,3022063
27,Yes,662044,3035016
6,Yes,662044,3015586
14,Yes,662044,2996156
4,Yes,662045,3035017
11,Yes,662045,3028540
7,Yes,662045,3009110
11,Yes,662045,3041493
30,Yes,662045,2983203
2,Yes,662045,2989680
5,Yes,662045,3054446
12,Yes,662045,3047969
11,Yes,662045,3067399
7,Yes,662045,2970250
11,No ,662046,3054405
9,No ,662046,2989639
13,No ,662046,2970209
7,No ,662046,2996116
5,No ,662046,3028499
5,No ,662046,2976686
1,No ,662046,3009069
23,No ,662046,3047928
15,No ,662046,3067358
11,No ,662046,3034976
17,No ,662047,3022121
28,No ,662047,3002691
7,No ,662047,3015644
6,No ,662047,2983261
2,No ,662047,3041551
10,No ,662047,3060980
30,No ,662047,2976784
45,No ,662048,3023362
20,No ,662048,3036315
35,No ,662048,3042791
6,No ,662049,3015590
9,No ,662049,2996160
9,No ,662049,3060926
7,No ,662049,2989683
6,Yes,662049,3061041
13,No ,662049,3054449
10,No ,662049,2976730
27,No ,662049,2970253
13,No ,662049,3035020
13,No ,662050,3002636
16,No ,662050,3047972
17,No ,662050,2983206
2,No ,662050,3067402
2,No ,662050,3009113
8,No ,662050,3041496
33,No ,662050,3022066
9,No ,662050,3028543
2,No ,662051,3055745
6,No ,662051,2990979
4,No ,662051,2971549
2,No ,662051,3003932
4,No ,662051,3049268
5,No ,662051,3062221
14,No ,662051,2965072
22,No ,662051,3023363
1,No ,662051,2984502
3,No ,662051,3016886
9,No ,662051,2997456
5,No ,662051,3029839
13,No ,662051,3042792
1,No ,662051,3036316
7,No ,662051,2978026
2,No ,662051,3010409
10,No ,662052,2971550
10,No ,662052,3003933
7,No ,662052,3049269
23,No ,662052,2990980
30,No ,662052,2984503
9,No ,662052,3029840
6,No ,662052,2965073
5,No ,662052,3062222
13,No ,662053,3042793
10,No ,662053,3055746
6,No ,662053,2978027
7,No ,662053,3016887
29,No ,662053,3036317
19,No ,662053,2997457
16,No ,662053,3010410
2,No ,662054,3023364
3,No ,662054,3055747
21,No ,662054,2971551
2,No ,662054,2990981
7,No ,662054,3003934
2,No ,662054,3029841
16,No ,662054,3042794
2,No ,662054,3062223
2,No ,662054,2978028
8,No ,662054,3010411
4,No ,662054,2997458
2,No ,662054,2965074
3,No ,662054,3023365
7,No ,662054,3049270
4,No ,662054,3016888
10,No ,662054,3003935
3,No ,662054,3036318
2,No ,662054,2984504
30,No ,662055,2970211
22,No ,662055,3054407
32,No ,662055,3067360
16,No ,662055,3034978
33,No ,662056,3010412
4,No ,662056,3055748
4,No ,662056,3029842
5,No ,662056,2990982
19,No ,662056,2971552
2,No ,662056,2984505
26,No ,662056,2965075
5,No ,662056,3049271
2,No ,662056,3062224
11,No ,662057,3015547
18,No ,662057,2983164
6,No ,662057,3047930
24,No ,662057,3060883
5,No ,662057,3028501
13,No ,662057,3022024
5,No ,662057,3009071
7,No ,662057,3002594
11,No ,662057,3041454
18,No ,662058,2978029
2,No ,662058,2997459
54,No ,662058,3036319
4,No ,662058,3016889
15,No ,662058,3042795
7,No ,662058,3023366
23,No ,662059,3028500
4,No ,662059,2976687
12,No ,662059,3009070
22,No ,662059,2970210
11,No ,662059,3067359
6,No ,662059,3054406
12,No ,662059,3034977
6,No ,662059,2989640
4,No ,662059,2996117
29,No ,662060,3060882
9,No ,662060,3002593
4,No ,662060,3047929
7,No ,662060,3041453
10,No ,662060,2983163
16,No ,662060,3022023
25,No ,662060,3015546
9,No ,662061,2983157
25,No ,662061,3015540
4,No ,662061,3047923
1,No ,662061,3028494
9,No ,662061,3041447
32,No ,662061,3022017
20,No ,662061,3002587
5,No ,662062,3034971
5,No ,662062,2989634
7,No ,662062,3054400
30,No ,662062,3067353
10,No ,662062,2970204
43,No ,662062,3009064
13,No ,662063,3060877
16,No ,662063,2976681
3,No ,662063,3002588
7,No ,662063,3022018
2,No ,662063,2983158
55,No ,662063,2996111
4,No ,662063,3015541
3,No ,662064,3067355
19,No ,662064,2983159
12,No ,662064,3041449
3,No ,662064,3009066
11,No ,662064,3002589
5,No ,662064,3047925
42,No ,662064,3022019
5,No ,662064,3028496
18,No ,662065,3047924
7,No ,662065,3009065
53,No ,662065,3041448
10,No ,662065,3028495
6,No ,662065,3067354
6,No ,662065,2970205
35,No ,662066,3054401
13,No ,662066,2996112
3,No ,662066,3060878
9,No ,662066,2976682
17,No ,662066,2989635
18,No ,662066,3034972
5,No ,662066,3015542
2,No ,662067,3015543
2,No ,662067,3022020
2,No ,662067,3060879
4,No ,662067,2996113
10,No ,662067,2989636
10,No ,662067,3034973
2,No ,662067,2976683
38,No ,662067,2970206
30,No ,662067,3054402
19,No ,662068,3049272
3,No ,662068,3003936
29,No ,662068,3062225
12,No ,662068,2984506
9,No ,662068,2965076
28,No ,662068,3029843
56,No ,662069,2990983
8,No ,662069,3055749
33,No ,662069,3010413
3,No ,662069,2971553
3,No ,662070,2978030
26,No ,662070,3042796
25,No ,662070,3062226
2,No ,662070,3016890
6,No ,662070,3003937
18,No ,662070,3036320
3,No ,662070,2997460
17,No ,662070,3023367
