"GC"|"Yes"|"29203563"|"55686627"
"GC"|"No "|"29203564"|"55686628"
"SC"|"Yes"|"29203564"|"55686629"
"GM"|"Yes"|"29203565"|"55686630"
"SM"|"No "|"29203565"|"55686631"
"GC"|"No "|"29203566"|"55686632"
"SC"|"Yes"|"29203566"|"55686633"
"GC"|"No "|"29203567"|"55686634"
"SC"|"Yes"|"29203567"|"55686635"
"GC"|"Yes"|"29203568"|"55686636"
"GC"|"Yes"|"29203569"|"55686637"
"GC"|"No "|"29203570"|"55686638"
"SC"|"Yes"|"29203570"|"55686639"
"GM"|"Yes"|"29203571"|"55686640"
"SM"|"No "|"29203571"|"55686641"
"GC"|"No "|"29203572"|"55686642"
"SC"|"Yes"|"29203572"|"55686643"
"GC"|"No "|"29203573"|"55686644"
"SC"|"Yes"|"29203573"|"55686645"
"SC"|"Yes"|"29203574"|"55686646"
"GC"|"No "|"29203574"|"55686647"
"GC"|"Yes"|"29203575"|"55686648"
"GC"|"No "|"29203576"|"55686649"
"SC"|"Yes"|"29203576"|"55686650"
"GM"|"Yes"|"29203577"|"55686651"
"SM"|"No "|"29203577"|"55686652"
"GC"|"No "|"29203578"|"55686653"
"SC"|"Yes"|"29203578"|"55686654"
"GC"|"Yes"|"29203579"|"55686655"
"GC"|"Yes"|"29203580"|"55686656"
"GC"|"No "|"29203581"|"55686657"
"SC"|"Yes"|"29203581"|"55686658"
"GM"|"Yes"|"29203582"|"55686659"
"SM"|"No "|"29203582"|"55686660"
"GC-GM"|"Yes"|"29203583"|"55686661"
"CL"|"Yes"|"29203584"|"55686662"
"CL"|"Yes"|"29203585"|"55686663"
"SM"|"Yes"|"29203586"|"55686664"
"CL"|"Yes"|"29203587"|"55686665"
"CL"|"Yes"|"29203588"|"55686666"
"CL"|"Yes"|"29203589"|"55686667"
"CL"|"Yes"|"29203590"|"55686668"
"CL"|"Yes"|"29203591"|"55686669"
"CL"|"Yes"|"29203592"|"55686670"
"CL"|"Yes"|"29203593"|"55686671"
"CL"|"Yes"|"29203594"|"55686672"
"CL"|"Yes"|"29203595"|"55686673"
"CL"|"Yes"|"29203596"|"55686674"
"CL"|"Yes"|"29203597"|"55686675"
"CL"|"Yes"|"29203598"|"55686676"
"CL"|"Yes"|"29203599"|"55686677"
"CL"|"Yes"|"29203600"|"55686678"
"CL"|"Yes"|"29203601"|"55686679"
"CL"|"Yes"|"29203602"|"55686680"
"CL"|"Yes"|"29203603"|"55686681"
"CL"|"Yes"|"29203604"|"55686682"
"CL"|"Yes"|"29203605"|"55686683"
"CL"|"Yes"|"29203606"|"55686684"
"CL"|"Yes"|"29203607"|"55686685"
"CL"|"Yes"|"29203608"|"55686686"
"CL"|"Yes"|"29203609"|"55686687"
"CL"|"Yes"|"29203610"|"55686688"
"CL"|"Yes"|"29203611"|"55686689"
"CH"|"Yes"|"29203612"|"55686690"
"CH"|"Yes"|"29203613"|"55686691"
"CL"|"Yes"|"29203614"|"55686692"
"CL"|"Yes"|"29203615"|"55686693"
"CL"|"Yes"|"29203616"|"55686694"
"CL"|"Yes"|"29203617"|"55686695"
"CH"|"Yes"|"29203618"|"55686696"
"CH"|"Yes"|"29203619"|"55686697"
"CL"|"Yes"|"29203620"|"55686698"
"CL"|"Yes"|"29203621"|"55686699"
"CL"|"Yes"|"29203622"|"55686700"
"CL"|"Yes"|"29203623"|"55686701"
"CL"|"Yes"|"29203624"|"55686702"
"CL"|"Yes"|"29203625"|"55686703"
"CL"|"Yes"|"29203626"|"55686704"
"CL"|"Yes"|"29203627"|"55686705"
"CL"|"Yes"|"29203629"|"55686706"
"CL"|"Yes"|"29203630"|"55686707"
"CL-ML"|"Yes"|"29203631"|"55686708"
"ML"|"No "|"29203631"|"55686709"
"GC-GM"|"Yes"|"29203632"|"55686710"
"GM"|"No "|"29203632"|"55686711"
"SC-SM"|"No "|"29203632"|"55686712"
"SM"|"No "|"29203632"|"55686713"
"CL"|"Yes"|"29203633"|"55686714"
"CL"|"Yes"|"29203634"|"55686715"
"CL"|"Yes"|"29203635"|"55686716"
"CL-ML"|"No "|"29203636"|"55686717"
"SC-SM"|"Yes"|"29203636"|"55686718"
"CL"|"Yes"|"29203637"|"55686719"
"CL"|"Yes"|"29203638"|"55686720"
"PT"|"Yes"|"29203639"|"55686721"
"CL"|"Yes"|"29203640"|"55686722"
"CL"|"Yes"|"29203641"|"55686723"
"CL"|"Yes"|"29203642"|"55686724"
"CL"|"Yes"|"29203643"|"55686725"
"GC-GM"|"Yes"|"29203644"|"55686726"
"GC"|"Yes"|"29203645"|"55686727"
"GC"|"Yes"|"29203646"|"55686728"
"GC-GM"|"Yes"|"29203647"|"55686729"
"GC-GM"|"No "|"29203649"|"55686730"
"GC-GM"|"No "|"29203650"|"55686731"
"GC-GM"|"No "|"29203651"|"55686732"
"GC-GM"|"No "|"29203652"|"55686733"
"GM"|"No "|"29203653"|"55686734"
"GP-GM"|"No "|"29203653"|"55686735"
"CL-ML"|"Yes"|"29203654"|"55686736"
"GC-GM"|"No "|"29203654"|"55686737"
"GC"|"Yes"|"29203655"|"55686738"
"GC"|"Yes"|"29203656"|"55686739"
"GC-GM"|"Yes"|"29203657"|"55686740"
"CL"|"Yes"|"29203659"|"55686741"
"CL"|"Yes"|"29203660"|"55686742"
"CL"|"Yes"|"29203661"|"55686743"
"CH"|"No "|"29203662"|"55686744"
"CL"|"Yes"|"29203662"|"55686745"
"CL"|"Yes"|"29203663"|"55686746"
"CL"|"Yes"|"29203664"|"55686747"
"PT"|"Yes"|"29203665"|"55686748"
"CL"|"Yes"|"29203666"|"55686749"
"CL"|"Yes"|"29203667"|"55686750"
"CL"|"Yes"|"29203668"|"55686751"
"CL"|"Yes"|"29203669"|"55686752"
"CL"|"Yes"|"29203670"|"55686753"
"CL"|"Yes"|"29203671"|"55686754"
"CL"|"Yes"|"29203672"|"55686755"
"CL"|"Yes"|"29203673"|"55686756"
"CL"|"Yes"|"29203674"|"55686757"
"SM"|"Yes"|"29203675"|"55686758"
"CL"|"Yes"|"29203676"|"55686759"
"CL"|"Yes"|"29203677"|"55686760"
"CL"|"Yes"|"29203678"|"55686761"
"CL"|"Yes"|"29203679"|"55686762"
"CL"|"Yes"|"29203680"|"55686763"
"CL-ML"|"Yes"|"29203681"|"55686764"
"ML"|"No "|"29203681"|"55686765"
"GC-GM"|"Yes"|"29203682"|"55686766"
"GM"|"No "|"29203682"|"55686767"
"SC-SM"|"No "|"29203682"|"55686768"
"SM"|"No "|"29203682"|"55686769"
"CL"|"Yes"|"29203683"|"55686770"
"CL"|"Yes"|"29203684"|"55686771"
"CL"|"Yes"|"29203685"|"55686772"
"CL"|"Yes"|"29203686"|"55686773"
"CL"|"Yes"|"29203687"|"55686774"
"CH"|"No "|"29203688"|"55686775"
"CL"|"Yes"|"29203688"|"55686776"
"CL"|"Yes"|"29203689"|"55686777"
"CL"|"Yes"|"29203690"|"55686778"
"CL"|"Yes"|"29203691"|"55686779"
"GM"|"Yes"|"29203692"|"55686780"
"CL"|"Yes"|"29203693"|"55686781"
"CL"|"Yes"|"29203694"|"55686782"
"CL-ML"|"Yes"|"29203695"|"55686783"
"ML"|"No "|"29203695"|"55686784"
"GC-GM"|"Yes"|"29203696"|"55686785"
"GM"|"No "|"29203696"|"55686786"
"SC-SM"|"No "|"29203696"|"55686787"
"SM"|"No "|"29203696"|"55686788"
"CL"|"Yes"|"29203697"|"55686789"
"CL"|"Yes"|"29203698"|"55686790"
"CL"|"Yes"|"29203699"|"55686791"
"CL"|"Yes"|"29203700"|"55686792"
"CL"|"Yes"|"29203701"|"55686793"
"GC"|"Yes"|"29203702"|"55686794"
"GC"|"No "|"29203703"|"55686795"
"GC-GM"|"No "|"29203703"|"55686796"
"SC"|"Yes"|"29203703"|"55686797"
"SC-SM"|"No "|"29203703"|"55686798"
"GC"|"Yes"|"29203704"|"55686799"
"GC-GM"|"No "|"29203704"|"55686800"
"SC"|"No "|"29203704"|"55686801"
"SC-SM"|"No "|"29203704"|"55686802"
"GC"|"Yes"|"29203705"|"55686803"
"CL-ML"|"No "|"29203707"|"55686804"
"GC-GM"|"No "|"29203707"|"55686805"
"SC-SM"|"Yes"|"29203707"|"55686806"
"GC-GM"|"No "|"29203708"|"55686807"
"SC-SM"|"Yes"|"29203708"|"55686808"
"GM"|"Yes"|"29203709"|"55686809"
"GM"|"No "|"29203710"|"55686810"
"SM"|"Yes"|"29203710"|"55686811"
"GM"|"No "|"29203711"|"55686812"
"SM"|"Yes"|"29203711"|"55686813"
"CL"|"Yes"|"29203712"|"55686814"
"CL"|"Yes"|"29203713"|"55686815"
"CH"|"Yes"|"29203714"|"55686816"
"GC"|"No "|"29203714"|"55686817"
"SC"|"No "|"29203714"|"55686818"
"CH"|"No "|"29203715"|"55686819"
"GC"|"Yes"|"29203715"|"55686820"
"GC"|"Yes"|"29203716"|"55686821"
"GC"|"Yes"|"29203717"|"55686822"
"CL"|"No "|"29203718"|"55686823"
"GC"|"No "|"29203718"|"55686824"
"SC"|"Yes"|"29203718"|"55686825"
"CL"|"No "|"29203719"|"55686826"
"GC"|"No "|"29203719"|"55686827"
"SC"|"Yes"|"29203719"|"55686828"
"CL"|"No "|"29203720"|"55686829"
"GC"|"No "|"29203720"|"55686830"
"SC"|"Yes"|"29203720"|"55686831"
"CL"|"Yes"|"29203721"|"55686832"
"CL"|"Yes"|"29203722"|"55686833"
"CL"|"Yes"|"29203723"|"55686834"
"CH"|"Yes"|"29203724"|"55686835"
"GC"|"No "|"29203724"|"55686836"
"SC"|"No "|"29203724"|"55686837"
"CH"|"Yes"|"29203725"|"55686838"
"GC"|"No "|"29203725"|"55686839"
"GC"|"Yes"|"29203726"|"55686840"
"GC"|"Yes"|"29203727"|"55686841"
"CL"|"Yes"|"29203728"|"55686842"
"CL"|"Yes"|"29203729"|"55686843"
"CH"|"Yes"|"29203730"|"55686844"
"CH"|"Yes"|"29203731"|"55686845"
"CL"|"Yes"|"29203732"|"55686846"
"CL"|"Yes"|"29203733"|"55686847"
"GC"|"No "|"29203734"|"55686848"
"SC"|"Yes"|"29203734"|"55686849"
"GC"|"No "|"29203735"|"55686850"
"SC"|"Yes"|"29203735"|"55686851"
"CH"|"Yes"|"29203736"|"55686852"
"GC"|"No "|"29203736"|"55686853"
"SC"|"No "|"29203736"|"55686854"
"CH"|"Yes"|"29203737"|"55686855"
"GC"|"No "|"29203737"|"55686856"
"SC"|"No "|"29203737"|"55686857"
"CL"|"No "|"29203738"|"55686858"
"GC"|"No "|"29203738"|"55686859"
"SC"|"Yes"|"29203738"|"55686860"
"GC"|"Yes"|"29203739"|"55686861"
"GC-GM"|"Yes"|"29203740"|"55686862"
"GC-GM"|"Yes"|"29203741"|"55686863"
"GC-GM"|"Yes"|"29203742"|"55686864"
"GC-GM"|"Yes"|"29203743"|"55686865"
"GM"|"Yes"|"29203744"|"55686866"
"GC-GM"|"Yes"|"29203745"|"55686867"
"GC-GM"|"Yes"|"29203746"|"55686868"
"GC-GM"|"Yes"|"29203747"|"55686869"
"GC-GM"|"Yes"|"29203748"|"55686870"
"GM"|"Yes"|"29203749"|"55686871"
"GC"|"Yes"|"29203750"|"55686872"
"SC"|"Yes"|"29203750"|"55686873"
"GC"|"Yes"|"29203751"|"55686874"
"SC"|"Yes"|"29203751"|"55686875"
"GC"|"No "|"29203752"|"55686876"
"SC"|"No "|"29203752"|"55686877"
"CH"|"Yes"|"29203752"|"55686878"
"CH"|"Yes"|"29203753"|"55686879"
"GC"|"No "|"29203753"|"55686880"
"SC"|"No "|"29203753"|"55686881"
"CL"|"Yes"|"29203754"|"55686882"
"GC"|"No "|"29203754"|"55686883"
"SC"|"No "|"29203754"|"55686884"
"GC"|"Yes"|"29203755"|"55686885"
"CL"|"Yes"|"29203756"|"55686886"
"CL"|"Yes"|"29203757"|"55686887"
"CH"|"Yes"|"29203758"|"55686888"
"CH"|"Yes"|"29203759"|"55686889"
"CL"|"Yes"|"29203760"|"55686890"
"CL"|"Yes"|"29203761"|"55686891"
"GC"|"No "|"29203762"|"55686892"
"SC"|"Yes"|"29203762"|"55686893"
"GC"|"No "|"29203763"|"55686894"
"SC"|"Yes"|"29203763"|"55686895"
"CH"|"Yes"|"29203764"|"55686896"
"GC"|"No "|"29203764"|"55686897"
"SC"|"No "|"29203764"|"55686898"
"CH"|"Yes"|"29203765"|"55686899"
"GC"|"No "|"29203765"|"55686900"
"SC"|"No "|"29203765"|"55686901"
"CL"|"Yes"|"29203766"|"55686902"
"GC"|"No "|"29203766"|"55686903"
"SC"|"No "|"29203766"|"55686904"
"GC"|"Yes"|"29203767"|"55686905"
"GC-GM"|"No "|"29203768"|"55686906"
"GC-GM"|"No "|"29203769"|"55686907"
"GC-GM"|"No "|"29203770"|"55686908"
"GC-GM"|"No "|"29203771"|"55686909"
"GM"|"No "|"29203772"|"55686910"
"GP-GM"|"No "|"29203772"|"55686911"
"CL"|"Yes"|"29203773"|"55686912"
"CL"|"Yes"|"29203774"|"55686913"
"CL"|"Yes"|"29203775"|"55686914"
"CL-ML"|"No "|"29203776"|"55686915"
"SC-SM"|"Yes"|"29203776"|"55686916"
"CL"|"Yes"|"29203777"|"55686917"
"CL"|"Yes"|"29203778"|"55686918"
"SC"|"Yes"|"29203779"|"55686919"
"CL"|"Yes"|"29203780"|"55686920"
"CL"|"Yes"|"29203781"|"55686921"
"SC-SM"|"No "|"29203782"|"55686922"
"SC"|"Yes"|"29203782"|"55686923"
"CL"|"Yes"|"29203783"|"55686924"
"CL"|"Yes"|"29203784"|"55686925"
"SC"|"Yes"|"29203785"|"55686926"
"CL"|"Yes"|"29203786"|"55686927"
"CL"|"Yes"|"29203787"|"55686928"
"SC-SM"|"No "|"29203788"|"55686929"
"SC"|"Yes"|"29203788"|"55686930"
"CL"|"Yes"|"29203789"|"55686931"
"CL"|"Yes"|"29203790"|"55686932"
"CL"|"Yes"|"29203791"|"55686933"
"CL"|"Yes"|"29203792"|"55686934"
"CL"|"Yes"|"29203793"|"55686935"
"CL-ML"|"No "|"29203794"|"55686936"
"SC-SM"|"Yes"|"29203794"|"55686937"
"CL"|"Yes"|"29203795"|"55686938"
"CL"|"Yes"|"29203796"|"55686939"
"CL"|"Yes"|"29203797"|"55686940"
"CL"|"Yes"|"29203798"|"55686941"
"CL"|"Yes"|"29203799"|"55686942"
"SC-SM"|"No "|"29203800"|"55686943"
"SC"|"Yes"|"29203800"|"55686944"
"CL"|"Yes"|"29203801"|"55686945"
"CL"|"Yes"|"29203802"|"55686946"
"CL"|"Yes"|"29203803"|"55686947"
"CL"|"Yes"|"29203804"|"55686948"
"CL"|"Yes"|"29203805"|"55686949"
"CL-ML"|"No "|"29203806"|"55686950"
"SC-SM"|"Yes"|"29203806"|"55686951"
"CL"|"Yes"|"29203807"|"55686952"
"CL"|"Yes"|"29203808"|"55686953"
"SC-SM"|"Yes"|"29203809"|"55686954"
"CL"|"Yes"|"29203810"|"55686955"
"CL"|"Yes"|"29203811"|"55686956"
"CL-ML"|"No "|"29203811"|"55686957"
"CL"|"Yes"|"29203812"|"55686958"
"GC"|"No "|"29203813"|"55686959"
"SC"|"Yes"|"29203813"|"55686960"
"GC"|"Yes"|"29203814"|"55686961"
"GC"|"Yes"|"29203815"|"55686962"
"GC-GM"|"Yes"|"29203817"|"55686963"
"GC-GM"|"Yes"|"29203818"|"55686964"
"GC"|"Yes"|"29203819"|"55686965"
"GC-GM"|"No "|"29203819"|"55686966"
"GC"|"Yes"|"29203820"|"55686967"
"GC-GM"|"Yes"|"29203821"|"55686968"
"GC"|"Yes"|"29203822"|"55686969"
"GC-GM"|"No "|"29203822"|"55686970"
"GC"|"Yes"|"29203823"|"55686971"
"GC-GM"|"No "|"29203823"|"55686972"
"GC-GM"|"Yes"|"29203825"|"55686973"
"SC-SM"|"No "|"29203825"|"55686974"
"GC-GM"|"Yes"|"29203826"|"55686975"
"GC-GM"|"Yes"|"29203827"|"55686976"
"GC-GM"|"Yes"|"29203829"|"55686977"
"GC"|"Yes"|"29203830"|"55686978"
"GC"|"Yes"|"29203831"|"55686979"
"GC"|"Yes"|"29203832"|"55686980"
"GC"|"Yes"|"29203833"|"55686981"
"GC"|"Yes"|"29203834"|"55686982"
"GC"|"Yes"|"29203835"|"55686983"
"GC"|"Yes"|"29203836"|"55686984"
"GC"|"Yes"|"29203837"|"55686985"
"GC"|"Yes"|"29203838"|"55686986"
"GC"|"Yes"|"29203840"|"55686987"
"GC"|"Yes"|"29203841"|"55686988"
"GC"|"Yes"|"29203842"|"55686989"
"GC"|"Yes"|"29203843"|"55686990"
"GC"|"Yes"|"29203844"|"55686991"
"GC"|"Yes"|"29203845"|"55686992"
"GC"|"Yes"|"29203846"|"55686993"
"GC"|"Yes"|"29203847"|"55686994"
"GC"|"Yes"|"29203848"|"55686995"
"GC-GM"|"Yes"|"29203849"|"55686996"
"CL"|"Yes"|"29203851"|"55686997"
"CH"|"No "|"29203852"|"55686998"
"GC"|"No "|"29203852"|"55686999"
"SC"|"Yes"|"29203852"|"55687000"
"CH"|"Yes"|"29203853"|"55687001"
"GC"|"No "|"29203853"|"55687002"
"SC"|"No "|"29203853"|"55687003"
"GC"|"Yes"|"29203854"|"55687004"
"GC"|"Yes"|"29203855"|"55687005"
"GC-GM"|"Yes"|"29203856"|"55687006"
"GC-GM"|"Yes"|"29203857"|"55687007"
"GC-GM"|"Yes"|"29203858"|"55687008"
"GC-GM"|"Yes"|"29203859"|"55687009"
"GM"|"Yes"|"29203860"|"55687010"
"GC"|"No "|"29203861"|"55687011"
"SC"|"Yes"|"29203861"|"55687012"
"GC"|"No "|"29203862"|"55687013"
"SC"|"Yes"|"29203862"|"55687014"
"CH"|"Yes"|"29203863"|"55687015"
"GC"|"No "|"29203863"|"55687016"
"SC"|"No "|"29203863"|"55687017"
"CH"|"Yes"|"29203864"|"55687018"
"GC"|"No "|"29203864"|"55687019"
"SC"|"No "|"29203864"|"55687020"
"CL"|"Yes"|"29203865"|"55687021"
"GC"|"No "|"29203865"|"55687022"
"SC"|"No "|"29203865"|"55687023"
"GC"|"Yes"|"29203866"|"55687024"
"CL"|"Yes"|"29203867"|"55687025"
"CH"|"No "|"29203868"|"55687026"
"GC"|"No "|"29203868"|"55687027"
"SC"|"Yes"|"29203868"|"55687028"
"CH"|"No "|"29203869"|"55687029"
"GC"|"No "|"29203869"|"55687030"
"SC"|"Yes"|"29203869"|"55687031"
"GC"|"Yes"|"29203870"|"55687032"
"GC"|"Yes"|"29203871"|"55687033"
"GC"|"Yes"|"29203872"|"55687034"
"GC"|"Yes"|"29203873"|"55687035"
"GC"|"Yes"|"29203874"|"55687036"
"CL"|"No "|"29203876"|"55687037"
"GC"|"No "|"29203876"|"55687038"
"SC"|"Yes"|"29203876"|"55687039"
"CH"|"No "|"29203877"|"55687040"
"GC"|"No "|"29203877"|"55687041"
"SC"|"Yes"|"29203877"|"55687042"
"CH"|"No "|"29203878"|"55687043"
"GC"|"No "|"29203878"|"55687044"
"SC"|"Yes"|"29203878"|"55687045"
"GC"|"Yes"|"29203879"|"55687046"
"GC"|"Yes"|"29203880"|"55687047"
"CL"|"Yes"|"29203881"|"55687048"
"CH"|"No "|"29203882"|"55687049"
"GC"|"No "|"29203882"|"55687050"
"SC"|"Yes"|"29203882"|"55687051"
"CH"|"Yes"|"29203883"|"55687052"
"GC"|"No "|"29203883"|"55687053"
"SC"|"No "|"29203883"|"55687054"
"GC"|"Yes"|"29203884"|"55687055"
"GC"|"Yes"|"29203885"|"55687056"
"GC"|"No "|"29203886"|"55687057"
"GC"|"No "|"29203887"|"55687058"
"GC"|"No "|"29203888"|"55687059"
"GP-GC"|"No "|"29203888"|"55687060"
"GC"|"No "|"29203890"|"55687061"
"SC"|"Yes"|"29203890"|"55687062"
"CH"|"Yes"|"29203891"|"55687063"
"CH"|"Yes"|"29203892"|"55687064"
"GC"|"No "|"29203892"|"55687065"
"SC"|"No "|"29203892"|"55687066"
"CH"|"No "|"29203893"|"55687067"
"GC"|"No "|"29203893"|"55687068"
"SC"|"Yes"|"29203893"|"55687069"
"GC"|"No "|"29203894"|"55687070"
"SC"|"Yes"|"29203894"|"55687071"
"GC"|"No "|"29203895"|"55687072"
"SC"|"Yes"|"29203895"|"55687073"
"GC"|"No "|"29203896"|"55687074"
"SC"|"Yes"|"29203896"|"55687075"
"CL"|"Yes"|"29203897"|"55687076"
"CH"|"Yes"|"29203898"|"55687077"
"CH"|"Yes"|"29203899"|"55687078"
"GC"|"No "|"29203899"|"55687079"
"SC"|"No "|"29203899"|"55687080"
"CH"|"Yes"|"29203900"|"55687081"
"GC"|"No "|"29203900"|"55687082"
"GC"|"No "|"29203901"|"55687083"
"SC"|"Yes"|"29203901"|"55687084"
"CL"|"No "|"29203902"|"55687085"
"GC"|"No "|"29203902"|"55687086"
"SC"|"Yes"|"29203902"|"55687087"
"SC"|"Yes"|"29203903"|"55687088"
"CH"|"No "|"29203903"|"55687089"
"GC"|"No "|"29203903"|"55687090"
"CH"|"Yes"|"29203904"|"55687091"
"GC"|"No "|"29203904"|"55687092"
"SC"|"No "|"29203904"|"55687093"
"GC"|"Yes"|"29203905"|"55687094"
"GC"|"Yes"|"29203906"|"55687095"
"CL"|"Yes"|"29203907"|"55687096"
"CH"|"Yes"|"29203908"|"55687097"
"CH"|"Yes"|"29203909"|"55687098"
"GC"|"No "|"29203909"|"55687099"
"SC"|"No "|"29203909"|"55687100"
"CH"|"No "|"29203910"|"55687101"
"GC"|"No "|"29203910"|"55687102"
"SC"|"Yes"|"29203910"|"55687103"
"GC"|"No "|"29203911"|"55687104"
"SC"|"Yes"|"29203911"|"55687105"
"GC"|"No "|"29203912"|"55687106"
"SC"|"Yes"|"29203912"|"55687107"
"GC"|"No "|"29203913"|"55687108"
"SC"|"Yes"|"29203913"|"55687109"
"CH"|"Yes"|"29203914"|"55687110"
"CH"|"Yes"|"29203915"|"55687111"
