1322|"246212"|"482884"|"13787952"
0|"246202"|"482885"|"13787383"
2518|"246203"|"482885"|"13787595"
2518|"246204"|"482885"|"13787420"
2518|"246212"|"482885"|"13787951"
0|"246202"|"482886"|"13787384"
677|"246203"|"482886"|"13787596"
677|"246204"|"482886"|"13787419"
677|"246212"|"482886"|"13787950"
0|"246202"|"482887"|"13787385"
2984|"246203"|"482887"|"13787597"
2984|"246204"|"482887"|"13787418"
|"246209"|"482887"|"13787815"
2984|"246212"|"482887"|"13787949"
0|"246202"|"482888"|"13787386"
1750|"246203"|"482888"|"13787598"
1750|"246204"|"482888"|"13787417"
1750|"246212"|"482888"|"13787948"
0|"246202"|"482889"|"13787387"
576|"246203"|"482889"|"13787599"
576|"246204"|"482889"|"13787416"
576|"246212"|"482889"|"13787947"
0|"246202"|"482890"|"13787388"
178|"246203"|"482890"|"13787600"
178|"246205"|"482890"|"13787769"
178|"246212"|"482890"|"13787946"
|"246213"|"482890"|"13787998"
0|"246202"|"482891"|"13787389"
1057|"246203"|"482891"|"13787601"
1057|"246205"|"482891"|"13787768"
1057|"246212"|"482891"|"13787945"
0|"246202"|"482892"|"13787390"
879|"246203"|"482892"|"13787602"
879|"246205"|"482892"|"13787767"
879|"246212"|"482892"|"13787944"
|"246213"|"482892"|"13787997"
0|"246202"|"482893"|"13787391"
2786|"246203"|"482893"|"13787603"
2786|"246205"|"482893"|"13787766"
2786|"246212"|"482893"|"13787943"
|"246213"|"482893"|"13787996"
0|"246202"|"482894"|"13787392"
2449|"246203"|"482894"|"13787604"
2449|"246204"|"482894"|"13787415"
|"246208"|"482894"|"13787796"
2449|"246212"|"482894"|"13787942"
7|"246202"|"482895"|"13787393"
7109|"246203"|"482895"|"13787605"
7116|"246205"|"482895"|"13787765"
|"246208"|"482895"|"13787795"
7116|"246212"|"482895"|"13787941"
|"246213"|"482895"|"13787995"
0|"246202"|"482896"|"13787394"
2347|"246203"|"482896"|"13787606"
2347|"246204"|"482896"|"13787414"
|"246208"|"482896"|"13787794"
2347|"246212"|"482896"|"13787940"
0|"246202"|"482897"|"13787395"
5591|"246203"|"482897"|"13787607"
5591|"246204"|"482897"|"13787413"
5591|"246212"|"482897"|"13787939"
0|"246202"|"482898"|"13787396"
420|"246203"|"482898"|"13787608"
420|"246204"|"482898"|"13787412"
|"246209"|"482898"|"13787814"
420|"246212"|"482898"|"13787938"
3|"246202"|"482899"|"13787397"
2018|"246203"|"482899"|"13787609"
2021|"246204"|"482899"|"13787411"
2021|"246212"|"482899"|"13787937"
0|"246202"|"482900"|"13787398"
715|"246203"|"482900"|"13787610"
715|"246204"|"482900"|"13787410"
715|"246212"|"482900"|"13787936"
0|"246202"|"482901"|"13787399"
1873|"246203"|"482901"|"13787611"
1873|"246204"|"482901"|"13787742"
1873|"246212"|"482901"|"13787935"
0|"246202"|"482902"|"13787400"
4410|"246203"|"482902"|"13787612"
4410|"246205"|"482902"|"13787764"
4410|"246212"|"482902"|"13787934"
|"246213"|"482902"|"13787994"
0|"246202"|"482903"|"13787401"
2592|"246203"|"482903"|"13787613"
2592|"246205"|"482903"|"13787763"
2592|"246212"|"482903"|"13787933"
8|"246202"|"482904"|"13787402"
2148|"246203"|"482904"|"13787614"
2156|"246205"|"482904"|"13787762"
2156|"246212"|"482904"|"13787932"
|"246213"|"482904"|"13787993"
5|"246202"|"482905"|"13787403"
4560|"246203"|"482905"|"13787615"
4565|"246205"|"482905"|"13787761"
4565|"246212"|"482905"|"13787931"
|"246213"|"482905"|"13787992"
0|"246202"|"482906"|"13787404"
7534|"246203"|"482906"|"13787616"
7534|"246205"|"482906"|"13787760"
7534|"246212"|"482906"|"13787930"
|"246213"|"482906"|"13787991"
2|"246202"|"482907"|"13787405"
1772|"246203"|"482907"|"13787617"
1774|"246204"|"482907"|"13787741"
1774|"246212"|"482907"|"13787929"
0|"246202"|"482908"|"13787406"
4999|"246203"|"482908"|"13787618"
4999|"246204"|"482908"|"13787740"
4999|"246212"|"482908"|"13787928"
209|"246202"|"482909"|"13787407"
3910|"246203"|"482909"|"13787619"
4119|"246205"|"482909"|"13787759"
|"246208"|"482909"|"13787793"
4119|"246212"|"482909"|"13787927"
|"246213"|"482909"|"13787990"
324|"246202"|"482910"|"13787408"
10271|"246203"|"482910"|"13787620"
10595|"246205"|"482910"|"13787758"
10595|"246212"|"482910"|"13787926"
|"246213"|"482910"|"13787989"
461|"246202"|"482911"|"13787409"
13208|"246203"|"482911"|"13787621"
13669|"246205"|"482911"|"13787757"
13669|"246212"|"482911"|"13787925"
|"246213"|"482911"|"13787988"
0|"246202"|"482912"|"13787435"
1766|"246203"|"482912"|"13787622"
1766|"246205"|"482912"|"13787756"
1766|"246212"|"482912"|"13787924"
|"246213"|"482912"|"13787987"
0|"246202"|"482913"|"13787436"
1811|"246203"|"482913"|"13787623"
1811|"246205"|"482913"|"13787755"
1811|"246212"|"482913"|"13787923"
0|"246202"|"482914"|"13787437"
4484|"246203"|"482914"|"13787624"
4484|"246205"|"482914"|"13787754"
4484|"246212"|"482914"|"13787922"
0|"246202"|"482915"|"13787438"
3641|"246203"|"482915"|"13787625"
3641|"246205"|"482915"|"13787753"
3641|"246212"|"482915"|"13787921"
0|"246202"|"482916"|"13787439"
958|"246203"|"482916"|"13787626"
958|"246205"|"482916"|"13787752"
958|"246212"|"482916"|"13787920"
|"246213"|"482916"|"13787986"
0|"246202"|"482917"|"13787440"
2837|"246203"|"482917"|"13787627"
2837|"246204"|"482917"|"13787739"
2837|"246212"|"482917"|"13787919"
0|"246202"|"482918"|"13787441"
432|"246203"|"482918"|"13787628"
432|"246204"|"482918"|"13787738"
432|"246212"|"482918"|"13787918"
0|"246202"|"482919"|"13787442"
1427|"246203"|"482919"|"13787629"
1427|"246204"|"482919"|"13787737"
|"246209"|"482919"|"13787813"
1427|"246212"|"482919"|"13787917"
0|"246202"|"482920"|"13787443"
2408|"246203"|"482920"|"13787630"
2408|"246204"|"482920"|"13787736"
|"246209"|"482920"|"13787812"
2408|"246212"|"482920"|"13787916"
0|"246202"|"482921"|"13787444"
482|"246203"|"482921"|"13787631"
482|"246204"|"482921"|"13787735"
|"246209"|"482921"|"13787811"
482|"246212"|"482921"|"13787915"
0|"246202"|"482922"|"13787445"
548|"246203"|"482922"|"13787632"
548|"246204"|"482922"|"13787734"
548|"246212"|"482922"|"13787914"
0|"246202"|"482923"|"13787446"
856|"246203"|"482923"|"13787633"
856|"246204"|"482923"|"13787733"
|"246206"|"482923"|"13787785"
856|"246212"|"482923"|"13787913"
0|"246202"|"482924"|"13787447"
3328|"246203"|"482924"|"13787634"
3328|"246204"|"482924"|"13787732"
|"246206"|"482924"|"13787784"
3328|"246212"|"482924"|"13787912"
0|"246202"|"482925"|"13787448"
1235|"246203"|"482925"|"13787635"
1235|"246204"|"482925"|"13787731"
|"246206"|"482925"|"13787783"
1235|"246212"|"482925"|"13787911"
0|"246202"|"482926"|"13787449"
2521|"246203"|"482926"|"13787636"
2521|"246204"|"482926"|"13787730"
2521|"246212"|"482926"|"13787910"
2|"246202"|"482927"|"13787450"
1863|"246203"|"482927"|"13787637"
1865|"246204"|"482927"|"13787729"
|"246209"|"482927"|"13787810"
1865|"246212"|"482927"|"13787909"
0|"246202"|"482928"|"13787451"
11148|"246203"|"482928"|"13787638"
11148|"246204"|"482928"|"13787728"
11148|"246212"|"482928"|"13787908"
0|"246202"|"482929"|"13787452"
678|"246203"|"482929"|"13787639"
678|"246205"|"482929"|"13787751"
678|"246212"|"482929"|"13787907"
0|"246202"|"482930"|"13787453"
3450|"246203"|"482930"|"13787640"
3450|"246204"|"482930"|"13787727"
|"246206"|"482930"|"13787782"
3450|"246212"|"482930"|"13787906"
0|"246202"|"482931"|"13787454"
1023|"246203"|"482931"|"13787641"
1023|"246204"|"482931"|"13787726"
|"246206"|"482931"|"13787781"
1023|"246212"|"482931"|"13787905"
0|"246202"|"482932"|"13787455"
3785|"246203"|"482932"|"13787642"
3785|"246204"|"482932"|"13787725"
|"246209"|"482932"|"13787809"
3785|"246212"|"482932"|"13787904"
0|"246202"|"482933"|"13787456"
4221|"246203"|"482933"|"13787643"
4221|"246204"|"482933"|"13787724"
|"246209"|"482933"|"13787808"
4221|"246212"|"482933"|"13787903"
0|"246202"|"482934"|"13787457"
554|"246203"|"482934"|"13787644"
554|"246204"|"482934"|"13787723"
|"246209"|"482934"|"13787807"
554|"246212"|"482934"|"13787902"
0|"246202"|"482935"|"13787458"
426|"246203"|"482935"|"13787645"
426|"246204"|"482935"|"13787722"
|"246209"|"482935"|"13787806"
426|"246212"|"482935"|"13787901"
0|"246202"|"482936"|"13787459"
344|"246203"|"482936"|"13787646"
344|"246204"|"482936"|"13787721"
|"246209"|"482936"|"13787805"
344|"246212"|"482936"|"13787900"
0|"246202"|"482937"|"13787460"
4106|"246203"|"482937"|"13787647"
4106|"246204"|"482937"|"13787720"
|"246207"|"482937"|"13787789"
4106|"246212"|"482937"|"13787899"
0|"246202"|"482938"|"13787461"
2726|"246203"|"482938"|"13787648"
2726|"246204"|"482938"|"13787719"
|"246207"|"482938"|"13787788"
2726|"246212"|"482938"|"13787898"
0|"246202"|"482939"|"13787462"
999|"246203"|"482939"|"13787649"
999|"246204"|"482939"|"13787718"
|"246207"|"482939"|"13787787"
999|"246212"|"482939"|"13787897"
0|"246202"|"482940"|"13787463"
396|"246203"|"482940"|"13787650"
396|"246204"|"482940"|"13787717"
|"246207"|"482940"|"13787786"
396|"246212"|"482940"|"13787896"
0|"246202"|"482941"|"13787464"
1783|"246203"|"482941"|"13787651"
1783|"246204"|"482941"|"13787716"
1783|"246212"|"482941"|"13787895"
0|"246202"|"482942"|"13787465"
6026|"246203"|"482942"|"13787652"
6026|"246205"|"482942"|"13787750"
6026|"246212"|"482942"|"13787894"
|"246213"|"482942"|"13787985"
0|"246202"|"482943"|"13787466"
837|"246203"|"482943"|"13787653"
837|"246204"|"482943"|"13787715"
|"246209"|"482943"|"13787804"
837|"246212"|"482943"|"13787893"
0|"246202"|"482944"|"13787467"
2542|"246203"|"482944"|"13787654"
2542|"246204"|"482944"|"13787714"
|"246209"|"482944"|"13787803"
2542|"246212"|"482944"|"13787892"
0|"246202"|"482945"|"13787468"
378|"246203"|"482945"|"13787655"
378|"246204"|"482945"|"13787713"
|"246209"|"482945"|"13787802"
378|"246212"|"482945"|"13787891"
0|"246202"|"482946"|"13787469"
10765|"246203"|"482946"|"13787656"
10765|"246204"|"482946"|"13787526"
10765|"246212"|"482946"|"13787890"
0|"246202"|"482947"|"13787470"
79|"246203"|"482947"|"13787657"
79|"246204"|"482947"|"13787527"
|"246206"|"482947"|"13787780"
79|"246212"|"482947"|"13787889"
0|"246202"|"482948"|"13787471"
922|"246203"|"482948"|"13787658"
922|"246204"|"482948"|"13787528"
|"246206"|"482948"|"13787779"
922|"246212"|"482948"|"13787888"
0|"246202"|"482949"|"13787472"
2413|"246203"|"482949"|"13787659"
2413|"246204"|"482949"|"13787529"
2413|"246212"|"482949"|"13787887"
0|"246202"|"482950"|"13787473"
1624|"246203"|"482950"|"13787660"
1624|"246204"|"482950"|"13787530"
1624|"246212"|"482950"|"13787886"
|"246213"|"482950"|"13787984"
0|"246202"|"482951"|"13787474"
5453|"246203"|"482951"|"13787661"
5453|"246204"|"482951"|"13787531"
5453|"246212"|"482951"|"13787885"
0|"246202"|"482952"|"13787475"
1306|"246203"|"482952"|"13787662"
1306|"246204"|"482952"|"13787532"
1306|"246212"|"482952"|"13787884"
0|"246202"|"482953"|"13787476"
386|"246203"|"482953"|"13787663"
386|"246204"|"482953"|"13787533"
386|"246212"|"482953"|"13787883"
0|"246202"|"482954"|"13787477"
9094|"246203"|"482954"|"13787664"
9094|"246204"|"482954"|"13787534"
9094|"246212"|"482954"|"13787882"
0|"246202"|"482955"|"13787478"
3296|"246203"|"482955"|"13787665"
3296|"246204"|"482955"|"13787535"
3296|"246212"|"482955"|"13787881"
|"246213"|"482955"|"13787983"
0|"246202"|"482956"|"13787479"
4767|"246203"|"482956"|"13787666"
4767|"246205"|"482956"|"13787749"
4767|"246212"|"482956"|"13787880"
|"246213"|"482956"|"13787982"
0|"246202"|"482957"|"13787480"
1977|"246203"|"482957"|"13787667"
1977|"246204"|"482957"|"13787536"
|"246210"|"482957"|"13787829"
1977|"246212"|"482957"|"13787879"
0|"246202"|"482958"|"13787481"
7543|"246203"|"482958"|"13787668"
7543|"246204"|"482958"|"13787537"
|"246210"|"482958"|"13787828"
7543|"246212"|"482958"|"13787878"
0|"246202"|"482959"|"13787482"
960|"246203"|"482959"|"13787669"
960|"246204"|"482959"|"13787538"
|"246210"|"482959"|"13787827"
960|"246212"|"482959"|"13787877"
0|"246202"|"482960"|"13787483"
1226|"246203"|"482960"|"13787670"
1226|"246204"|"482960"|"13787539"
|"246209"|"482960"|"13787801"
1226|"246212"|"482960"|"13787876"
0|"246202"|"482961"|"13787484"
616|"246203"|"482961"|"13787671"
616|"246204"|"482961"|"13787540"
|"246206"|"482961"|"13787778"
616|"246212"|"482961"|"13787875"
0|"246202"|"482962"|"13787485"
683|"246203"|"482962"|"13787672"
683|"246204"|"482962"|"13787541"
|"246206"|"482962"|"13787777"
683|"246212"|"482962"|"13787874"
0|"246202"|"482963"|"13787486"
2348|"246203"|"482963"|"13787673"
2348|"246204"|"482963"|"13787542"
|"246208"|"482963"|"13787792"
2348|"246212"|"482963"|"13787873"
0|"246202"|"482964"|"13787487"
658|"246203"|"482964"|"13787674"
658|"246204"|"482964"|"13787543"
658|"246212"|"482964"|"13787872"
0|"246202"|"482965"|"13787488"
574|"246203"|"482965"|"13787675"
574|"246204"|"482965"|"13787544"
|"246208"|"482965"|"13787791"
574|"246212"|"482965"|"13787871"
0|"246202"|"482966"|"13787489"
4284|"246203"|"482966"|"13787676"
4284|"246204"|"482966"|"13787545"
|"246210"|"482966"|"13787826"
4284|"246212"|"482966"|"13787870"
15|"246202"|"482967"|"13787490"
9257|"246203"|"482967"|"13787677"
9272|"246205"|"482967"|"13787748"
9272|"246212"|"482967"|"13787869"
|"246213"|"482967"|"13787981"
2|"246202"|"482968"|"13787491"
2213|"246203"|"482968"|"13787678"
2215|"246205"|"482968"|"13787747"
2215|"246212"|"482968"|"13787868"
|"246213"|"482968"|"13787980"
0|"246202"|"482969"|"13787492"
2893|"246203"|"482969"|"13787679"
2893|"246204"|"482969"|"13787546"
2893|"246212"|"482969"|"13787867"
0|"246202"|"482970"|"13787493"
1961|"246203"|"482970"|"13787680"
1961|"246204"|"482970"|"13787547"
1961|"246212"|"482970"|"13787866"
|"246213"|"482970"|"13787979"
0|"246202"|"482971"|"13787494"
1549|"246203"|"482971"|"13787681"
1549|"246204"|"482971"|"13787548"
1549|"246212"|"482971"|"13787865"
0|"246202"|"482972"|"13787495"
455|"246203"|"482972"|"13787682"
455|"246204"|"482972"|"13787549"
455|"246212"|"482972"|"13787864"
0|"246202"|"482973"|"13787496"
1442|"246203"|"482973"|"13787683"
1442|"246205"|"482973"|"13787746"
1442|"246212"|"482973"|"13787863"
|"246213"|"482973"|"13787978"
7|"246202"|"482974"|"13787497"
8791|"246203"|"482974"|"13787684"
8798|"246204"|"482974"|"13787550"
8798|"246212"|"482974"|"13787862"
|"246213"|"482974"|"13787977"
0|"246202"|"482975"|"13787498"
2209|"246203"|"482975"|"13787685"
2209|"246204"|"482975"|"13787551"
2209|"246212"|"482975"|"13787861"
|"246213"|"482975"|"13787976"
0|"246202"|"482976"|"13787499"
3397|"246203"|"482976"|"13787686"
3397|"246204"|"482976"|"13787552"
|"246209"|"482976"|"13787800"
3397|"246212"|"482976"|"13787860"
0|"246202"|"482977"|"13787500"
3598|"246203"|"482977"|"13787687"
3598|"246204"|"482977"|"13787553"
|"246209"|"482977"|"13787799"
3598|"246212"|"482977"|"13787859"
0|"246202"|"482978"|"13787501"
730|"246203"|"482978"|"13787688"
730|"246204"|"482978"|"13787554"
|"246209"|"482978"|"13787798"
730|"246212"|"482978"|"13787858"
0|"246202"|"482979"|"13787502"
1640|"246203"|"482979"|"13787689"
1640|"246204"|"482979"|"13787555"
|"246209"|"482979"|"13787797"
1640|"246212"|"482979"|"13787857"
0|"246202"|"482980"|"13787503"
3554|"246203"|"482980"|"13787690"
3554|"246204"|"482980"|"13787556"
3554|"246212"|"482980"|"13787856"
0|"246202"|"482981"|"13787504"
564|"246203"|"482981"|"13787691"
564|"246204"|"482981"|"13787557"
|"246210"|"482981"|"13787825"
564|"246212"|"482981"|"13787855"
0|"246202"|"482982"|"13787505"
579|"246203"|"482982"|"13787692"
579|"246204"|"482982"|"13787558"
|"246210"|"482982"|"13787824"
579|"246212"|"482982"|"13787854"
|"246213"|"482982"|"13787975"
0|"246202"|"482983"|"13787506"
1675|"246203"|"482983"|"13787693"
1675|"246204"|"482983"|"13787559"
|"246210"|"482983"|"13787823"
1675|"246212"|"482983"|"13787853"
0|"246202"|"482984"|"13787507"
1180|"246203"|"482984"|"13787694"
1180|"246204"|"482984"|"13787560"
|"246210"|"482984"|"13787822"
1180|"246212"|"482984"|"13787852"
0|"246202"|"482985"|"13787508"
1484|"246203"|"482985"|"13787695"
1484|"246205"|"482985"|"13787745"
1484|"246212"|"482985"|"13787851"
|"246213"|"482985"|"13787974"
0|"246202"|"482986"|"13787509"
2376|"246203"|"482986"|"13787696"
2376|"246205"|"482986"|"13787744"
2376|"246212"|"482986"|"13787850"
|"246213"|"482986"|"13787973"
134|"246202"|"482987"|"13787510"
5195|"246203"|"482987"|"13787697"
5329|"246204"|"482987"|"13787561"
5329|"246212"|"482987"|"13787849"
|"246213"|"482987"|"13787972"
15|"246202"|"482988"|"13787511"
4382|"246203"|"482988"|"13787698"
4397|"246205"|"482988"|"13787743"
4397|"246212"|"482988"|"13787848"
|"246213"|"482988"|"13787971"
0|"246202"|"482989"|"13787512"
5691|"246203"|"482989"|"13787699"
5691|"246204"|"482989"|"13787562"
|"246208"|"482989"|"13787790"
5691|"246212"|"482989"|"13787847"
0|"246202"|"482990"|"13787513"
864|"246203"|"482990"|"13787700"
864|"246204"|"482990"|"13787563"
864|"246212"|"482990"|"13787846"
0|"246202"|"482991"|"13787514"
2754|"246203"|"482991"|"13787701"
2754|"246204"|"482991"|"13787564"
|"246206"|"482991"|"13787776"
2754|"246212"|"482991"|"13787845"
0|"246202"|"482992"|"13787515"
810|"246203"|"482992"|"13787702"
810|"246204"|"482992"|"13787565"
|"246206"|"482992"|"13787775"
810|"246212"|"482992"|"13787844"
6|"246202"|"482993"|"13787516"
14062|"246203"|"482993"|"13787703"
14068|"246204"|"482993"|"13787566"
14068|"246212"|"482993"|"13787843"
0|"246202"|"613806"|"13787517"
847|"246203"|"613806"|"13787704"
847|"246204"|"613806"|"13787567"
847|"246212"|"613806"|"13787842"
0|"246202"|"613808"|"13787518"
7799|"246203"|"613808"|"13787705"
7799|"246204"|"613808"|"13787568"
7799|"246212"|"613808"|"13787841"
1392|"246202"|"1601216"|"13787525"
12958|"246203"|"1601216"|"13787712"
14350|"246204"|"1601216"|"13787575"
14350|"246212"|"1601216"|"13787834"
0|"246202"|"1601217"|"13787524"
8818|"246203"|"1601217"|"13787711"
8818|"246204"|"1601217"|"13787574"
8818|"246212"|"1601217"|"13787835"
0|"246202"|"1601218"|"13787523"
6038|"246203"|"1601218"|"13787710"
6038|"246204"|"1601218"|"13787573"
6038|"246212"|"1601218"|"13787836"
17|"246202"|"1610602"|"13787522"
16639|"246203"|"1610602"|"13787709"
16656|"246204"|"1610602"|"13787572"
16656|"246212"|"1610602"|"13787837"
0|"246202"|"1611732"|"13787521"
2630|"246203"|"1611732"|"13787708"
2630|"246204"|"1611732"|"13787571"
2630|"246212"|"1611732"|"13787838"
6|"246202"|"1673958"|"13787520"
42|"246203"|"1673958"|"13787707"
48|"246204"|"1673958"|"13787570"
48|"246212"|"1673958"|"13787839"
0|"246202"|"1697786"|"13787519"
336|"246203"|"1697786"|"13787706"
336|"246204"|"1697786"|"13787569"
336|"246212"|"1697786"|"13787840"
