61|84|107|183|183|183|"Wet"|"107999562"|"64528492"
0|0|0|61|84|107||"107999566"|"64528493"
61|84|107|183|183|183|"Wet"|"107999566"|"64528494"
0|0|0|61|84|107||"107999567"|"64528495"
61|84|107|183|183|183|"Wet"|"107999567"|"64528496"
0|0|0|61|84|107||"107999568"|"64528497"
61|84|107|183|183|183|"Wet"|"107999568"|"64528498"
0|0|0|61|84|107||"107999569"|"64528499"
61|84|107|183|183|183|"Wet"|"107999569"|"64528500"
0|0|0|61|84|107||"107999572"|"64528501"
61|84|107|183|183|183|"Wet"|"107999572"|"64528502"
0|0|0|91|107|122||"107999813"|"64528503"
91|107|122|183|183|183|"Wet"|"107999813"|"64528504"
0|0|0|91|107|122||"107999819"|"64528505"
91|107|122|183|183|183|"Wet"|"107999819"|"64528506"
0|0|0|91|107|122||"107999821"|"64528507"
91|107|122|183|183|183|"Wet"|"107999821"|"64528508"
0|0|0|91|107|122||"107999825"|"64528509"
91|107|122|183|183|183|"Wet"|"107999825"|"64528510"
0|0|0|91|107|122||"107999831"|"64528511"
91|107|122|183|183|183|"Wet"|"107999831"|"64528512"
0|0|0|91|107|122||"107999833"|"64528513"
91|107|122|183|183|183|"Wet"|"107999833"|"64528514"
0|0|0|0|31|61||"107999839"|"64528515"
0|31|61|183|183|183|"Wet"|"107999839"|"64528516"
0|0|0|0|31|61||"107999840"|"64528517"
0|31|61|183|183|183|"Wet"|"107999840"|"64528518"
0|0|0|0|31|61||"107999841"|"64528519"
0|31|61|183|183|183|"Wet"|"107999841"|"64528520"
0|0|0|0|31|61||"107999842"|"64528521"
0|31|61|183|183|183|"Wet"|"107999842"|"64528522"
0|0|0|0|31|61||"107999843"|"64528523"
0|31|61|183|183|183|"Wet"|"107999843"|"64528524"
0|0|0|0|31|61||"107999844"|"64528525"
0|31|61|183|183|183|"Wet"|"107999844"|"64528526"
0|0|0|46|69|91||"107999849"|"64528527"
46|69|91|183|183|183|"Wet"|"107999849"|"64528528"
0|0|0|46|69|91||"107999855"|"64528529"
46|69|91|183|183|183|"Wet"|"107999855"|"64528530"
0|0|0|46|69|91||"107999857"|"64528531"
46|69|91|183|183|183|"Wet"|"107999857"|"64528532"
0|0|0|32|61|91||"107999861"|"64528533"
32|61|91|183|183|183|"Wet"|"107999861"|"64528534"
0|0|0|32|61|91||"107999862"|"64528535"
32|61|91|183|183|183|"Wet"|"107999862"|"64528536"
0|0|0|32|61|91||"107999863"|"64528537"
32|61|91|183|183|183|"Wet"|"107999863"|"64528538"
0|0|0|32|61|91||"107999864"|"64528539"
32|61|91|183|183|183|"Wet"|"107999864"|"64528540"
0|0|0|32|61|91||"107999865"|"64528541"
32|61|91|183|183|183|"Wet"|"107999865"|"64528542"
0|0|0|32|61|91||"107999866"|"64528543"
32|61|91|183|183|183|"Wet"|"107999866"|"64528544"
0|0|0|32|61|91||"107999867"|"64528545"
32|61|91|183|183|183|"Wet"|"107999867"|"64528546"
0|0|0|32|61|91||"107999868"|"64528547"
32|61|91|183|183|183|"Wet"|"107999868"|"64528548"
0|0|0|32|61|91||"107999869"|"64528549"
32|61|91|183|183|183|"Wet"|"107999869"|"64528550"
0|0|0|32|61|91||"107999870"|"64528551"
32|61|91|183|183|183|"Wet"|"107999870"|"64528552"
0|0|0|32|61|91||"107999871"|"64528553"
32|61|91|183|183|183|"Wet"|"107999871"|"64528554"
0|0|0|32|61|91||"107999872"|"64528555"
32|61|91|183|183|183|"Wet"|"107999872"|"64528556"
0|0|0|0|15|30||"107999873"|"64528557"
0|15|30|183|183|183|"Wet"|"107999873"|"64528558"
0|0|0|0|15|30||"107999874"|"64528559"
0|15|30|183|183|183|"Wet"|"107999874"|"64528560"
0|0|0|0|15|30||"107999876"|"64528561"
0|15|30|183|183|183|"Wet"|"107999876"|"64528562"
0|0|0|0|15|30||"107999877"|"64528563"
0|15|30|183|183|183|"Wet"|"107999877"|"64528564"
0|0|0|0|15|30||"107999878"|"64528565"
0|15|30|183|183|183|"Wet"|"107999878"|"64528566"
0|0|0|0|15|30||"107999879"|"64528567"
0|15|30|183|183|183|"Wet"|"107999879"|"64528568"
0|0|0|0|15|30||"107999883"|"64528569"
0|15|30|183|183|183|"Wet"|"107999883"|"64528570"
0|0|0|0|15|30||"107999884"|"64528571"
0|15|30|183|183|183|"Wet"|"107999884"|"64528572"
0|0|0|0|31|61||"107999887"|"64528573"
0|31|61|183|183|183|"Wet"|"107999887"|"64528574"
0|0|0|0|31|61||"107999888"|"64528575"
0|31|61|183|183|183|"Wet"|"107999888"|"64528576"
0|0|0|0|31|61||"107999889"|"64528577"
0|31|61|183|183|183|"Wet"|"107999889"|"64528578"
0|0|0|0|31|61||"107999890"|"64528579"
0|31|61|183|183|183|"Wet"|"107999890"|"64528580"
0|0|0|0|31|61||"107999891"|"64528581"
0|31|61|183|183|183|"Wet"|"107999891"|"64528582"
0|0|0|0|31|61||"107999892"|"64528583"
0|31|61|183|183|183|"Wet"|"107999892"|"64528584"
0|0|0|46|69|91||"107999950"|"64528585"
46|69|91|183|183|183|"Wet"|"107999950"|"64528586"
0|0|0|46|69|91||"107999951"|"64528587"
46|69|91|183|183|183|"Wet"|"107999951"|"64528588"
0|0|0|0|31|61||"107999959"|"64528589"
0|31|61|183|183|183|"Wet"|"107999959"|"64528590"
0|0|0|0|31|61||"107999960"|"64528591"
0|31|61|183|183|183|"Wet"|"107999960"|"64528592"
0|0|0|0|31|61||"107999961"|"64528593"
0|31|61|183|183|183|"Wet"|"107999961"|"64528594"
0|0|0|0|31|61||"107999962"|"64528595"
0|31|61|183|183|183|"Wet"|"107999962"|"64528596"
0|0|0|0|31|61||"107999963"|"64528597"
0|31|61|183|183|183|"Wet"|"107999963"|"64528598"
0|0|0|0|31|61||"107999964"|"64528599"
0|31|61|183|183|183|"Wet"|"107999964"|"64528600"
0|0|0|0|31|61||"107999971"|"64528601"
0|31|61|183|183|183|"Wet"|"107999971"|"64528602"
0|0|0|0|31|61||"107999972"|"64528603"
0|31|61|183|183|183|"Wet"|"107999972"|"64528604"
0|0|0|0|31|61||"107999973"|"64528605"
0|31|61|183|183|183|"Wet"|"107999973"|"64528606"
0|0|0|0|31|61||"107999974"|"64528607"
0|31|61|183|183|183|"Wet"|"107999974"|"64528608"
0|0|0|0|31|61||"107999975"|"64528609"
0|31|61|183|183|183|"Wet"|"107999975"|"64528610"
0|0|0|0|31|61||"107999976"|"64528611"
0|31|61|183|183|183|"Wet"|"107999976"|"64528612"
0|0|0|32|61|91||"107999981"|"64528613"
32|61|91|183|183|183|"Wet"|"107999981"|"64528614"
0|0|0|32|61|91||"107999982"|"64528615"
32|61|91|183|183|183|"Wet"|"107999982"|"64528616"
0|0|0|32|61|91||"107999983"|"64528617"
32|61|91|183|183|183|"Wet"|"107999983"|"64528618"
0|0|0|32|61|91||"107999984"|"64528619"
32|61|91|183|183|183|"Wet"|"107999984"|"64528620"
0|0|0|32|61|91||"107999985"|"64528621"
32|61|91|183|183|183|"Wet"|"107999985"|"64528622"
0|0|0|32|61|91||"107999986"|"64528623"
32|61|91|183|183|183|"Wet"|"107999986"|"64528624"
0|0|0|32|61|91||"107999987"|"64528625"
32|61|91|183|183|183|"Wet"|"107999987"|"64528626"
0|0|0|32|61|91||"107999988"|"64528627"
32|61|91|183|183|183|"Wet"|"107999988"|"64528628"
0|0|0|32|61|91||"107999989"|"64528629"
32|61|91|183|183|183|"Wet"|"107999989"|"64528630"
0|0|0|32|61|91||"107999990"|"64528631"
32|61|91|183|183|183|"Wet"|"107999990"|"64528632"
0|0|0|32|61|91||"107999991"|"64528633"
32|61|91|183|183|183|"Wet"|"107999991"|"64528634"
0|0|0|32|61|91||"107999992"|"64528635"
32|61|91|183|183|183|"Wet"|"107999992"|"64528636"
0|0|0|0|31|61||"107999995"|"64528637"
0|31|61|183|183|183|"Wet"|"107999995"|"64528638"
0|0|0|0|31|61||"107999996"|"64528639"
0|31|61|183|183|183|"Wet"|"107999996"|"64528640"
0|0|0|0|31|61||"107999997"|"64528641"
0|31|61|183|183|183|"Wet"|"107999997"|"64528642"
0|0|0|0|31|61||"107999998"|"64528643"
0|31|61|183|183|183|"Wet"|"107999998"|"64528644"
0|0|0|0|31|61||"107999999"|"64528645"
0|31|61|183|183|183|"Wet"|"107999999"|"64528646"
0|0|0|0|31|61||"108000000"|"64528647"
0|31|61|183|183|183|"Wet"|"108000000"|"64528648"
0|0|0|32|61|91||"108000005"|"64528649"
32|61|91|183|183|183|"Wet"|"108000005"|"64528650"
0|0|0|32|61|91||"108000006"|"64528651"
32|61|91|183|183|183|"Wet"|"108000006"|"64528652"
0|0|0|32|61|91||"108000007"|"64528653"
32|61|91|183|183|183|"Wet"|"108000007"|"64528654"
0|0|0|32|61|91||"108000008"|"64528655"
32|61|91|183|183|183|"Wet"|"108000008"|"64528656"
0|0|0|32|61|91||"108000009"|"64528657"
32|61|91|183|183|183|"Wet"|"108000009"|"64528658"
0|0|0|32|61|91||"108000010"|"64528659"
32|61|91|183|183|183|"Wet"|"108000010"|"64528660"
0|0|0|32|61|91||"108000011"|"64528661"
32|61|91|183|183|183|"Wet"|"108000011"|"64528662"
0|0|0|32|61|91||"108000012"|"64528663"
32|61|91|183|183|183|"Wet"|"108000012"|"64528664"
0|0|0|32|61|91||"108000013"|"64528665"
32|61|91|183|183|183|"Wet"|"108000013"|"64528666"
0|0|0|32|61|91||"108000014"|"64528667"
32|61|91|183|183|183|"Wet"|"108000014"|"64528668"
0|0|0|32|61|91||"108000015"|"64528669"
32|61|91|183|183|183|"Wet"|"108000015"|"64528670"
0|0|0|32|61|91||"108000016"|"64528671"
32|61|91|183|183|183|"Wet"|"108000016"|"64528672"
0|0|0|46|69|91||"108000022"|"64528673"
46|69|91|183|183|183|"Wet"|"108000022"|"64528674"
0|0|0|46|69|91||"108000023"|"64528675"
46|69|91|183|183|183|"Wet"|"108000023"|"64528676"
0|0|0|46|69|91||"108000034"|"64528677"
46|69|91|183|183|183|"Wet"|"108000034"|"64528678"
0|0|0|46|69|91||"108000035"|"64528679"
46|69|91|183|183|183|"Wet"|"108000035"|"64528680"
0|0|0|32|61|91||"108000041"|"64528681"
32|61|91|183|183|183|"Wet"|"108000041"|"64528682"
0|0|0|32|61|91||"108000042"|"64528683"
32|61|91|183|183|183|"Wet"|"108000042"|"64528684"
0|0|0|32|61|91||"108000043"|"64528685"
32|61|91|183|183|183|"Wet"|"108000043"|"64528686"
0|0|0|32|61|91||"108000044"|"64528687"
32|61|91|183|183|183|"Wet"|"108000044"|"64528688"
0|0|0|32|61|91||"108000045"|"64528689"
32|61|91|183|183|183|"Wet"|"108000045"|"64528690"
0|0|0|32|61|91||"108000046"|"64528691"
32|61|91|183|183|183|"Wet"|"108000046"|"64528692"
0|0|0|32|61|91||"108000047"|"64528693"
32|61|91|183|183|183|"Wet"|"108000047"|"64528694"
0|0|0|32|61|91||"108000048"|"64528695"
32|61|91|183|183|183|"Wet"|"108000048"|"64528696"
0|0|0|32|61|91||"108000049"|"64528697"
32|61|91|183|183|183|"Wet"|"108000049"|"64528698"
0|0|0|32|61|91||"108000050"|"64528699"
32|61|91|183|183|183|"Wet"|"108000050"|"64528700"
0|0|0|32|61|91||"108000051"|"64528701"
32|61|91|183|183|183|"Wet"|"108000051"|"64528702"
0|0|0|32|61|91||"108000052"|"64528703"
32|61|91|183|183|183|"Wet"|"108000052"|"64528704"
0|0|0|0|31|61||"108000055"|"64528705"
0|31|61|183|183|183|"Wet"|"108000055"|"64528706"
0|0|0|0|31|61||"108000056"|"64528707"
0|31|61|183|183|183|"Wet"|"108000056"|"64528708"
0|0|0|0|31|61||"108000057"|"64528709"
0|31|61|183|183|183|"Wet"|"108000057"|"64528710"
0|0|0|0|31|61||"108000058"|"64528711"
0|31|61|183|183|183|"Wet"|"108000058"|"64528712"
0|0|0|0|31|61||"108000059"|"64528713"
0|31|61|183|183|183|"Wet"|"108000059"|"64528714"
0|0|0|0|31|61||"108000060"|"64528715"
0|31|61|183|183|183|"Wet"|"108000060"|"64528716"
0|0|0|0|15|30||"108000221"|"64528717"
0|15|30|183|183|183|"Wet"|"108000221"|"64528718"
0|0|0|0|15|30||"108000222"|"64528719"
0|15|30|183|183|183|"Wet"|"108000222"|"64528720"
0|0|0|0|15|30||"108000224"|"64528721"
0|15|30|183|183|183|"Wet"|"108000224"|"64528722"
0|0|0|0|15|30||"108000225"|"64528723"
0|15|30|183|183|183|"Wet"|"108000225"|"64528724"
0|0|0|0|15|30||"108000226"|"64528725"
0|15|30|183|183|183|"Wet"|"108000226"|"64528726"
0|0|0|0|15|30||"108000227"|"64528727"
0|15|30|183|183|183|"Wet"|"108000227"|"64528728"
0|0|0|0|15|30||"108000231"|"64528729"
0|15|30|183|183|183|"Wet"|"108000231"|"64528730"
0|0|0|0|15|30||"108000232"|"64528731"
0|15|30|183|183|183|"Wet"|"108000232"|"64528732"
0|0|0|61|84|107||"108000233"|"64528733"
61|84|107|183|183|183|"Wet"|"108000233"|"64528734"
0|0|0|61|84|107||"108000234"|"64528735"
61|84|107|183|183|183|"Wet"|"108000234"|"64528736"
0|0|0|61|84|107||"108000238"|"64528737"
61|84|107|183|183|183|"Wet"|"108000238"|"64528738"
0|0|0|61|84|107||"108000239"|"64528739"
61|84|107|183|183|183|"Wet"|"108000239"|"64528740"
0|0|0|61|84|107||"108000241"|"64528741"
61|84|107|183|183|183|"Wet"|"108000241"|"64528742"
0|0|0|61|84|107||"108000244"|"64528743"
61|84|107|183|183|183|"Wet"|"108000244"|"64528744"
0|0|0|91|122|152||"108000245"|"64528745"
91|122|152|183|183|183|"Wet"|"108000245"|"64528746"
0|0|0|91|122|152||"108000246"|"64528747"
91|122|152|183|183|183|"Wet"|"108000246"|"64528748"
0|0|0|91|122|152||"108000250"|"64528749"
91|122|152|183|183|183|"Wet"|"108000250"|"64528750"
0|0|0|91|122|152||"108000251"|"64528751"
91|122|152|183|183|183|"Wet"|"108000251"|"64528752"
0|0|0|91|122|152||"108000253"|"64528753"
91|122|152|183|183|183|"Wet"|"108000253"|"64528754"
0|0|0|91|122|152||"108000256"|"64528755"
91|122|152|183|183|183|"Wet"|"108000256"|"64528756"
0|0|0|0|15|30||"108000257"|"64528757"
0|15|30|183|183|183|"Wet"|"108000257"|"64528758"
0|0|0|0|15|30||"108000258"|"64528759"
0|15|30|183|183|183|"Wet"|"108000258"|"64528760"
0|0|0|0|15|30||"108000260"|"64528761"
0|15|30|183|183|183|"Wet"|"108000260"|"64528762"
0|0|0|0|15|30||"108000261"|"64528763"
0|15|30|183|183|183|"Wet"|"108000261"|"64528764"
0|0|0|0|15|30||"108000262"|"64528765"
0|15|30|183|183|183|"Wet"|"108000262"|"64528766"
0|0|0|0|15|30||"108000263"|"64528767"
0|15|30|183|183|183|"Wet"|"108000263"|"64528768"
0|0|0|0|15|30||"108000267"|"64528769"
0|15|30|183|183|183|"Wet"|"108000267"|"64528770"
0|0|0|0|15|30||"108000268"|"64528771"
0|15|30|183|183|183|"Wet"|"108000268"|"64528772"
0|0|0|61|84|107||"108000269"|"64528773"
61|84|107|183|183|183|"Wet"|"108000269"|"64528774"
0|0|0|61|84|107||"108000270"|"64528775"
61|84|107|183|183|183|"Wet"|"108000270"|"64528776"
0|0|0|61|84|107||"108000274"|"64528777"
61|84|107|183|183|183|"Wet"|"108000274"|"64528778"
0|0|0|61|84|107||"108000275"|"64528779"
61|84|107|183|183|183|"Wet"|"108000275"|"64528780"
0|0|0|61|84|107||"108000277"|"64528781"
61|84|107|183|183|183|"Wet"|"108000277"|"64528782"
0|0|0|61|84|107||"108000280"|"64528783"
61|84|107|183|183|183|"Wet"|"108000280"|"64528784"
0|0|0|0|15|30||"108000281"|"64528785"
0|15|30|183|183|183|"Wet"|"108000281"|"64528786"
0|0|0|0|15|30||"108000282"|"64528787"
0|15|30|183|183|183|"Wet"|"108000282"|"64528788"
0|0|0|0|15|30||"108000284"|"64528789"
0|15|30|183|183|183|"Wet"|"108000284"|"64528790"
0|0|0|0|15|30||"108000285"|"64528791"
0|15|30|183|183|183|"Wet"|"108000285"|"64528792"
0|0|0|0|15|30||"108000286"|"64528793"
0|15|30|183|183|183|"Wet"|"108000286"|"64528794"
0|0|0|0|15|30||"108000287"|"64528795"
0|15|30|183|183|183|"Wet"|"108000287"|"64528796"
0|0|0|0|15|30||"108000291"|"64528797"
0|15|30|183|183|183|"Wet"|"108000291"|"64528798"
0|0|0|0|15|30||"108000292"|"64528799"
0|15|30|183|183|183|"Wet"|"108000292"|"64528800"
0|0|0|61|76|91||"108000293"|"64528801"
61|76|91|183|183|183|"Wet"|"108000293"|"64528802"
0|0|0|61|76|91||"108000294"|"64528803"
61|76|91|183|183|183|"Wet"|"108000294"|"64528804"
0|0|0|61|76|91||"108000298"|"64528805"
61|76|91|183|183|183|"Wet"|"108000298"|"64528806"
0|0|0|61|76|91||"108000299"|"64528807"
61|76|91|183|183|183|"Wet"|"108000299"|"64528808"
0|0|0|61|76|91||"108000301"|"64528809"
61|76|91|183|183|183|"Wet"|"108000301"|"64528810"
0|0|0|107|130|152||"108000677"|"64528811"
107|130|152|183|183|183|"Wet"|"108000677"|"64528812"
0|0|0|107|130|152||"108000683"|"64528813"
107|130|152|183|183|183|"Wet"|"108000683"|"64528814"
0|0|0|107|130|152||"108000685"|"64528815"
107|130|152|183|183|183|"Wet"|"108000685"|"64528816"
0|0|0|107|130|152||"108000689"|"64528817"
107|130|152|183|183|183|"Wet"|"108000689"|"64528818"
0|0|0|107|130|152||"108000695"|"64528819"
107|130|152|183|183|183|"Wet"|"108000695"|"64528820"
0|0|0|107|130|152||"108000697"|"64528821"
107|130|152|183|183|183|"Wet"|"108000697"|"64528822"
0|0|0|107|130|152||"108000701"|"64528823"
107|130|152|183|183|183|"Wet"|"108000701"|"64528824"
0|0|0|107|130|152||"108000707"|"64528825"
107|130|152|183|183|183|"Wet"|"108000707"|"64528826"
0|0|0|107|130|152||"108000709"|"64528827"
107|130|152|183|183|183|"Wet"|"108000709"|"64528828"
0|0|0|0|31|61||"108000787"|"64528829"
0|31|61|183|183|183|"Wet"|"108000787"|"64528830"
0|0|0|0|31|61||"108000788"|"64528831"
0|31|61|183|183|183|"Wet"|"108000788"|"64528832"
0|0|0|0|31|61||"108000789"|"64528833"
0|31|61|183|183|183|"Wet"|"108000789"|"64528834"
0|0|0|0|31|61||"108000790"|"64528835"
0|31|61|183|183|183|"Wet"|"108000790"|"64528836"
0|0|0|0|31|61||"108000791"|"64528837"
0|31|61|183|183|183|"Wet"|"108000791"|"64528838"
0|0|0|0|31|61||"108000792"|"64528839"
0|31|61|183|183|183|"Wet"|"108000792"|"64528840"
0|0|0|51|77|102||"108000797"|"64528841"
51|77|102|183|183|183|"Wet"|"108000797"|"64528842"
0|0|0|51|77|102||"108000798"|"64528843"
51|77|102|183|183|183|"Wet"|"108000798"|"64528844"
0|0|0|51|77|102||"108000802"|"64528845"
51|77|102|183|183|183|"Wet"|"108000802"|"64528846"
0|0|0|51|77|102||"108000803"|"64528847"
51|77|102|183|183|183|"Wet"|"108000803"|"64528848"
0|0|0|51|77|102||"108000805"|"64528849"
51|77|102|183|183|183|"Wet"|"108000805"|"64528850"
0|0|0|51|77|102||"108000808"|"64528851"
51|77|102|183|183|183|"Wet"|"108000808"|"64528852"
0|0|0|76|99|122||"108000809"|"64528853"
76|99|122|183|183|183|"Wet"|"108000809"|"64528854"
0|0|0|76|99|122||"108000815"|"64528855"
76|99|122|183|183|183|"Wet"|"108000815"|"64528856"
0|0|0|76|99|122||"108000816"|"64528857"
76|99|122|183|183|183|"Wet"|"108000816"|"64528858"
0|0|0|76|99|122||"108000817"|"64528859"
76|99|122|183|183|183|"Wet"|"108000817"|"64528860"
0|0|0|0|15|30||"108000821"|"64528861"
0|15|30|183|183|183|"Wet"|"108000821"|"64528862"
0|0|0|0|15|30||"108000822"|"64528863"
0|15|30|183|183|183|"Wet"|"108000822"|"64528864"
0|0|0|0|15|30||"108000826"|"64528865"
0|15|30|183|183|183|"Wet"|"108000826"|"64528866"
0|0|0|0|15|30||"108000827"|"64528867"
0|15|30|183|183|183|"Wet"|"108000827"|"64528868"
0|0|0|0|15|30||"108000828"|"64528869"
0|15|30|183|183|183|"Wet"|"108000828"|"64528870"
0|0|0|0|15|30||"108000829"|"64528871"
0|15|30|183|183|183|"Wet"|"108000829"|"64528872"
0|0|0|0|15|30||"108000831"|"64528873"
0|15|30|183|183|183|"Wet"|"108000831"|"64528874"
0|0|0|0|15|30||"108000832"|"64528875"
0|15|30|183|183|183|"Wet"|"108000832"|"64528876"
0|0|0|0|15|30||"108001061"|"64528877"
0|15|30|183|183|183|"Wet"|"108001061"|"64528878"
0|0|0|0|15|30||"108001062"|"64528879"
0|15|30|183|183|183|"Wet"|"108001062"|"64528880"
0|0|0|0|15|30||"108001066"|"64528881"
0|15|30|183|183|183|"Wet"|"108001066"|"64528882"
0|0|0|0|15|30||"108001067"|"64528883"
0|15|30|183|183|183|"Wet"|"108001067"|"64528884"
0|0|0|0|15|30||"108001068"|"64528885"
0|15|30|183|183|183|"Wet"|"108001068"|"64528886"
0|0|0|0|15|30||"108001069"|"64528887"
0|15|30|183|183|183|"Wet"|"108001069"|"64528888"
0|0|0|0|15|30||"108001071"|"64528889"
0|15|30|183|183|183|"Wet"|"108001071"|"64528890"
0|0|0|0|15|30||"108001072"|"64528891"
0|15|30|183|183|183|"Wet"|"108001072"|"64528892"
0|0|0|76|99|122||"108001073"|"64528893"
76|99|122|183|183|183|"Wet"|"108001073"|"64528894"
0|0|0|76|99|122||"108001074"|"64528895"
76|99|122|183|183|183|"Wet"|"108001074"|"64528896"
0|0|0|76|99|122||"108001078"|"64528897"
76|99|122|183|183|183|"Wet"|"108001078"|"64528898"
0|0|0|76|99|122||"108001079"|"64528899"
76|99|122|183|183|183|"Wet"|"108001079"|"64528900"
0|0|0|76|99|122||"108001081"|"64528901"
76|99|122|183|183|183|"Wet"|"108001081"|"64528902"
0|0|0|76|99|122||"108001084"|"64528903"
76|99|122|183|183|183|"Wet"|"108001084"|"64528904"
0|0|0|76|99|122||"108001088"|"64528905"
76|99|122|183|183|183|"Wet"|"108001088"|"64528906"
0|0|0|76|99|122||"108001089"|"64528907"
76|99|122|183|183|183|"Wet"|"108001089"|"64528908"
0|0|0|76|99|122||"108001090"|"64528909"
76|99|122|183|183|183|"Wet"|"108001090"|"64528910"
0|0|0|76|99|122||"108001091"|"64528911"
76|99|122|183|183|183|"Wet"|"108001091"|"64528912"
0|0|0|76|99|122||"108001092"|"64528913"
76|99|122|183|183|183|"Wet"|"108001092"|"64528914"
0|0|0|76|99|122||"108001093"|"64528915"
76|99|122|183|183|183|"Wet"|"108001093"|"64528916"
0|0|0|0|15|30||"108001097"|"64528917"
0|15|30|183|183|183|"Wet"|"108001097"|"64528918"
0|0|0|0|15|30||"108001098"|"64528919"
0|15|30|183|183|183|"Wet"|"108001098"|"64528920"
0|0|0|0|15|30||"108001100"|"64528921"
0|15|30|183|183|183|"Wet"|"108001100"|"64528922"
0|0|0|0|15|30||"108001101"|"64528923"
0|15|30|183|183|183|"Wet"|"108001101"|"64528924"
0|0|0|0|15|30||"108001102"|"64528925"
0|15|30|183|183|183|"Wet"|"108001102"|"64528926"
0|0|0|0|15|30||"108001103"|"64528927"
0|15|30|183|183|183|"Wet"|"108001103"|"64528928"
0|0|0|0|15|30||"108001107"|"64528929"
0|15|30|183|183|183|"Wet"|"108001107"|"64528930"
0|0|0|0|15|30||"108001108"|"64528931"
0|15|30|183|183|183|"Wet"|"108001108"|"64528932"
0|0|0|76|99|122||"108001109"|"64528933"
76|99|122|183|183|183|"Wet"|"108001109"|"64528934"
0|0|0|76|99|122||"108001110"|"64528935"
76|99|122|183|183|183|"Wet"|"108001110"|"64528936"
0|0|0|76|99|122||"108001111"|"64528937"
