"not used"|"10313006"|"7065220"
"not used"|"10313008"|"7065172"
"not used"|"10313012"|"7065173"
"not used"|"10313013"|"7065174"
"not used"|"10313014"|"7065175"
"not used"|"10313019"|"7065221"
"not used"|"10313023"|"7065222"
"not used"|"10313024"|"7065131"
"not used"|"10313025"|"7065132"
"not used"|"10313028"|"7065272"
"not used"|"10313029"|"7065273"
"not used"|"10313030"|"7065133"
"not used"|"10313033"|"7065223"
"not used"|"10313034"|"7065134"
"not used"|"10313035"|"7065135"
"not used"|"10313036"|"7065224"
"not used"|"10313037"|"7065249"
"not used"|"10313038"|"7065176"
"not used"|"10313039"|"7065177"
"not used"|"10313040"|"7065178"
"not used"|"10313042"|"7065136"
"not used"|"10313043"|"7065179"
"not used"|"10313045"|"7065225"
"not used"|"10313047"|"7065137"
"not used"|"10313052"|"7065274"
"not used"|"10313053"|"7065226"
"not used"|"10313055"|"7065275"
"not used"|"10313058"|"7065276"
"not used"|"10313062"|"7065277"
"not used"|"10313066"|"7065227"
"not used"|"10313069"|"7065138"
"not used"|"10313071"|"7065228"
"not used"|"10313072"|"7065139"
"not used"|"10313077"|"7065180"
"not used"|"10313078"|"7065181"
"not used"|"10313080"|"7065182"
"not used"|"10313082"|"7065183"
"not used"|"10313083"|"7065140"
"not used"|"10313085"|"7065295"
"not used"|"10313086"|"7065229"
"not used"|"10313088"|"7065230"
"not used"|"10313089"|"7065159"
"not used"|"10313091"|"7065278"
"not used"|"10313092"|"7065279"
"not used"|"10313097"|"7065280"
"not used"|"10313099"|"7065281"
"not used"|"10313102"|"7065141"
"not used"|"10313105"|"7065231"
"not used"|"10313107"|"7065142"
"not used"|"10313108"|"7065232"
"not used"|"10313111"|"7065184"
"not used"|"10313114"|"7065185"
"not used"|"10313116"|"7065186"
"not used"|"10313118"|"7065187"
"not used"|"10313119"|"7065233"
"not used"|"10313120"|"7065234"
"not used"|"10313122"|"7065143"
"not used"|"10313123"|"7065144"
"not used"|"10313125"|"7065282"
"not used"|"10313129"|"7065283"
"not used"|"10313132"|"7065284"
"not used"|"10313136"|"7065252"
"not used"|"10313137"|"7065285"
"not used"|"10313140"|"7065145"
"not used"|"10313142"|"7065198"
"not used"|"10313145"|"7065146"
"not used"|"10313148"|"7065199"
"not used"|"10313150"|"7065235"
"not used"|"10313153"|"7065188"
"not used"|"10313154"|"7065201"
"not used"|"10313157"|"7065248"
"not used"|"10313158"|"7065189"
"not used"|"10313164"|"7065256"
"not used"|"10313165"|"7065255"
"not used"|"10313166"|"7065286"
"not used"|"10313169"|"7065236"
"not used"|"10313174"|"7065287"
"not used"|"10313176"|"7065288"
"not used"|"10313179"|"7065289"
"not used"|"10313182"|"7065237"
"not used"|"10313189"|"7065147"
"not used"|"10313190"|"7065297"
"not used"|"10313192"|"7065238"
"not used"|"10313193"|"7065250"
"not used"|"10313195"|"7065148"
"not used"|"10313197"|"7065190"
"not used"|"10313198"|"7065191"
"not used"|"10313199"|"7065206"
"not used"|"10313205"|"7065192"
"not used"|"10313209"|"7065193"
"not used"|"10313210"|"7065239"
"not used"|"10313212"|"7065149"
"not used"|"10313214"|"7065116"
"not used"|"10313215"|"7065118"
"not used"|"10313220"|"7065204"
"not used"|"10313223"|"7065240"
"not used"|"10313229"|"7065150"
"not used"|"10313231"|"7065241"
"not used"|"10313235"|"7065194"
"shallow"|"10313237"|"7065195"
"not used"|"10313242"|"7065196"
"not used"|"10313243"|"7065197"
"not used"|"10313246"|"7065157"
"not used"|"10313247"|"7065298"
"not used"|"10313250"|"7065242"
"not used"|"10313255"|"7065151"
"not used"|"10313258"|"7065243"
"not used"|"10313259"|"7065152"
"not used"|"10313262"|"7065290"
"not used"|"10313263"|"7065291"
"not used"|"10313266"|"7065292"
"not used"|"10313272"|"7065244"
"not used"|"10313273"|"7065153"
"not used"|"10313280"|"7065119"
"not used"|"10313282"|"7065258"
"not used"|"10313283"|"7065253"
"not used"|"10313284"|"7065259"
"not used"|"10313286"|"7065114"
"not used"|"10313290"|"7065207"
"not used"|"10313294"|"7065257"
"not used"|"10313296"|"7065209"
"not used"|"10313297"|"7065251"
"not used"|"10313298"|"7065299"
"not used"|"10313299"|"7065300"
"not used"|"10313300"|"7065158"
